#  iFrame          Time(ps)     <Ree^2>(A^2)     stdRee^2(A^2)     <Ree^2>/M(molnm2/kg)
#======================================================================================
       691        691.000      5492.89         0.00        9.147
       692        692.000      4554.93         0.00        7.585
       693        693.000      4720.52         0.00        7.861
       694        694.000     27428.54         0.00       45.676
       695        695.000       964.90         0.00        1.607
       696        696.000     16994.30         0.00       28.300
       697        697.000       822.30         0.00        1.369
       698        698.000      8772.84         0.00       14.609
       699        699.000      4983.21         0.00        8.298
       700        700.000     28772.86         0.00       47.915
       701        701.000      5780.85         0.00        9.627
       702        702.000     11858.37         0.00       19.748
       703        703.000     13684.81         0.00       22.789
       704        704.000      6295.97         0.00       10.485
       705        705.000     15617.71         0.00       26.008
       706        706.000      6174.21         0.00       10.282
       707        707.000     28198.22         0.00       46.958
       708        708.000      3385.68         0.00        5.638
       709        709.000     40283.73         0.00       67.084
       710        710.000      3634.49         0.00        6.052
       711        711.000     21385.56         0.00       35.613
       712        712.000      1348.77         0.00        2.246
       713        713.000      4415.42         0.00        7.353
       714        714.000      6480.37         0.00       10.792
       715        715.000     20382.46         0.00       33.942
       716        716.000     14102.61         0.00       23.485
       717        717.000     11492.73         0.00       19.139
       718        718.000      8385.85         0.00       13.965
       719        719.000      4728.92         0.00        7.875
       720        720.000      5881.39         0.00        9.794
       721        721.000     34862.23         0.00       58.055
       722        722.000      8020.96         0.00       13.357
       723        723.000     23086.09         0.00       38.445
       724        724.000     13599.03         0.00       22.646
       725        725.000     10493.39         0.00       17.474
       726        726.000      3987.21         0.00        6.640
       727        727.000     16687.14         0.00       27.789
       728        728.000     27731.97         0.00       46.181
       729        729.000      2426.10         0.00        4.040
       730        730.000     33836.91         0.00       56.348
       731        731.000      4109.14         0.00        6.843
       732        732.000       850.67         0.00        1.417
       733        733.000      1500.04         0.00        2.498
       734        734.000      1484.91         0.00        2.473
       735        735.000      7310.84         0.00       12.175
       736        736.000     15881.88         0.00       26.448
       737        737.000      5576.15         0.00        9.286
       738        738.000      2228.04         0.00        3.710
       739        739.000     19534.27         0.00       32.530
       740        740.000     12279.59         0.00       20.449
       741        741.000      8650.57         0.00       14.406
       742        742.000      4898.19         0.00        8.157
       743        743.000     10217.32         0.00       17.015
       744        744.000      5220.52         0.00        8.694
       745        745.000      5148.82         0.00        8.574
       746        746.000     10558.89         0.00       17.583
       747        747.000      6156.87         0.00       10.253
       748        748.000     10157.29         0.00       16.915
       749        749.000      7173.62         0.00       11.946
       750        750.000      8201.78         0.00       13.658
       751        751.000     13866.08         0.00       23.091
       752        752.000      3752.02         0.00        6.248
       753        753.000       268.36         0.00        0.447
       754        754.000     17101.37         0.00       28.479
       755        755.000     10390.62         0.00       17.303
       756        756.000      1288.05         0.00        2.145
       757        757.000      3213.95         0.00        5.352
       758        758.000      4247.69         0.00        7.074
       759        759.000      7614.98         0.00       12.681
       760        760.000     15367.96         0.00       25.592
       761        761.000      9843.56         0.00       16.392
       762        762.000      1497.95         0.00        2.494
       763        763.000     20650.75         0.00       34.389
       764        764.000     13478.18         0.00       22.445
       765        765.000      8473.82         0.00       14.111
       766        766.000       770.75         0.00        1.284
       767        767.000       968.27         0.00        1.612
       768        768.000     29831.07         0.00       49.677
       769        769.000      5629.24         0.00        9.374
       770        770.000     11184.46         0.00       18.625
       771        771.000      9086.72         0.00       15.132
       772        772.000      3872.23         0.00        6.448
       773        773.000     10846.07         0.00       18.062
       774        774.000     19342.06         0.00       32.210
       775        775.000      7277.90         0.00       12.120
       776        776.000      5472.93         0.00        9.114
       777        777.000      6152.02         0.00       10.245
       778        778.000      6721.23         0.00       11.193
       779        779.000     10209.60         0.00       17.002
       780        780.000      9597.47         0.00       15.982
       781        781.000      2753.30         0.00        4.585
       782        782.000      8397.50         0.00       13.984
       783        783.000     10616.96         0.00       17.680
       784        784.000     15341.90         0.00       25.549
       785        785.000      8415.59         0.00       14.014
       786        786.000      9349.20         0.00       15.569
       787        787.000     11938.10         0.00       19.880
       788        788.000     10378.14         0.00       17.282
       789        789.000      3966.48         0.00        6.605
       790        790.000      9416.84         0.00       15.682
       791        791.000     17558.18         0.00       29.239
       792        792.000      8657.81         0.00       14.418
       793        793.000     14087.72         0.00       23.460
       794        794.000      1691.14         0.00        2.816
       795        795.000     39879.80         0.00       66.411
       796        796.000      6152.69         0.00       10.246
       797        797.000      4798.35         0.00        7.991
       798        798.000       989.12         0.00        1.647
       799        799.000     22688.41         0.00       37.783
       800        800.000      3253.28         0.00        5.418
       801        801.000     12696.88         0.00       21.144
       802        802.000      1429.06         0.00        2.380
       803        803.000       781.76         0.00        1.302
       804        804.000     12290.46         0.00       20.467
       805        805.000     12023.29         0.00       20.022
       806        806.000      5634.10         0.00        9.382
       807        807.000      2090.80         0.00        3.482
       808        808.000      2345.75         0.00        3.906
       809        809.000      6286.15         0.00       10.468
       810        810.000     26777.00         0.00       44.591
       811        811.000      4726.60         0.00        7.871
       812        812.000      1486.73         0.00        2.476
       813        813.000     15806.82         0.00       26.323
       814        814.000      3620.85         0.00        6.030
       815        815.000     15112.88         0.00       25.167
       816        816.000     18352.93         0.00       30.563
       817        817.000     11053.22         0.00       18.407
       818        818.000      8176.58         0.00       13.616
       819        819.000      3598.72         0.00        5.993
       820        820.000     14413.96         0.00       24.003
       821        821.000     14546.36         0.00       24.224
       822        822.000      1844.62         0.00        3.072
       823        823.000      5619.30         0.00        9.358
       824        824.000      9369.42         0.00       15.603
       825        825.000      4292.21         0.00        7.148
       826        826.000      4212.83         0.00        7.016
       827        827.000      6805.24         0.00       11.333
       828        828.000      2696.82         0.00        4.491
       829        829.000     36392.29         0.00       60.603
       830        830.000     10882.93         0.00       18.123
       831        831.000      9886.24         0.00       16.463
       832        832.000     12619.99         0.00       21.016
       833        833.000      5397.41         0.00        8.988
       834        834.000     28153.19         0.00       46.883
       835        835.000     17756.85         0.00       29.570
       836        836.000     11902.04         0.00       19.820
       837        837.000     14538.12         0.00       24.210
       838        838.000     14940.26         0.00       24.880
       839        839.000     10516.53         0.00       17.513
       840        840.000     20036.78         0.00       33.367
       841        841.000      6592.44         0.00       10.978
       842        842.000      7799.73         0.00       12.989
       843        843.000      4357.44         0.00        7.256
       844        844.000      8569.34         0.00       14.270
       845        845.000     16775.07         0.00       27.935
       846        846.000      5723.78         0.00        9.532
       847        847.000     21363.83         0.00       35.577
       848        848.000       468.18         0.00        0.780
       849        849.000      6130.34         0.00       10.209
       850        850.000      3511.29         0.00        5.847
       851        851.000      7528.94         0.00       12.538
       852        852.000     12766.51         0.00       21.260
       853        853.000      3064.77         0.00        5.104
       854        854.000      3342.66         0.00        5.566
       855        855.000     17236.20         0.00       28.703
       856        856.000     13921.34         0.00       23.183
       857        857.000     10517.36         0.00       17.514
       858        858.000      5924.89         0.00        9.867
       859        859.000      9373.28         0.00       15.609
       860        860.000      5042.68         0.00        8.397
       861        861.000     22977.38         0.00       38.264
       862        862.000      1383.30         0.00        2.304
       863        863.000     10161.06         0.00       16.921
       864        864.000      9570.00         0.00       15.937
       865        865.000     20512.72         0.00       34.159
       866        866.000     15110.52         0.00       25.163
       867        867.000     18938.30         0.00       31.538
       868        868.000      3947.75         0.00        6.574
       869        869.000      1542.83         0.00        2.569
       870        870.000      1374.61         0.00        2.289
       871        871.000     11556.96         0.00       19.246
       872        872.000     13420.37         0.00       22.349
       873        873.000      7367.89         0.00       12.270
       874        874.000      4806.50         0.00        8.004
       875        875.000      3918.63         0.00        6.526
       876        876.000     19235.36         0.00       32.032
       877        877.000      7467.11         0.00       12.435
       878        878.000      6087.90         0.00       10.138
       879        879.000      1710.04         0.00        2.848
       880        880.000     14668.93         0.00       24.428
       881        881.000     29343.54         0.00       48.865
       882        882.000     45483.29         0.00       75.742
       883        883.000     18971.49         0.00       31.593
       884        884.000      5173.56         0.00        8.615
       885        885.000      2227.65         0.00        3.710
       886        886.000     16861.93         0.00       28.080
       887        887.000      2788.38         0.00        4.643
       888        888.000      7229.00         0.00       12.038
       889        889.000     29182.31         0.00       48.597
       890        890.000      4741.59         0.00        7.896
       891        891.000      8604.65         0.00       14.329
       892        892.000      7710.63         0.00       12.840
       893        893.000      7467.72         0.00       12.436
       894        894.000      6675.98         0.00       11.117
       895        895.000       611.56         0.00        1.018
       896        896.000      5931.67         0.00        9.878
       897        897.000      2641.56         0.00        4.399
       898        898.000      6434.91         0.00       10.716
       899        899.000      9481.01         0.00       15.789
       900        900.000     30139.94         0.00       50.191
       901        901.000     10917.22         0.00       18.180
       902        902.000      7952.48         0.00       13.243
       903        903.000     13947.19         0.00       23.226
       904        904.000      4799.02         0.00        7.992
       905        905.000      2019.54         0.00        3.363
       906        906.000      2443.46         0.00        4.069
       907        907.000      4791.42         0.00        7.979
       908        908.000      9516.06         0.00       15.847
       909        909.000      6249.79         0.00       10.408
       910        910.000      4834.27         0.00        8.050
       911        911.000     10685.86         0.00       17.795
       912        912.000     11232.41         0.00       18.705
       913        913.000     15030.68         0.00       25.030
       914        914.000      3877.07         0.00        6.456
       915        915.000      6102.78         0.00       10.163
       916        916.000     10742.74         0.00       17.890
       917        917.000      9537.71         0.00       15.883
       918        918.000      5057.39         0.00        8.422
       919        919.000      6498.22         0.00       10.821
       920        920.000      3137.72         0.00        5.225
       921        921.000     19244.82         0.00       32.048
       922        922.000     13182.83         0.00       21.953
       923        923.000      7098.07         0.00       11.820
       924        924.000     26079.86         0.00       43.430
       925        925.000       645.15         0.00        1.074
       926        926.000     23171.76         0.00       38.587
       927        927.000     17284.71         0.00       28.784
       928        928.000      1926.20         0.00        3.208
       929        929.000     10666.58         0.00       17.763
       930        930.000      1409.52         0.00        2.347
       931        931.000      3516.71         0.00        5.856
       932        932.000      3361.22         0.00        5.597
       933        933.000      6353.23         0.00       10.580
       934        934.000     11021.05         0.00       18.353
       935        935.000      8077.91         0.00       13.452
       936        936.000     18079.66         0.00       30.108
       937        937.000      4099.31         0.00        6.826
       938        938.000      4214.12         0.00        7.018
       939        939.000     22359.01         0.00       37.234
       940        940.000      4257.47         0.00        7.090
       941        941.000     36561.42         0.00       60.885
       942        942.000     12589.29         0.00       20.965
       943        943.000      4571.78         0.00        7.613
       944        944.000      7190.10         0.00       11.974
       945        945.000      9104.02         0.00       15.161
       946        946.000     20248.83         0.00       33.720
       947        947.000      1833.81         0.00        3.054
       948        948.000     28183.36         0.00       46.933
       949        949.000      9104.00         0.00       15.161
       950        950.000      1816.19         0.00        3.024
       951        951.000      4958.42         0.00        8.257
       952        952.000     11057.78         0.00       18.414
       953        953.000     13866.54         0.00       23.092
       954        954.000      8227.08         0.00       13.700
       955        955.000     17448.58         0.00       29.057
       956        956.000     27217.37         0.00       45.325
       957        957.000      2819.76         0.00        4.696
       958        958.000      6439.86         0.00       10.724
       959        959.000     13692.52         0.00       22.802
       960        960.000      3750.49         0.00        6.246
       961        961.000     13137.48         0.00       21.878
       962        962.000      5055.99         0.00        8.420
       963        963.000     19174.24         0.00       31.930
       964        964.000     11964.22         0.00       19.924
       965        965.000     12635.48         0.00       21.042
       966        966.000      9084.14         0.00       15.128
       967        967.000     11855.23         0.00       19.742
       968        968.000      8628.83         0.00       14.369
       969        969.000      2208.28         0.00        3.677
       970        970.000      1297.62         0.00        2.161
       971        971.000      7771.91         0.00       12.942
       972        972.000     16326.68         0.00       27.188
       973        973.000      8008.95         0.00       13.337
       974        974.000     34498.47         0.00       57.450
       975        975.000     11250.48         0.00       18.735
       976        976.000      6407.97         0.00       10.671
       977        977.000     10479.99         0.00       17.452
       978        978.000      1864.37         0.00        3.105
       979        979.000      7400.79         0.00       12.324
       980        980.000     10550.76         0.00       17.570
       981        981.000     11486.20         0.00       19.128
       982        982.000       345.91         0.00        0.576
       983        983.000      5550.07         0.00        9.242
       984        984.000      2268.88         0.00        3.778
       985        985.000      4755.09         0.00        7.919
       986        986.000      9301.17         0.00       15.489
       987        987.000     25333.64         0.00       42.188
       988        988.000     19543.69         0.00       32.546
       989        989.000      1301.28         0.00        2.167
       990        990.000     28786.03         0.00       47.937
       991        991.000      3244.25         0.00        5.403
       992        992.000     14745.83         0.00       24.556
       993        993.000     21264.43         0.00       35.411
       994        994.000     21722.24         0.00       36.174
       995        995.000     26985.81         0.00       44.939
       996        996.000      5707.23         0.00        9.504
       997        997.000     23249.86         0.00       38.718
       998        998.000      3334.34         0.00        5.553
       999        999.000     15926.62         0.00       26.522
      1000       1000.000      9341.64         0.00       15.556
