                 Frame        <R^2>                    Cn
              7500000   5932.1599655270629        5.0126902189664051     
              7600000   4041.7238936760596        3.4152669427876328     
              7700000   470.25603744484334       0.39736754453826134     
              7800000   10686.792909214442        9.0303671174482893     
              7900000   17233.293017798722        14.562176315693218     
              8000000   5846.5504312098265        4.9403499453028390     
              8100000   20330.363167945630        17.179208448897821     
              8200000   9763.1017515293443        8.2498457460792256     
              8300000   411.54399610769929       0.34775572067367932     
              8400000   14556.923677511135        12.300637434010484     
              8500000   7278.1441078471462        6.1500502335816396     
              8600000   3524.9033226659581        2.9785522492665866     
              8700000   14389.565336681871        12.159219211472253     
              8800000   11103.826098442585        9.3827612202331672     
              8900000   11645.063366537681        9.8401080847288096     
              9000000   3562.7791688170364        3.0105574353438165     
              9100000   5341.6963460399948        4.5137469626721769     
              9200000   15776.966654730710        13.331576844641138     
              9300000   1345.3412976044219        1.1368168091997977     
              9400000   6851.5101484205979        5.7895434556248588     
              9500000   9806.6550973739468        8.2866484337995825     
              9600000   8444.8574807786790        7.1359259933078150     
              9700000   1499.2550689732113        1.2668743364391217     
              9800000   14661.141906144087        12.388702101575459     
              9900000   18763.368524625890        15.855094000301065     
             10000000   7924.0038331075202        6.6958033397774805     
             10100000   3340.7480183489133        2.8229405499723623     
             10200000   2987.1533264970799        2.5241521383947521     
             10300000   45702.671286159326        38.618873170661892     
             10400000   1820.6806664274354        1.5384797816474873     
             10500000   3835.3224929349690        3.2408572355834697     
             10600000   10466.668247314357        8.8443612197530133     
             10700000   9178.9857338981255        7.7562662294551377     
             10800000   3607.7867120467386        3.0485889235434427     
             10900000   14630.553213890420        12.362854579026850     
             11000000   26272.146321995337        22.200030286576979     
             11100000   5267.7750047185609        4.4512832417394748     
             11200000   17552.550977229919        14.831950101273485     
             11300000   13050.777999394522        11.027940515365797     
             11400000   12325.794481727355        10.415327603873081     
             11500000   2811.8265686948307        2.3760005833008830     
             11600000   15253.269888299030        12.889051748546029     
             11700000   12789.312584760639        10.807001576741472     
             11800000   7536.7179073868365        6.3685457501162182     
             11900000   22307.090626997531        18.849548166156506     
             12000000   9981.8661069234313        8.4347021813262462     
             12100000   5724.5494438800661        4.8372588015295772     
             12200000   1504.6293282692250        1.2714155991771239     
             12300000   12123.603813489221        10.244475976315272     
             12400000   17754.415083376240        15.002525783035322     
             12500000   979.63126784980727       0.82779090636138786     
             12600000   15815.625351928053        13.364243541838315     
             12700000   1241.7222333101702        1.0492584370209217     
             12800000   16259.189980704563        13.739056778343803     
             12900000   8831.2995159362144        7.4624704933025221     
             13000000   2004.1898926949050        1.6935455433509157     
             13100000   13180.905065411887        11.137898216243491     
             13200000   2780.3804425339813        2.3494285269256516     
             13300000   10860.394736143589        9.1770611015787598     
             13400000   18457.507285813146        15.596640477626822     
             13500000   23767.999429940672        20.084019810527337     
             13600000   16990.189811793694        14.356753489939647     
             13700000   5314.9900044786282        4.4911800363069094     
             13800000   9481.6789207099864        8.0120427401522445     
             13900000   10950.661406250736        9.2533366667985462     
             14000000   2644.6199728123920        2.2347105856276492     
             14100000   16348.817120047861        13.814791938445840     
             14200000   7832.1270405490768        6.6181672170019556     
             14300000   12321.796936404295        10.411949667934531     
             14400000   5871.5039851443071        4.9614357616770963     
             14500000   19200.494462287093        16.224466526481109     
             14600000   15367.955505917000        12.985961386355946     
             14700000   4337.1606152867744        3.6649117219823131     
             14800000   24436.329638472853        20.648760532088676     
             14900000   10073.954319010883        8.5125169541400911     
             15000000   3468.0974630903056        2.9305511538258719     
             15100000   3692.2954588727544        3.1199990289845623     
             15200000   2998.1461997171318        2.5334411441512907     
             15300000   1734.5818962737228        1.4657261024610553     
             15400000   11631.187931452198        9.8283833068837936     
             15500000   28542.708248059389        24.118660873830127     
             15600000   2688.6009843535053        2.2718746519464168     
             15700000   10007.100857190906        8.4560256093151942     
             15800000   14393.211820186085        12.162300499283340     
             15900000   11210.711894610931        9.4730799891323638     
             16000000   29779.877720945649        25.164072216743865     
             16100000   7499.6347117228052        6.3372103557112585     
             16200000   19911.749112874953        16.825478510465821     
             16300000   7272.7656324313175        6.1455054082116982     
             16400000   8889.2527518417628        7.5114411246525465     
             16500000   9330.2259624637190        7.8840646062437907     
             16600000   14806.762466850956        12.511751844768096     
             16700000   6092.1274450747669        5.1478631449733392     
             16800000   5760.0316221277208        4.8672413321564036     
             16900000   8152.6711591441926        6.8890278103383293     
             17000000   14094.402744879013        11.909806072660594     
             17100000   1313.8111979242972        1.1101737949877637     
             17200000   792.90581076395574       0.67000742145782177     
             17300000   650.27854613261354       0.54948702104209568     
             17400000   15282.018700397739        12.913344567696480     
             17500000   11200.804385439211        9.4647081187499058     
             17600000   28188.233544122133        23.819128849808013     
             17700000   18252.222319916695        15.423174160698439     
             17800000   7209.2648181480645        6.0918470590599849     
             17900000   27268.614346516046        23.042048295035041     
             18000000   6862.0850220705925        5.7984792506843608     
             18100000   25235.342497473670        21.323928424798385     
             18200000   5327.1721685215844        4.5014739958256742     
             18300000   6261.9964616307052        5.2914028948694360     
             18400000   2365.1812675915085        1.9985841708645053     
             18500000   9015.3768618266477        7.6180163175285029     
             18600000   25033.183279021912        21.153103372389836     
             18700000   10531.196251205170        8.8988875467287833     
             18800000   31049.681614817211        26.237059728173850     
             18900000   4564.6138632186194        3.8571102934648342     
             19000000   5781.2457493914762        4.8851673235081021     
             19100000   15909.974329664363        13.443968667360327     
             19200000   5258.5809699041456        4.4435142589988086     
             19300000   1986.0532308327338        1.6782200180701541     
             19400000   8165.0627129289760        6.8994987047200960     
             19500000   8537.3801753375810        7.2141079049121872     
             19600000   1483.7738548376644        1.2537926712234253     
             19700000   2629.6935537602203        2.2220977236647528     
             19800000   27670.894935571905        23.381976413251454     
             19900000   2767.6583059546388        2.3386782892438944     
             20000000   5230.7341882808769        4.4199836578882818     
             20100000   6802.6418206756753        5.7482495947162286     
             20200000   6272.3646034369522        5.3001640009965554     
             20300000   19183.656027535682        16.210238006402143     
             20400000   10200.934360836112        8.6198154115923806     
             20500000   53144.579262042651        44.907304288153505     
             20600000   11121.582461559448        9.3977653921094415     
             20700000   8212.3837456611363        6.9394850974179230     
             20800000   9294.2376447485985        7.8536543864830346     
             20900000   10338.576710942718        8.7361235465894840     
             21000000   15011.365567125717        12.684641983516464     
             21100000   6334.1099423665037        5.3523389690212797     
             21200000   2412.9010050376337        2.0389074700570253     
             21300000   22197.797462074668        18.757195164552979     
             21400000   977.18595903132950       0.82572461420676524     
             21500000   14652.992448882793        12.381815789516960     
             21600000   3694.6657614636897        3.1220019406866433     
             21700000   7688.8347300425958        6.4970848511347166     
             21800000   5409.0482132474081        4.5706594613137623     
             21900000   11020.488111549634        9.3123404099053513     
             22000000   7702.0185408024126        6.5082252046701035     
             22100000   12437.169814072349        10.509440042230143     
             22200000   24357.026415175806        20.581749107234373     
             22300000   11250.261063965494        9.5064991375612529     
             22400000   665.55198043220889       0.56239311176933804     
             22500000   4522.2355324850096        3.8213004964939232     
             22600000   4186.7794800446072        3.5378392812312147     
             22700000   1716.7403114499325        1.4506499180262467     
             22800000   6723.5572171074364        5.6814229040873414     
             22900000   6061.0036027770002        5.1215634192799495     
             23000000   16633.704854701573        14.055522796902265     
             23100000   10351.743352273523        8.7472493919138010     
             23200000   5664.6215846135165        4.7866196084304864     
             23300000   18896.755700983031        15.967806502685781     
             23400000   8959.7435814526179        7.5710060544876381     
             23500000   19994.974169906505        16.895803894774289     
             23600000   13583.565718011987        11.478147489118889     
             23700000   10199.160487233028        8.6183164838979938     
             23800000   662.40407805047607       0.55973312627149741     
             23900000   10868.920665815862        9.1842655337795360     
             24000000   3221.9246449297707        2.7225344980142192     
             24100000   15884.087149599996        13.422093934537989     
             24200000   13435.057612639821        11.352657763359254     
             24300000   10353.979959892586        8.7491393310255070     
             24400000   15771.024178666590        13.326555437292692     
             24500000   3357.4704423406583        2.8370710406651201     
             24600000   11023.250979744766        9.3146750405387984     
             24700000   4257.2026475449957        3.5973470364113243     
             24800000   4605.4507567835572        3.8916175721180570     
             24900000   33074.461968014206        27.948004262880801     
             25000000   9116.1801057953107        7.7031953143893714     
             25100000   5006.0571209521195        4.2301309660577013     
             25200000   4400.3975335095975        3.7183470782935384     
             25300000   12753.376879882391        10.776635814961336     
             25400000   2735.7250634270617        2.3116946183031115     
             25500000   4863.7314287134268        4.1098653950787618     
             25600000   41699.308539151032        35.236021494119143     
             25700000   22917.373802771559        19.365238997789437     
             25800000   5332.6592148720310        4.5061105639107790     
             25900000   6607.0626355654676        5.5829846871728508     
             26000000   8837.8645859517383        7.4680179941192364     
             26100000   5441.9086685386883        4.5984266293919323     
             26200000   226.56107013055313       0.19144467897724368     
             26300000   12341.742032567328        10.428803324786974     
             26400000   20138.058914917896        17.016710867271645     
             26500000   15236.506738212447        12.874886844199823     
             26600000   30155.256483597946        25.481268223407472     
             26700000   13432.572714494454        11.350558018122982     
             26800000   27040.724769454700        22.849481024331258     
             26900000   1284.0418600777275        1.0850186289916040     
             27000000   18825.609333014592        15.907687641275629     
             27100000   7790.5152957628179        6.5830051871011532     
             27200000   28082.528320104851        23.729807667371219     
             27300000   6007.7748007142800        5.0765849465115762     
             27400000   7510.3718098256977        6.3462832308449730     
             27500000   27224.315277943926        23.004615469718257     
             27600000   2821.1175962498974        2.3838515251534416     
             27700000   1602.9145734828912        1.3544668807026188     
             27800000   5065.7372062631302        4.2805607895358353     
             27900000   9544.4214448236926        8.0650603321871372     
             28000000   618.75791295717454       0.52285200605053461     
             28100000   12964.267922952498        10.954839281322384     
             28200000   15795.690407952005        13.347398463609633     
             28300000   2989.7644946475962        2.5263585821056820     
             28400000   7668.4224677481370        6.4798364377161617     
             28500000   25361.545128638667        21.430569968270717     
             28600000   16746.633789732950        14.150948033470339     
             28700000   5845.2078813851758        4.9392154872953666     
             28800000   3796.6884708225475        3.2082113888956418     
             28900000   13368.396390516513        11.296328861565696     
             29000000   24184.093469529085        20.435620329484308     
             29100000   7018.6555862609748        5.9307817745974107     
             29200000   18255.910155603564        15.426290391208767     
             29300000   11501.217276053143        9.7185577733753412     
             29400000   2355.6532175787652        1.9905329444339555     
             29500000   12279.689320573314        10.376368625743064     
             29600000   4807.3488703968651        4.0622219902757655     
             29700000   21975.296525286703        18.569181308549553     
             29800000   1519.4199657445265        1.2839137253631285     
             29900000   15557.996445832066        13.146546462660577     
             30000000   17913.236711242658        15.136730461464891     
             30100000   5662.1068283798995        4.7844946330339031     
             30200000   13887.804344412294        11.735229900188548     
             30300000   2373.1436304973263        2.0053123877180288     
             30400000   6516.7783077459317        5.5066942011413040     
             30500000   4085.7895419447818        3.4525025273559269     
             30600000   2740.3790348874500        2.3156272359928574     
             30700000   991.70699941477017       0.83799493016626125     
             30800000   1490.6009254579278        1.2595615632157617     
             30900000   5878.9354597903603        4.9677153766044153     
             31000000   22145.918459260036        18.713357275573273     
             31100000   20218.337270496413        17.084546281377406     
             31200000   4469.3436363157643        3.7766067100601641     
             31300000   19307.013705077090        16.314475556845760     
             31400000   15340.442524884545        12.962712847591408     
             31500000   1023.6459921574008       0.86498346005335081     
             31600000   26648.788833383747        22.518294164128346     
             31700000   10001.467862357480        8.4512657143917451     
             31800000   7037.8229796780470        5.9469782706567180     
             31900000   4589.3941399543883        3.8780496901666281     
             32000000   7761.2709844410583        6.5582936698502907     
             32100000   25629.900702409635        21.657331108844129     
             32200000   4167.4752598623099        3.5215271662082044     
             32300000   21045.548525916507        17.783541890592204     
             32400000   3505.9215336283969        2.9625125893787887     
             32500000   8234.5510756027052        6.9582165474503608     
             32600000   3500.6966745980963        2.9580975702442971     
             32700000   26701.276223849130        22.562646142216234     
             32800000   11785.705352627529        9.9589509197409214     
             32900000   6680.1605565737009        5.6447526158521297     
             33000000   16038.894631575668        13.552906649507198     
             33100000   25887.894280384236        21.875336336684359     
             33200000   5981.6020177111668        5.0544688784815088     
             33300000   6544.9592692733186        5.5305071851185232     
             33400000   8604.1245641917249        7.2705070828042704     
             33500000   9147.4424472993778        7.7296120722634152     
             33600000   2163.6068586287361        1.8282532839576402     
             33700000   18483.353649046439        15.618480720123362     
             33800000   432.45450154955768       0.36542515081567895     
             33900000   18445.702843738734        15.586665694129644     
             34000000   15711.681626921165        13.276410830533697     
             34100000   10776.266442681417        9.1059724801951827     
             34200000   4980.6530967279687        4.2086645011459654     
             34300000   3418.0331321364265        2.8882466671717748     
             34400000   12834.779278480743        10.845421048270214     
             34500000   1172.0377539912749       0.99037487522800283     
             34600000   18257.832546311634        15.427914816233608     
             34700000   10323.128704657074        8.7230699420911932     
             34800000   2134.0925488210901        1.8033136173013000     
             34900000   10494.004948026231        8.8674608011994902     
             35000000   6697.4759591846978        5.6593841749823621     
             35100000   12030.638647898470        10.165920175566573     
             35200000   6058.4958691065740        5.1194443779670777     
             35300000   11073.841772200662        9.3574243884975736     
             35400000   25213.269593676054        21.305276765097116     
             35500000   5094.2770241874050        4.3046770080787358     
             35600000   6997.5909236892685        5.9129820812896394     
             35700000   755.36482590196806       0.63828519401931549     
             35800000   7036.8781200142275        5.9461798618439667     
             35900000   4597.3885247030021        3.8848049655585433     
             36000000   13419.998659846740        11.339932910049091     
             36100000   6829.4798825832895        5.7709278251082106     
             36200000   8171.4553476978690        6.9049004973159915     
             36300000   8894.3470429561603        7.5157458135668875     
             36400000   2800.1599419396248        2.3661422540980297     
             36500000   40015.969018874042        33.813595329361739     
             36600000   2954.2007824500142        2.4963071550843412     
             36700000   26615.004976343840        22.489746719230194     
             36800000   32756.824068634185        27.679599432153381     
             36900000   13668.339404240023        11.549781469026788     
             37000000   22061.714492934971        18.642204710428590     
             37100000   5017.3988575059557        4.2397147622162485     
             37200000   6929.7040910170763        5.8556175354732707     
             37300000   21276.559053111865        17.978746372076134     
             37400000   23220.454091801272        19.621342610842593     
             37500000   15507.114635553109        13.103551203903091     
             37600000   40714.389111284305        34.403762079128995     
             37700000   18961.538887324623        16.022548459479779     
             37800000   4422.3618230206994        3.7369069586471806     
             37900000   8518.7517765697776        7.1983668606987781     
             38000000   5839.4910588202538        4.9343847577261561     
             38100000   22297.815723258660        18.841710848969537     
             38200000   3295.9047087211693        2.7850478395830018     
             38300000   9459.9330792436340        7.9936674489505526     
             38400000   17408.612069039194        14.710321358722837     
             38500000   13053.467408327033        11.030213072735986     
             38600000   7308.4111080840521        6.1756259255600519     
             38700000   10837.542894150403        9.1577512371263037     
             38800000   40222.997483678992        33.988534907290543     
             38900000   10654.544445978072        9.0031170842089576     
             39000000   5225.1741109846589        4.4152853784687434     
             39100000   5527.3763425498000        4.6706470307369674     
             39200000   8561.1268512200277        7.2341739062709891     
             39300000   10141.486614003408        8.5695819147177890     
             39400000   8138.6213877072678        6.8771557178341061     
             39500000   29324.332641845467        24.779135469324100     
             39600000   1261.3594977261400        1.0658519752662181     
             39700000   28820.413591162040        24.353322593206347     
             39800000   14579.437451086307        12.319661629792140     
             39900000   3400.9304852265200        2.8737948871486609     
             40000000   5180.8835524147726        4.3778597441254350     
             40100000   3049.1744996770635        2.5765601870608004     
             40200000   15273.864337722403        12.906454110550669     
             40300000   16648.774597810807        14.068256768056951     
             40400000   11371.666154661463        9.6090867471673516     
             40500000   3830.0981885232568        3.2364426851030923     
             40600000   32238.740836579695        27.241817786846834     
             40700000   872.32010971643797       0.73711270552273211     
             40800000   25387.976634346582        21.452904657642645     
             40900000   16313.536201017894        13.784979472368496     
             41000000   23075.682243292977        19.499010031610680     
             41100000   10009.314941711855        8.4578965163518589     
             41200000   3857.4346894663386        3.2595420977444332     
             41300000   7727.1657981005874        6.5294747008780485     
             41400000   13518.601764455654        11.423252783569884     
             41500000   3053.0453781232045        2.5798310891670373     
             41600000   1282.6258361715113        1.0838220851988267     
             41700000   8227.4928100810394        6.9522522951798678     
             41800000   8272.2038776210939        6.9900332606696720     
             41900000   33177.727874018397        28.035264215408720     
             42000000   13382.712928759345        11.308426372697618     
             42100000   2276.5401625191726        1.9236822122227017     
             42200000   2842.1014024723418        2.4015828946409785     
             42300000   8335.7674666904531        7.0437446546748852     
             42400000   34388.709200657584        29.058546508312272     
             42500000   6874.4783568120256        5.8089516499790141     
             42600000   7164.5972878546254        6.0541028826540124     
             42700000   1665.1069907009360        1.4070196310152232     
             42800000   16618.512807548541        14.042685478520323     
             42900000   13813.683272683813        11.672597406555235     
             43000000   25833.882405410746        21.829696165319969     
             43100000   19869.223430385337        16.789544200887299     
             43200000   13443.987307846040        11.360203378460445     
             43300000   29409.782532455683        24.851340843650263     
             43400000   921.11639853687211       0.77834569335742831     
             43500000   18057.625904064575        15.258739695671130     
             43600000   15693.027245758331        13.260647831130580     
             43700000   37338.172771903810        31.550850707912542     
             43800000   659.60156815765299       0.55736499830294173     
             43900000   1234.2369337349267        1.0429333398918994     
             44000000   23190.464331855732        19.596001187613659     
             44100000   25704.351615255677        21.720242319058485     
             44200000   16270.206884584108        13.748366090068572     
             44300000   12969.339058302521        10.959124403557089     
             44400000   7977.6461555491205        6.7411312383149840     
             44500000   1170.8306339976998       0.98935485577133331     
             44600000   11753.042091830212        9.9313503815103736     
             44700000   9186.2249525361603        7.7623833875679846     
             44800000   15721.752772833084        13.284920974376721     
             44900000   5017.0316172000976        4.2394044432262206     
             45000000   10739.737660882736        9.0751055669128249     
             45100000   7565.6876886134323        6.3930252887402661     
             45200000   1995.5752057473578        1.6862661110273824     
             45300000   4651.7893750488329        3.9307738220992778     
             45400000   9305.1603683303620        7.8628841156172697     
             45500000   17741.179245166655        14.991341466172903     
             45600000   13613.077264217076        11.503084820524061     
             45700000   6877.0987051931252        5.8111658510080755     
             45800000   4313.2544490358941        3.6447109508576045     
             45900000   3170.8680194248386        2.6793915199473317     
             46000000   7558.2461511187994        6.3867371706803713     
             46100000   6031.2137031895136        5.0963908785605563     
             46200000   17951.938364655754        15.169433456773350     
             46300000   30354.949248742596        25.650009116514862     
             46400000   15637.918041332614        13.214080413595459     
             46500000   2375.3071255696559        2.0071405465422796     
             46600000   6235.1090341200661        5.2686829504176727     
             46700000   2637.7244256758340        2.2288838308053398     
             46800000   11536.743691511891        9.7485776845577554     
             46900000   14724.836880658084        12.442524516614679     
             47000000   10185.288060754983        8.6065942483338933     
             47100000   2995.3286273696008        2.5310602883702984     
             47200000   8427.6288766628459        7.1213677791261771     
             47300000   2630.9149180675213        2.2231297796026537     
             47400000   8324.5336942494505        7.0342520884655553     
             47500000   4259.2256668867567        3.5990564928869007     
             47600000   4982.7649841199736        4.2104490513494301     
             47700000   13095.943703033867        11.066105649512776     
             47800000   10631.860892101828        8.9839494236422137     
             47900000   16014.446773253358        13.532248147208024     
             48000000   21696.083719946775        18.333245779758855     
             48100000   29709.355532307309        25.104480788451003     
             48200000   21231.831647057501        17.940951600500295     
             48300000   4624.7277651580725        3.9079066930944637     
             48400000   12542.747181460480        10.598653185490967     
             48500000   5505.8015717792723        4.6524162947072014     
             48600000   10528.080189894508        8.8962544670167691     
             48700000   2658.8520813959431        2.2467367534833058     
             48800000   20722.806576127616        17.510824124321857     
             48900000   8921.3346104027951        7.5385503765185922     
             49000000   12426.373213896171        10.500316887693561     
             49100000   687.38409951818983       0.58084130777847631     
             49200000   11525.246668668424        9.7388626710905566     
             49300000   12032.428791095672        10.167432851109261     
             49400000   22156.922434614920        18.722655662661904     
             49500000   18059.177922995012        15.260051155604353     
             49600000   12477.323482428244        10.543369993848588     
             49700000   7759.8451255499003        6.5570888154702907     
             49800000   21389.678939503610        18.074332963028105     
             49900000   6026.3893986512230        5.0923143289878992     
             50000000   26189.528574268632        22.130218080171673     
             50100000   6396.4841325036923        5.4050453179116644     
             50200000   7166.5629978232300        6.0557639125638945     
             50300000   4748.3090201748546        4.0123331670719189     
             50400000   13880.551084823264        11.729100877436492     
             50500000   4608.6905825464219        3.8943552331061366     
             50600000   13076.572050071343        11.049736553619420     
             50700000   5802.2097163397839        4.9028819287586671     
             50800000   3834.8383436397239        3.2404481282008475     
             50900000   9068.9004332997483        7.6632438711963875     
             51000000   12099.874283381174        10.224424463179330     
             51100000   25366.740827906870        21.434960347332265     
             51200000   359.57849045361860       0.30384473657520689     
             51300000   14103.415049786192        11.917421493168654     
             51400000   6286.2062146315720        5.3118601975679915     
             51500000   10917.134057528378        9.2250059720794066     
             51600000   24860.903841687330        21.007526810821279     
             51700000   1964.5072679650093        1.6600136247913344     
             51800000   8877.3828743270569        7.5014110480423293     
             51900000   21448.395404654279        18.123948525026339     
             52000000   6140.8792951447467        5.1890585819511736     
             52100000   9598.5043594833605        8.1107605322665588     
             52200000   11183.962463426045        9.4504766519259160     
             52300000   31958.888676858442        27.005342001982072     
             52400000   767.72435703745418       0.64872902918119435     
             52500000   17322.020519386464        14.637151279609702     
             52600000   15168.936592720420        12.817789899854034     
             52700000   3061.7847293525301        2.5872158631249089     
             52800000   27187.261165784323        22.973304650948315     
             52900000   22055.745038144647        18.637160505988067     
             53000000   6833.5651316898457        5.7743798709662917     
             53100000   1493.9779153373256        1.2624151282302549     
             53200000   3298.0002430741179        2.7868185714269811     
             53300000   2998.1421142425511        2.5334376919149064     
             53400000   3225.5311727909193        2.7255820232055599     
             53500000   3801.7766914338949        3.2125109482195073     
             53600000   4383.4004369171380        3.7039844885564164     
             53700000   8163.4206009436130        6.8981111159269224     
             53800000   1576.6760496335821        1.3322952614907517     
             53900000   3425.8854115397548        2.8948818631864461     
             54000000   10064.534256365776        8.5045569773091252     
             54100000   2752.3609063485887        2.3257519477719049     
             54200000   14246.838058896335        12.038614299687531     
             54300000   8383.1787958906025        7.0838073481172170     
             54400000   19840.032869458031        16.764878102856102     
             54500000   4844.5846911300887        4.0936863532513579     
             54600000   18656.543904170892        15.764826925034834     
             54700000   1854.2925066142548        1.5668818718684245     
             54800000   4154.8818844020498        3.5108857319986995     
             54900000   1574.5932182082684        1.3305352636528485     
             55000000   5431.6152381048851        4.5897286545640483     
             55100000   10829.785786979815        9.1511964618897217     
             55200000   7881.8671227357818        6.6601977126252692     
             55300000   13128.952535273995        11.093998196489109     
             55400000   6637.8784117801561        5.6090240962445685     
             55500000   1706.6937532188658        1.4421605508359152     
             55600000   17752.489725279727        15.000898850559718     
             55700000   2816.9240757340503        2.3803079896798574     
             55800000   13132.635636924606        11.097110426726793     
             55900000   10260.903744609142        8.6704896930047823     
             56000000   29352.735229666883        24.803135728081973     
             56100000   1993.9435498210453        1.6848873576306309     
             56200000   1601.2524141004028        1.3530623518080205     
             56300000   6536.8152831809603        5.5236254962116504     
             56400000   7083.9190490521469        5.9859295662096219     
             56500000   3340.6072721247047        2.8228216190558753     
             56600000   10739.654837870972        9.0750355812577848     
             56700000   4772.3663084904565        4.0326616367246686     
             56800000   5005.1401050275381        4.2293560852752377     
             56900000   6763.2556545930429        5.7149681844656115     
             57000000   14812.941708556809        12.516973319684411     
             57100000   9752.4727467436387        8.2408642100727327     
             57200000   7372.3413052581855        6.2296471043437727     
             57300000   1540.3397925242621        1.3015910320592796     
             57400000   4947.1720469635366        4.1803729291637213     
             57500000   19483.310187061561        16.463446531333506     
             57600000   4696.1145962548935        3.9682287464580819     
             57700000   3039.6639346456463        2.5685237354838248     
             57800000   23458.658208304041        19.822625693539244     
             57900000   17636.303393617767        14.902721105575770     
             58000000   6804.7427527050440        5.7500248876104738     
             58100000   2449.5066992072871        2.0698393744879597     
             58200000   7725.5021441731215        6.5280689090891535     
             58300000   25078.138533992391        21.191090676877781     
             58400000   2097.0485149133510        1.7720113146797483     
             58500000   9042.4172854059507        7.6408655440463917     
             58600000   16261.450289000521        13.740966744587608     
             58700000   24184.638240000411        20.436080661914492     
             58800000   10364.113969148060        8.7577025945532991     
             58900000   3898.9866862860385        3.2946536404619313     
             59000000   4310.3754618203766        3.6422781993573730     
             59100000   1970.7261134858798        1.6652685650318004     
             59200000   13896.768223520707        11.742804400773808     
             59300000   7717.0039804514499        6.5208879391870678     
             59400000   12959.331054415077        10.950667614884919     
             59500000   15873.799314998565        13.413400688202653     
             59600000   16215.183609420837        13.701871282978196     
             59700000   10528.378159855369        8.8965062523895551     
             59800000   26520.999756073303        22.410312069638771     
             59900000   7779.8172489628178        6.5739653104174423     
             60000000   20343.087775406620        17.189960774480838     
             60100000   6213.3813911945526        5.2503230370291547     
             60200000   3688.6990694440892        3.1169600707943879     
             60300000   4073.5440625513538        3.4421550662054026     
