           IFrame     Ebond           Eangle         Etors             Eimpr                ELJ                     Ecoul              ETot                Move           Flip         RotStrand        RotBranch       FlpBranch                 Time
       25400000     216.9088342     215.2857445     425.0484288       0.0000000           -38.4374314             0.0000000           818.8055761       7.4120266      17.7516494      33.6004264       0.0000000       0.0000000              1305.579
       25500000     222.3763790     228.7658593     416.8803675       0.0000000           -38.5943208             0.0000000           829.4282849       7.4107610      17.7507114      33.6005638       0.0000000       0.0000000              1310.724
       25600000     244.0709155     233.2750704     406.6094848       0.0000000           -36.4680184             0.0000000           847.4874523       7.4115365      17.7508152      33.5996297       0.0000000       0.0000000              1315.870
       25700000     211.7275730     221.1106018     384.0142254       0.0000000           -42.5621516             0.0000000           774.2902486       7.4119871      17.7502334      33.5993189       0.0000000       0.0000000              1321.003
       25800000     239.1720749     238.1307417     394.3437531       0.0000000           -39.7751088             0.0000000           831.8714608       7.4123525      17.7506896      33.5983805       0.0000000       0.0000000              1326.138
       25900000     235.0908326     219.0371946     423.4337113       0.0000000           -37.8498658             0.0000000           839.7118727       7.4110810      17.7509213      33.5992138       0.0000000       0.0000000              1331.281
       26000000     235.2096334     220.6900934     395.7594840       0.0000000           -37.4985178             0.0000000           814.1606930       7.4125540      17.7515391      33.5987427       0.0000000       0.0000000              1336.428
       26100000     228.6307043     201.2459261     423.5614539       0.0000000           -39.9529498             0.0000000           813.4851345       7.4117082      17.7508596      33.5985570       0.0000000       0.0000000              1341.577
       26200000     244.5996913     217.4542775     380.1477938       0.0000000           -39.3775370             0.0000000           802.8242255       7.4122701      17.7516593      33.5988750       0.0000000       0.0000000              1346.714
       26300000     220.3827026     236.0821469     387.3837074       0.0000000           -41.1823833             0.0000000           802.6661735       7.4123416      17.7546582      33.5991741       0.0000000       0.0000000              1351.864
       26400000     209.0658197     241.9034220     408.1626092       0.0000000           -38.3655686             0.0000000           820.7662823       7.4114996      17.7511034      33.5979620       0.0000000       0.0000000              1357.000
       26500000     192.2885493     212.0240519     425.3941946       0.0000000           -29.9467142             0.0000000           799.7600816       7.4095486      17.7512694      33.5978162       0.0000000       0.0000000              1362.165
       26600000     202.3028403     217.0942135     390.0200470       0.0000000           -38.7489285             0.0000000           770.6681723       7.4081746      17.7485895      33.5978345       0.0000000       0.0000000              1367.305
       26700000     220.2896740     212.1545549     438.4532590       0.0000000           -35.1144669             0.0000000           835.7830210       7.4085185      17.7472430      33.5969061       0.0000000       0.0000000              1372.449
       26800000     214.4218469     217.1390349     397.4562214       0.0000000           -39.2187766             0.0000000           789.7983266       7.4076313      17.7467509      33.5964471       0.0000000       0.0000000              1377.576
       26900000     223.1416967     225.6260530     438.3157512       0.0000000           -39.7876745             0.0000000           847.2958263       7.4068526      17.7494559      33.5972689       0.0000000       0.0000000              1382.723
       27000000     236.2035207     217.5668154     423.0319865       0.0000000           -36.9876500             0.0000000           839.8146726       7.4071893      17.7510113      33.5968288       0.0000000       0.0000000              1387.868
       27100000     198.0827399     201.5046380     430.5676793       0.0000000           -38.0875599             0.0000000           792.0674972       7.4059164      17.7523527      33.5968114       0.0000000       0.0000000              1393.005
       27200000     215.1617864     213.8962531     389.4641096       0.0000000           -41.7611099             0.0000000           776.7610391       7.4043640      17.7537582      33.5957877       0.0000000       0.0000000              1398.149
       27300000     220.2492975     241.1730614     403.0596904       0.0000000           -38.6250356             0.0000000           825.8570136       7.4041498      17.7555228      33.5963213       0.0000000       0.0000000              1403.311
       27400000     218.7176144     231.8697985     431.6543735       0.0000000           -38.6631753             0.0000000           843.5786110       7.4030301      17.7575269      33.5972310       0.0000000       0.0000000              1408.459
       27500000     222.7015426     216.4857193     368.6417330       0.0000000           -40.4221900             0.0000000           767.4068049       7.4027243      17.7576911      33.5972430       0.0000000       0.0000000              1413.591
       27600000     219.5082891     223.5468374     426.5439031       0.0000000           -40.3395621             0.0000000           829.2594674       7.4030086      17.7569258      33.5976689       0.0000000       0.0000000              1418.727
       27700000     223.4857719     215.0457340     390.3112840       0.0000000           -39.8254081             0.0000000           789.0173818       7.4026313      17.7579801      33.5976796       0.0000000       0.0000000              1423.864
       27800000     222.9088880     226.0693800     417.1895053       0.0000000           -39.6133597             0.0000000           826.5544136       7.4033895      17.7569240      33.5977760       0.0000000       0.0000000              1428.985
       27900000     198.4985489     208.2022207     400.5070236       0.0000000           -35.8283656             0.0000000           771.3794275       7.4026021      17.7590356      33.5982645       0.0000000       0.0000000              1434.116
       28000000     219.0443043     203.0002400     407.2534770       0.0000000           -32.8632103             0.0000000           796.4348109       7.4016951      17.7610467      33.5993838       0.0000000       0.0000000              1439.261
       28100000     230.9088433     220.2345049     422.4237701       0.0000000           -33.1754361             0.0000000           840.3916823       7.4021900      17.7576137      33.5992566       0.0000000       0.0000000              1444.389
       28200000     247.9087943     232.8388471     419.6589769       0.0000000           -39.5272680             0.0000000           860.8793503       7.4037175      17.7570193      33.5996747       0.0000000       0.0000000              1449.523
       28300000     236.9889110     216.9665348     413.0970122       0.0000000           -35.5903243             0.0000000           831.4621338       7.4025059      17.7592146      33.6005248       0.0000000       0.0000000              1454.676
       28400000     221.6695694     218.6299337     384.2494876       0.0000000           -39.8863841             0.0000000           784.6626066       7.4033825      17.7582755      33.6010859       0.0000000       0.0000000              1459.819
       28500000     204.5651854     218.4928135     416.1139969       0.0000000           -41.0470343             0.0000000           798.1249615       7.4028806      17.7584899      33.6011842       0.0000000       0.0000000              1464.966
       28600000     243.7742241     198.0885891     410.6171413       0.0000000           -33.7902217             0.0000000           818.6897328       7.4022932      17.7578180      33.6020399       0.0000000       0.0000000              1470.097
       28700000     214.0133110     204.6846988     410.4060709       0.0000000           -37.6312786             0.0000000           791.4728021       7.4026801      17.7575182      33.6018793       0.0000000       0.0000000              1475.251
       28800000     209.9841757     217.9969716     414.5294311       0.0000000           -36.5871733             0.0000000           805.9234051       7.4018111      17.7558029      33.6032235       0.0000000       0.0000000              1480.389
       28900000     227.4161896     192.0271399     422.3220007       0.0000000           -38.4969024             0.0000000           803.2684279       7.4018750      17.7563117      33.6032836       0.0000000       0.0000000              1485.525
       29000000     208.9479892     200.8223885     397.4131108       0.0000000           -38.7476261             0.0000000           768.4358624       7.4028902      17.7539649      33.6021670       0.0000000       0.0000000              1490.655
       29100000     194.3321691     187.5350355     444.7510006       0.0000000           -35.2864861             0.0000000           791.3317191       7.4022374      17.7520023      33.6018287       0.0000000       0.0000000              1495.820
       29200000     229.5955343     222.6248388     408.1033987       0.0000000           -37.2001295             0.0000000           823.1236423       7.4016492      17.7522748      33.6031151       0.0000000       0.0000000              1500.946
       29300000     209.9487674     228.2412326     437.1636966       0.0000000           -40.5519274             0.0000000           834.8017692       7.4008410      17.7527060      33.6039173       0.0000000       0.0000000              1506.106
       29400000     197.7463326     209.7439764     418.5159783       0.0000000           -32.3865434             0.0000000           793.6197439       7.4005698      17.7522095      33.6041245       0.0000000       0.0000000              1511.244
       29500000     215.0387351     208.5991868     377.8484962       0.0000000           -39.1246794             0.0000000           762.3617387       7.4007212      17.7522886      33.6035103       0.0000000       0.0000000              1516.369
       29600000     208.7617863     215.6814461     420.9332854       0.0000000           -36.7722148             0.0000000           808.6043031       7.4021924      17.7517350      33.6028491       0.0000000       0.0000000              1521.510
       29700000     218.7726540     228.5597220     415.7877090       0.0000000           -40.8823538             0.0000000           822.2377312       7.4024943      17.7492219      33.6032727       0.0000000       0.0000000              1526.633
       29800000     233.0743281     223.4249226     398.1274184       0.0000000           -41.1504545             0.0000000           813.4762147       7.4022843      17.7498233      33.6016734       0.0000000       0.0000000              1531.775
       29900000     243.3955061     218.2758303     407.0085936       0.0000000           -41.1307121             0.0000000           827.5492179       7.4049281      17.7477739      33.6016166       0.0000000       0.0000000              1536.918
       30000000     205.2754802     255.4609883     397.4331877       0.0000000           -34.9081678             0.0000000           823.2614883       7.4038540      17.7488037      33.6025144       0.0000000       0.0000000              1542.051
       30100000     204.8070006     198.5442667     414.6956863       0.0000000           -37.4204795             0.0000000           780.6264741       7.4046333      17.7506474      33.6019523       0.0000000       0.0000000              1547.197
       30200000     239.5618551     202.3663635     448.6845021       0.0000000           -34.4477370             0.0000000           856.1649836       7.4038469      17.7516582      33.6018993       0.0000000       0.0000000              1552.322
       30300000     221.2577266     193.1305586     400.1169424       0.0000000           -40.9019235             0.0000000           773.6033042       7.4038036      17.7524856      33.6027692       0.0000000       0.0000000              1557.479
       30400000     258.3468764     226.5492877     413.0699999       0.0000000           -41.5844048             0.0000000           856.3817592       7.4043147      17.7532681      33.6020145       0.0000000       0.0000000              1562.627
       30500000     243.4711413     226.3798201     420.4325924       0.0000000           -37.3225957             0.0000000           852.9609581       7.4036813      17.7535102      33.6013216       0.0000000       0.0000000              1567.762
       30600000     237.6875745     227.0612957     391.5678389       0.0000000           -40.0374360             0.0000000           816.2792731       7.4048298      17.7529636      33.6009606       0.0000000       0.0000000              1572.903
       30700000     238.1086455     204.8487713     418.9527305       0.0000000           -39.5821244             0.0000000           822.3280228       7.4057066      17.7526404      33.6017396       0.0000000       0.0000000              1578.024
       30800000     231.6531528     184.5840605     425.1292014       0.0000000           -37.4010985             0.0000000           803.9653162       7.4066524      17.7518674      33.6014380       0.0000000       0.0000000              1583.170
       30900000     231.5504437     221.7011496     419.1389063       0.0000000           -39.3634843             0.0000000           833.0270153       7.4070215      17.7502899      33.6000903       0.0000000       0.0000000              1588.318
       31000000     209.9948212     215.9367007     395.0423162       0.0000000           -35.5236385             0.0000000           785.4501996       7.4059573      17.7514331      33.5990126       0.0000000       0.0000000              1593.456
       31100000     229.5482833     230.3379003     422.1201258       0.0000000           -36.2916764             0.0000000           845.7146330       7.4055857      17.7513831      33.5976701       0.0000000       0.0000000              1598.620
       31200000     226.6497268     231.7669335     416.8855073       0.0000000           -36.9730785             0.0000000           838.3290891       7.4043713      17.7505293      33.5975002       0.0000000       0.0000000              1603.769
       31300000     238.4720326     241.0458393     389.1524098       0.0000000           -39.8523482             0.0000000           828.8179335       7.4044969      17.7494149      33.5968227       0.0000000       0.0000000              1608.906
       31400000     237.7317570     203.8661983     412.6221590       0.0000000           -39.9990362             0.0000000           814.2210781       7.4043222      17.7501388      33.5955318       0.0000000       0.0000000              1614.054
       31500000     234.4646929     211.3338773     408.4299240       0.0000000           -40.2424063             0.0000000           813.9860879       7.4045330      17.7503064      33.5964397       0.0000000       0.0000000              1619.186
       31600000     222.8432569     219.1247110     388.7755212       0.0000000           -37.6968002             0.0000000           793.0466888       7.4044213      17.7497353      33.5965204       0.0000000       0.0000000              1624.312
       31700000     228.0054725     254.4097684     391.3337435       0.0000000           -41.2105333             0.0000000           832.5384510       7.4034270      17.7501921      33.5960745       0.0000000       0.0000000              1629.476
       31800000     202.8117149     240.4333929     417.4536812       0.0000000           -37.1378152             0.0000000           823.5609737       7.4033185      17.7477655      33.5960118       0.0000000       0.0000000              1634.621
       31900000     214.4720776     208.8767221     395.7684352       0.0000000           -40.3113678             0.0000000           778.8058672       7.4015305      17.7454461      33.5972255       0.0000000       0.0000000              1639.780
       32000000     245.8081337     217.5424704     398.3057523       0.0000000           -36.0320137             0.0000000           825.6243427       7.4037327      17.7485569      33.5966390       0.0000000       0.0000000              1644.915
       32100000     214.9791537     217.8100903     431.1639407       0.0000000           -41.1735860             0.0000000           822.7795988       7.4032641      17.7484368      33.5983389       0.0000000       0.0000000              1650.048
       32200000     211.9412570     254.0636901     432.5698765       0.0000000           -38.7678102             0.0000000           859.8070135       7.4044224      17.7478453      33.5980822       0.0000000       0.0000000              1655.199
       32300000     219.4220042     245.5769404     384.0361365       0.0000000           -37.4019803             0.0000000           811.6331009       7.4037124      17.7493112      33.5983072       0.0000000       0.0000000              1660.335
       32400000     212.3342061     222.4312495     399.4874784       0.0000000           -34.2202700             0.0000000           800.0326640       7.4044980      17.7507373      33.5978324       0.0000000       0.0000000              1665.469
       32500000     226.1753550     218.2614992     412.5718983       0.0000000           -42.5776007             0.0000000           814.4311517       7.4051463      17.7518512      33.5983390       0.0000000       0.0000000              1670.626
       32600000     242.8522540     227.8340577     384.7876859       0.0000000           -38.1520107             0.0000000           817.3219869       7.4062145      17.7531803      33.5970275       0.0000000       0.0000000              1675.758
       32700000     232.9964570     218.8360402     379.2607168       0.0000000           -39.2959247             0.0000000           791.7972893       7.4071730      17.7540466      33.5962767       0.0000000       0.0000000              1680.876
       32800000     210.7738058     212.0094963     401.6105599       0.0000000           -40.9600269             0.0000000           783.4338351       7.4079201      17.7523482      33.5973912       0.0000000       0.0000000              1686.023
       32900000     205.6264816     192.5629425     410.8142908       0.0000000           -42.0869259             0.0000000           766.9167889       7.4067308      17.7529288      33.5984626       0.0000000       0.0000000              1691.159
       33000000     202.8522821     237.0776999     407.2531299       0.0000000           -39.2896697             0.0000000           807.8934422       7.4054847      17.7523085      33.5989883       0.0000000       0.0000000              1696.306
       33100000     213.3901161     208.6623610     409.0761717       0.0000000           -38.1648780             0.0000000           792.9637707       7.4047497      17.7534318      33.5994199       0.0000000       0.0000000              1701.436
       33200000     226.3423135     225.1111037     385.2320953       0.0000000           -38.7906947             0.0000000           797.8948179       7.4044954      17.7534653      33.5992599       0.0000000       0.0000000              1706.572
       33300000     240.0518352     207.9235531     430.2485873       0.0000000           -36.9529044             0.0000000           841.2710713       7.4060825      17.7530630      33.5987633       0.0000000       0.0000000              1711.708
       33400000     212.3327311     223.0864942     404.5755026       0.0000000           -39.2499473             0.0000000           800.7447807       7.4065423      17.7520137      33.5983548       0.0000000       0.0000000              1716.860
       33500000     241.6696877     233.8730402     426.7554325       0.0000000           -38.8734897             0.0000000           863.4246707       7.4065581      17.7506376      33.5986523       0.0000000       0.0000000              1721.996
       33600000     224.2456195     223.2984784     424.3886046       0.0000000           -40.8165784             0.0000000           831.1161240       7.4070612      17.7491242      33.5995373       0.0000000       0.0000000              1727.122
       33700000     227.2944238     225.2281605     431.6261137       0.0000000           -42.2710960             0.0000000           841.8776020       7.4072041      17.7497102      33.5991492       0.0000000       0.0000000              1732.249
       33800000     197.8009129     220.5909569     420.6335809       0.0000000           -37.7426055             0.0000000           801.2828452       7.4079236      17.7488367      33.5994090       0.0000000       0.0000000              1737.401
       33900000     219.1951502     233.1713369     410.4230797       0.0000000           -36.6967094             0.0000000           826.0928573       7.4087711      17.7479192      33.5991159       0.0000000       0.0000000              1742.535
       34000000     225.2066757     219.7497186     409.5454250       0.0000000           -36.4020634             0.0000000           818.0997558       7.4080698      17.7490745      33.5984993       0.0000000       0.0000000              1747.673
       34100000     229.4757633     214.0443265     410.4635875       0.0000000           -35.6503003             0.0000000           818.3333769       7.4084568      17.7481580      33.5980128       0.0000000       0.0000000              1752.811
       34200000     221.6979312     211.4429566     394.8035123       0.0000000           -38.1731429             0.0000000           789.7712572       7.4068539      17.7493205      33.5978384       0.0000000       0.0000000              1757.947
       34300000     231.9859632     207.9538721     371.5138077       0.0000000           -36.1496373             0.0000000           775.3040058       7.4059990      17.7473001      33.5987766       0.0000000       0.0000000              1763.101
       34400000     231.8157769     216.3368460     426.5155694       0.0000000           -33.9015321             0.0000000           840.7666602       7.4051253      17.7472617      33.5991510       0.0000000       0.0000000              1768.256
       34500000     224.4501001     224.7357919     407.7252203       0.0000000           -38.5176046             0.0000000           818.3935076       7.4051363      17.7472759      33.5997505       0.0000000       0.0000000              1773.395
       34600000     244.7961132     208.2054836     421.1957065       0.0000000           -37.1936169             0.0000000           837.0036864       7.4053613      17.7477030      33.5991900       0.0000000       0.0000000              1778.529
       34700000     226.3176416     223.9136422     418.7715673       0.0000000           -37.9959433             0.0000000           831.0069078       7.4040773      17.7509651      33.6013543       0.0000000       0.0000000              1783.659
       34800000     215.6687704     239.8592381     409.6717431       0.0000000           -43.2415718             0.0000000           821.9581799       7.4066079      17.7534016      33.6011337       0.0000000       0.0000000              1788.778
       34900000     227.1593117     230.5999011     407.3493238       0.0000000           -38.9427619             0.0000000           826.1657746       7.4060433      17.7538994      33.6016153       0.0000000       0.0000000              1793.908
       35000000     218.4134288     215.9384929     415.8573486       0.0000000           -35.7205369             0.0000000           814.4887334       7.4064950      17.7537251      33.6014743       0.0000000       0.0000000              1799.038
       35100000     222.1970030     228.6534685     437.1063399       0.0000000           -40.7639249             0.0000000           847.1928865       7.4064680      17.7547252      33.6013202       0.0000000       0.0000000              1804.209
       35200000     224.9762541     210.7354610     395.9292651       0.0000000           -36.9614660             0.0000000           794.6795142       7.4049751      17.7535828      33.6012793       0.0000000       0.0000000              1809.341
       35300000     203.4014553     223.7547476     410.3630032       0.0000000           -37.8854533             0.0000000           799.6337529       7.4046809      17.7531321      33.6010674       0.0000000       0.0000000              1814.483
       35400000     218.7380105     237.0958175     423.8684710       0.0000000           -39.0707110             0.0000000           840.6315880       7.4044102      17.7509276      33.6012949       0.0000000       0.0000000              1819.636
       35500000     248.0909727     214.3156705     420.4441627       0.0000000           -36.3759956             0.0000000           846.4748103       7.4048810      17.7533586      33.6017396       0.0000000       0.0000000              1824.776
       35600000     185.9885460     219.2612782     389.9488798       0.0000000           -36.6708850             0.0000000           758.5278190       7.4044698      17.7532164      33.6021074       0.0000000       0.0000000              1829.930
       35700000     206.8045508     231.1370778     420.1591525       0.0000000           -33.7754369             0.0000000           824.3253442       7.4042550      17.7534341      33.6017253       0.0000000       0.0000000              1835.049
       35800000     204.7388717     222.5468994     411.6968236       0.0000000           -39.7374148             0.0000000           799.2451799       7.4026984      17.7531492      33.6015902       0.0000000       0.0000000              1840.191
       35900000     215.7935465     239.8809349     399.4541751       0.0000000           -38.1404342             0.0000000           816.9882224       7.4023425      17.7530522      33.6018803       0.0000000       0.0000000              1845.326
       36000000     215.6307252     218.2051030     393.7024886       0.0000000           -40.8516529             0.0000000           786.6866639       7.4020933      17.7525820      33.6020141       0.0000000       0.0000000              1850.473
       36100000     209.7598641     213.4364057     398.3056963       0.0000000           -37.0549848             0.0000000           784.4469813       7.4020035      17.7537302      33.6018321       0.0000000       0.0000000              1855.593
       36200000     198.6541898     206.5172383     465.6432644       0.0000000           -34.8536169             0.0000000           835.9610756       7.4021933      17.7530778      33.6013934       0.0000000       0.0000000              1860.745
       36300000     224.6469551     213.8175968     389.6578159       0.0000000           -41.3499329             0.0000000           786.7724349       7.3996444      17.7551532      33.6003588       0.0000000       0.0000000              1865.875
       36400000     231.1354228     241.6826238     404.1861878       0.0000000           -37.3004401             0.0000000           839.7037943       7.3994149      17.7555160      33.6008453       0.0000000       0.0000000              1871.006
       36500000     243.8791678     219.2717841     406.9170065       0.0000000           -38.3804583             0.0000000           831.6875000       7.3987480      17.7540672      33.6002573       0.0000000       0.0000000              1876.147
       36600000     234.6824246     211.3144292     397.8880954       0.0000000           -34.2298349             0.0000000           809.6551144       7.3996422      17.7540086      33.5998829       0.0000000       0.0000000              1881.294
       36700000     180.7896330     208.3300830     421.4106452       0.0000000           -39.2731495             0.0000000           771.2572118       7.4000203      17.7544862      33.6009678       0.0000000       0.0000000              1886.439
       36800000     228.6767718     218.3129780     415.3379516       0.0000000           -39.8240108             0.0000000           822.5036906       7.3999848      17.7560882      33.6021534       0.0000000       0.0000000              1891.579
       36900000     213.1579366     214.1867935     386.0594942       0.0000000           -38.2523030             0.0000000           775.1519213       7.3987251      17.7550017      33.6015921       0.0000000       0.0000000              1896.721
       37000000     222.0224511     220.7396237     438.5160849       0.0000000           -38.6631221             0.0000000           842.6150376       7.3979840      17.7529011      33.6027877       0.0000000       0.0000000              1901.865
       37100000     234.1359187     212.8409132     394.6158733       0.0000000           -40.5746851             0.0000000           801.0180201       7.3978159      17.7523854      33.6036471       0.0000000       0.0000000              1906.990
       37200000     221.0364207     217.5282855     406.3298193       0.0000000           -34.6317675             0.0000000           810.2627579       7.3972391      17.7530946      33.6033870       0.0000000       0.0000000              1912.124
       37300000     211.7555915     231.7417944     408.0830194       0.0000000           -35.6006457             0.0000000           815.9797596       7.3969304      17.7540518      33.6035293       0.0000000       0.0000000              1917.261
       37400000     235.4394406     215.4484141     440.9674585       0.0000000           -37.4077626             0.0000000           854.4475507       7.3959563      17.7535614      33.6031702       0.0000000       0.0000000              1922.414
       37500000     219.9458745     213.6080654     389.4240151       0.0000000           -40.9718387             0.0000000           782.0061163       7.3951301      17.7529236      33.6040375       0.0000000       0.0000000              1927.566
       37600000     196.9505323     219.5266722     423.3311806       0.0000000           -39.9065198             0.0000000           799.9018653       7.3945983      17.7537577      33.6043227       0.0000000       0.0000000              1932.724
       37700000     190.6498934     204.1218733     414.5887491       0.0000000           -41.1849261             0.0000000           768.1755897       7.3941231      17.7532056      33.6044072       0.0000000       0.0000000              1937.873
       37800000     226.5669592     221.6995286     405.5859089       0.0000000           -39.2503733             0.0000000           814.6020234       7.3926581      17.7546635      33.6049790       0.0000000       0.0000000              1943.004
       37900000     221.9520233     215.6973709     395.3754800       0.0000000           -40.7772498             0.0000000           792.2476245       7.3929247      17.7551263      33.6046182       0.0000000       0.0000000              1948.133
       38000000     217.1094452     214.4842459     367.9656599       0.0000000           -37.8585715             0.0000000           761.7007795       7.3931420      17.7549533      33.6047538       0.0000000       0.0000000              1953.272
       38100000     203.3027994     239.7943902     394.2743470       0.0000000           -43.6668092             0.0000000           793.7047274       7.3938554      17.7571152      33.6047165       0.0000000       0.0000000              1958.399
       38200000     243.6252801     204.0222859     417.7472185       0.0000000           -39.0114564             0.0000000           826.3833280       7.3935666      17.7555292      33.6044108       0.0000000       0.0000000              1963.538
       38300000     219.0586443     228.4867988     407.6682594       0.0000000           -34.9711212             0.0000000           820.2425812       7.3934167      17.7546847      33.6044467       0.0000000       0.0000000              1968.667
       38400000     234.0272615     228.6027076     381.6464308       0.0000000           -40.2882625             0.0000000           803.9881374       7.3935721      17.7537846      33.6045533       0.0000000       0.0000000              1973.810
       38500000     241.6509289     218.7797620     376.4160776       0.0000000           -38.9809796             0.0000000           797.8657889       7.3936445      17.7530407      33.6039403       0.0000000       0.0000000              1978.929
       38600000     216.3342887     218.2154459     420.2722028       0.0000000           -34.9489355             0.0000000           819.8730020       7.3935294      17.7504045      33.6035492       0.0000000       0.0000000              1984.067
       38700000     236.9486021     209.3234644     427.7345544       0.0000000           -34.1976373             0.0000000           839.8089836       7.3937210      17.7494353      33.6029098       0.0000000       0.0000000              1989.206
       38800000     239.1905736     220.1316477     395.9056146       0.0000000           -40.8787377             0.0000000           814.3490981       7.3941360      17.7491678      33.6024571       0.0000000       0.0000000              1994.365
       38900000     223.4526286     215.7962996     410.5200921       0.0000000           -36.8664675             0.0000000           812.9025528       7.3936277      17.7498101      33.6030666       0.0000000       0.0000000              1999.499
       39000000     202.2294904     228.7281288     397.5100649       0.0000000           -39.8369547             0.0000000           788.6307294       7.3922241      17.7493090      33.6034372       0.0000000       0.0000000              2004.658
       39100000     213.6428153     222.3079005     402.8359509       0.0000000           -38.8775401             0.0000000           799.9091266       7.3910133      17.7501795      33.6043804       0.0000000       0.0000000              2009.803
       39200000     205.6231714     209.8798150     370.4772170       0.0000000           -35.5853333             0.0000000           750.3948700       7.3911553      17.7504062      33.6049776       0.0000000       0.0000000              2014.937
       39300000     210.1846800     245.2971107     419.8610095       0.0000000           -35.9025746             0.0000000           839.4402256       7.3919297      17.7511106      33.6051810       0.0000000       0.0000000              2020.081
       39400000     251.3433786     216.6929370     420.3190197       0.0000000           -36.1326790             0.0000000           852.2226562       7.3914815      17.7514805      33.6060563       0.0000000       0.0000000              2025.225
       39500000     216.9446485     220.2269121     407.0760880       0.0000000           -38.5524629             0.0000000           805.6951857       7.3908897      17.7510291      33.6058345       0.0000000       0.0000000              2030.387
       39600000     218.2230311     197.0686792     418.8759379       0.0000000           -40.1615154             0.0000000           794.0061329       7.3918759      17.7499095      33.6053886       0.0000000       0.0000000              2035.529
       39700000     224.4810793     236.1094774     396.6811909       0.0000000           -41.7636064             0.0000000           815.5081411       7.3913373      17.7505684      33.6055904       0.0000000       0.0000000              2040.665
       39800000     226.4235938     211.9958656     416.0050637       0.0000000           -40.7427510             0.0000000           813.6817721       7.3914619      17.7526038      33.6057291       0.0000000       0.0000000              2045.801
       39900000     212.9025196     213.2569720     453.1655368       0.0000000           -38.7680674             0.0000000           840.5569609       7.3913482      17.7521621      33.6058651       0.0000000       0.0000000              2050.935
       40000000     232.7656842     214.6311120     406.4079663       0.0000000           -42.6092586             0.0000000           811.1955039       7.3912693      17.7530553      33.6065009       0.0000000       0.0000000              2056.088
       40100000     230.6486544     236.6339416     441.7315701       0.0000000           -35.0248378             0.0000000           873.9893283       7.3914555      17.7536101      33.6074064       0.0000000       0.0000000              2061.232
       40200000     243.4625509     216.7161632     391.5067504       0.0000000           -42.3237181             0.0000000           809.3617465       7.3916176      17.7534388      33.6082126       0.0000000       0.0000000              2066.367
       40300000     208.6162830     205.2016530     416.7524184       0.0000000           -36.3087301             0.0000000           794.2616242       7.3919996      17.7523262      33.6084656       0.0000000       0.0000000              2071.508
       40400000     245.8200436     219.0184688     428.9306910       0.0000000           -37.7457792             0.0000000           856.0234242       7.3920311      17.7516383      33.6079392       0.0000000       0.0000000              2076.662
       40500000     227.5449763     225.9968909     386.0150321       0.0000000           -39.6036681             0.0000000           799.9532312       7.3916742      17.7520527      33.6074175       0.0000000       0.0000000              2081.793
       40600000     219.7032889     245.5732824     383.6744460       0.0000000           -40.8343953             0.0000000           808.1166219       7.3919040      17.7521891      33.6059576       0.0000000       0.0000000              2086.936
       40700000     220.6936250     221.5271682     391.4453831       0.0000000           -39.3788950             0.0000000           794.2872813       7.3915565      17.7520731      33.6058476       0.0000000       0.0000000              2092.053
       40800000     230.7345195     217.2055367     399.4478603       0.0000000           -37.9510023             0.0000000           809.4369142       7.3918457      17.7516384      33.6054852       0.0000000       0.0000000              2097.196
       40900000     207.1721991     205.0947015     414.7094530       0.0000000           -32.1504550             0.0000000           794.8258986       7.3921267      17.7508256      33.6054707       0.0000000       0.0000000              2102.340
       41000000     241.0918374     233.9498486     438.1574298       0.0000000           -34.0963542             0.0000000           879.1027616       7.3926551      17.7500000      33.6057206       0.0000000       0.0000000              2107.483
       41100000     203.3987003     196.5125944     412.2874968       0.0000000           -36.6913080             0.0000000           775.5074835       7.3926809      17.7488461      33.6055667       0.0000000       0.0000000              2112.632
       41200000     224.4801545     234.2755248     392.3825739       0.0000000           -32.9470774             0.0000000           818.1911758       7.3940553      17.7482815      33.6059390       0.0000000       0.0000000              2117.768
       41300000     234.1753068     235.3229642     424.9023936       0.0000000           -37.0652895             0.0000000           857.3353751       7.3940705      17.7471242      33.6061682       0.0000000       0.0000000              2122.923
       41400000     233.6996962     219.2871686     416.5922849       0.0000000           -34.4749691             0.0000000           835.1041805       7.3942340      17.7466249      33.6061167       0.0000000       0.0000000              2128.062
       41500000     245.3235483     224.2782659     428.2958149       0.0000000           -39.3377856             0.0000000           858.5598436       7.3936069      17.7466561      33.6063819       0.0000000       0.0000000              2133.231
       41600000     238.1609191     213.5229373     397.1152474       0.0000000           -37.4913436             0.0000000           811.3077602       7.3933314      17.7463557      33.6064561       0.0000000       0.0000000              2138.367
       41700000     217.6491107     234.0230342     388.1594070       0.0000000           -33.4644683             0.0000000           806.3670837       7.3935006      17.7461476      33.6070137       0.0000000       0.0000000              2143.510
       41800000     216.6120512     212.9453927     410.5176052       0.0000000           -35.9451518             0.0000000           804.1298973       7.3940357      17.7453188      33.6065775       0.0000000       0.0000000              2148.621
       41900000     218.8062889     246.0523117     415.3676296       0.0000000           -40.4639306             0.0000000           839.7622995       7.3937907      17.7464966      33.6071031       0.0000000       0.0000000              2153.758
       42000000     228.3231982     222.5761254     421.5012279       0.0000000           -39.3111766             0.0000000           833.0893749       7.3928699      17.7468759      33.6070431       0.0000000       0.0000000              2158.916
