           IFrame     Ebond           Eangle         Etors             Eimpr                ELJ                     Ecoul              ETot                Move           Flip         RotStrand        RotBranch       FlpBranch                 Time
       47000000     225.8831277     224.1982807     423.9125211       0.0000000           -38.2838916             0.0000000           835.7100379       7.3958012      17.7499401      33.6069517       0.0000000       0.0000000              2415.892
       47100000     211.4496278     220.0557709     423.3391529       0.0000000           -39.6211183             0.0000000           815.2234333       7.3961802      17.7506371      33.6072015       0.0000000       0.0000000              2421.037
       47200000     234.8400995     230.7839218     425.5566036       0.0000000           -34.1441389             0.0000000           857.0364860       7.3962920      17.7516625      33.6070493       0.0000000       0.0000000              2426.180
       47300000     226.5592401     226.1665281     402.0336811       0.0000000           -38.1070431             0.0000000           816.6524062       7.3965901      17.7511940      33.6071597       0.0000000       0.0000000              2431.314
       47400000     237.2048917     259.1825995     390.8496236       0.0000000           -40.3161081             0.0000000           846.9210067       7.3970264      17.7507414      33.6071483       0.0000000       0.0000000              2436.457
       47500000     192.4390895     220.1563094     424.0395430       0.0000000           -39.7609651             0.0000000           796.8739768       7.3965610      17.7510132      33.6069550       0.0000000       0.0000000              2441.598
       47600000     188.2803857     227.3027681     411.5287697       0.0000000           -34.4602319             0.0000000           792.6516915       7.3960339      17.7512275      33.6069423       0.0000000       0.0000000              2446.746
       47700000     229.6444525     219.6131772     407.2124762       0.0000000           -38.9999917             0.0000000           817.4701141       7.3969017      17.7518686      33.6069714       0.0000000       0.0000000              2451.894
       47800000     234.7328078     214.2827975     428.3090853       0.0000000           -36.7916556             0.0000000           840.5330350       7.3966021      17.7523936      33.6072531       0.0000000       0.0000000              2457.025
       47900000     209.8976676     209.8134056     395.3560878       0.0000000           -35.7153114             0.0000000           779.3518496       7.3966604      17.7512055      33.6076635       0.0000000       0.0000000              2462.177
       48000000     225.5310667     217.1075691     400.4680015       0.0000000           -37.9527112             0.0000000           805.1539261       7.3966742      17.7526027      33.6074805       0.0000000       0.0000000              2467.300
       48100000     224.7105636     222.6881898     418.5980649       0.0000000           -35.9180456             0.0000000           830.0787726       7.3963142      17.7526709      33.6078328       0.0000000       0.0000000              2472.439
       48200000     228.3964901     216.2941904     421.2584266       0.0000000           -37.6527838             0.0000000           828.2963234       7.3963448      17.7521863      33.6082375       0.0000000       0.0000000              2477.587
       48300000     224.3627085     214.7147256     430.8402416       0.0000000           -34.8147692             0.0000000           835.1029066       7.3966284      17.7523525      33.6084859       0.0000000       0.0000000              2482.711
       48400000     218.6909113     206.7379382     409.9391352       0.0000000           -34.4220259             0.0000000           800.9459588       7.3962887      17.7512675      33.6087720       0.0000000       0.0000000              2487.850
       48500000     224.6799118     224.1294799     427.9829153       0.0000000           -40.2749031             0.0000000           836.5174039       7.3966526      17.7515561      33.6089352       0.0000000       0.0000000              2493.009
       48600000     228.6622448     219.3932626     406.1180819       0.0000000           -39.4105006             0.0000000           814.7630887       7.3975133      17.7500667      33.6086338       0.0000000       0.0000000              2498.128
       48700000     222.9395219     202.0177195     423.8303094       0.0000000           -36.1231777             0.0000000           812.6643732       7.3982878      17.7499956      33.6091609       0.0000000       0.0000000              2503.280
       48800000     225.6440697     212.4919969     425.2515887       0.0000000           -35.1821993             0.0000000           828.2054560       7.3988649      17.7516843      33.6086846       0.0000000       0.0000000              2508.420
       48900000     209.6438146     223.8788464     397.7293610       0.0000000           -35.6669940             0.0000000           795.5850280       7.3990362      17.7511891      33.6093609       0.0000000       0.0000000              2513.549
       49000000     225.8127541     202.2073511     416.5415520       0.0000000           -38.4670003             0.0000000           806.0946570       7.3990142      17.7514562      33.6097375       0.0000000       0.0000000              2518.687
       49100000     212.0379338     221.0731171     379.9018525       0.0000000           -40.5485723             0.0000000           772.4643311       7.3990394      17.7507561      33.6096303       0.0000000       0.0000000              2523.821
       49200000     209.4726759     209.3374285     397.5881545       0.0000000           -33.8791547             0.0000000           782.5191041       7.3978575      17.7502086      33.6099330       0.0000000       0.0000000              2528.962
       49300000     218.8679212     201.2391661     385.6689767       0.0000000           -38.0656668             0.0000000           767.7103972       7.3979654      17.7501036      33.6097016       0.0000000       0.0000000              2534.107
       49400000     227.2814180     198.0489895     398.5804045       0.0000000           -39.6544672             0.0000000           784.2563447       7.3988285      17.7504577      33.6102721       0.0000000       0.0000000              2539.247
       49500000     227.4816014     193.8764918     394.9204209       0.0000000           -39.1392246             0.0000000           777.1392896       7.3999943      17.7497835      33.6103845       0.0000000       0.0000000              2544.390
       49600000     210.5448962     226.0480975     434.8305956       0.0000000           -38.1436522             0.0000000           833.2799372       7.3998726      17.7506171      33.6104557       0.0000000       0.0000000              2549.541
       49700000     218.8005672     208.6924649     395.3443279       0.0000000           -37.7427830             0.0000000           785.0945770       7.3984808      17.7509351      33.6106336       0.0000000       0.0000000              2554.698
       49800000     228.4240997     218.9287620     418.1318203       0.0000000           -29.8918603             0.0000000           835.5928217       7.3984726      17.7514163      33.6109058       0.0000000       0.0000000              2559.848
       49900000     192.1261303     224.8125129     422.2128249       0.0000000           -38.9095094             0.0000000           800.2419587       7.3982169      17.7517259      33.6118205       0.0000000       0.0000000              2564.973
       50000000     216.5555581     225.6272418     406.7989213       0.0000000           -41.2897699             0.0000000           807.6919512       7.3980148      17.7512987      33.6125240       0.0000000       0.0000000              2570.108
       50100000     204.6396218     227.5473777     405.4653890       0.0000000           -34.3045233             0.0000000           803.3478653       7.3983711      17.7535290      33.6130199       0.0000000       0.0000000              2575.251
       50200000     213.1455630     216.9316799     424.7737540       0.0000000           -34.7812504             0.0000000           820.0697465       7.3983882      17.7525871      33.6125311       0.0000000       0.0000000              2580.406
       50300000     245.0329867     207.0294748     387.3266945       0.0000000           -32.7558672             0.0000000           806.6332888       7.3990554      17.7512222      33.6132333       0.0000000       0.0000000              2585.551
       50400000     222.0460162     204.6615878     424.5443670       0.0000000           -33.9308639             0.0000000           817.3211070       7.3986394      17.7499525      33.6124664       0.0000000       0.0000000              2590.678
       50500000     241.5116560     228.0894147     435.9587079       0.0000000           -36.8896285             0.0000000           868.6701502       7.3982380      17.7503339      33.6131380       0.0000000       0.0000000              2595.812
       50600000     222.8186321     236.0492685     398.0702524       0.0000000           -35.4944479             0.0000000           821.4437051       7.3980811      17.7491697      33.6127703       0.0000000       0.0000000              2600.965
       50700000     210.8025081     210.7610092     426.7100607       0.0000000           -41.7466626             0.0000000           806.5269154       7.3985889      17.7490048      33.6125806       0.0000000       0.0000000              2606.089
       50800000     222.6355645     211.1860652     397.4697015       0.0000000           -39.4651269             0.0000000           791.8262043       7.3981608      17.7499680      33.6126083       0.0000000       0.0000000              2611.229
       50900000     203.5072250     219.4551205     440.6705616       0.0000000           -38.9590804             0.0000000           824.6738268       7.3984797      17.7507529      33.6132371       0.0000000       0.0000000              2616.348
       51000000     214.0037064     219.3679720     407.5538181       0.0000000           -40.4677894             0.0000000           800.4577070       7.3984528      17.7514547      33.6137629       0.0000000       0.0000000              2621.490
       51100000     225.2063476     203.0080059     410.5583993       0.0000000           -37.5848004             0.0000000           801.1879526       7.3977156      17.7504136      33.6143536       0.0000000       0.0000000              2626.636
       51200000     240.4545319     224.5130443     391.5542379       0.0000000           -39.7140610             0.0000000           816.8077532       7.3977960      17.7508131      33.6140140       0.0000000       0.0000000              2631.775
       51300000     221.4152031     216.9786153     394.9079502       0.0000000           -36.1794343             0.0000000           797.1223344       7.3975414      17.7503795      33.6139957       0.0000000       0.0000000              2636.908
       51400000     223.3071902     207.3464102     430.1562532       0.0000000           -38.9836324             0.0000000           821.8262211       7.3980393      17.7500031      33.6138587       0.0000000       0.0000000              2642.066
       51500000     236.6123378     227.8755818     434.7686441       0.0000000           -33.8961486             0.0000000           865.3604151       7.3981052      17.7500512      33.6137425       0.0000000       0.0000000              2647.183
       51600000     225.1745721     232.4876108     407.6346236       0.0000000           -36.1409761             0.0000000           829.1558303       7.3980851      17.7507558      33.6141315       0.0000000       0.0000000              2652.335
       51700000     216.8623249     235.8880870     413.1058204       0.0000000           -38.7725818             0.0000000           827.0836505       7.3978530      17.7515332      33.6145103       0.0000000       0.0000000              2657.458
       51800000     221.2004453     217.9449546     408.9079901       0.0000000           -40.9976613             0.0000000           807.0557286       7.3981254      17.7517864      33.6144371       0.0000000       0.0000000              2662.578
       51900000     216.9318720     220.0700789     400.8055634       0.0000000           -35.4893895             0.0000000           802.3181249       7.3982680      17.7510670      33.6148678       0.0000000       0.0000000              2667.713
       52000000     229.5359565     229.9087618     395.2625747       0.0000000           -36.2241036             0.0000000           818.4831894       7.3980748      17.7519118      33.6150594       0.0000000       0.0000000              2672.857
       52100000     265.8379316     205.5123436     400.4782163       0.0000000           -34.8453630             0.0000000           836.9831284       7.3985704      17.7515419      33.6148395       0.0000000       0.0000000              2677.993
       52200000     234.5733714     237.3583087     412.0980248       0.0000000           -37.1611642             0.0000000           846.8685408       7.3982614      17.7522967      33.6144291       0.0000000       0.0000000              2683.128
       52300000     236.9063145     229.0847197     408.3003543       0.0000000           -34.5037042             0.0000000           839.7876842       7.3986889      17.7529300      33.6143562       0.0000000       0.0000000              2688.280
       52400000     218.4587472     226.9374442     406.7202537       0.0000000           -41.7285667             0.0000000           810.3878784       7.3982286      17.7529526      33.6141167       0.0000000       0.0000000              2693.409
       52500000     214.2571563     218.2734184     404.8226241       0.0000000           -40.3667775             0.0000000           796.9864213       7.3972359      17.7530037      33.6141277       0.0000000       0.0000000              2698.551
       52600000     238.2346574     213.0859539     389.0867595       0.0000000           -40.9472372             0.0000000           799.4601336       7.3969650      17.7532302      33.6137785       0.0000000       0.0000000              2703.690
       52700000     237.9105595     205.0149537     422.7226920       0.0000000           -40.0774404             0.0000000           825.5707649       7.3962637      17.7536588      33.6142562       0.0000000       0.0000000              2708.844
       52800000     248.6581406     230.3049588     415.5552101       0.0000000           -36.2449164             0.0000000           858.2733932       7.3967105      17.7541997      33.6142434       0.0000000       0.0000000              2714.012
       52900000     220.8008924     246.6075632     404.4301964       0.0000000           -39.9974101             0.0000000           831.8412419       7.3968977      17.7549769      33.6141372       0.0000000       0.0000000              2719.137
       53000000     191.5128342     226.8203607     418.4675218       0.0000000           -35.5000532             0.0000000           801.3006635       7.3963349      17.7550047      33.6139607       0.0000000       0.0000000              2724.268
       53100000     195.8131594     195.1723660     394.7894115       0.0000000           -28.8482980             0.0000000           756.9266389       7.3962336      17.7535879      33.6134501       0.0000000       0.0000000              2729.395
       53200000     216.4541275     205.4922259     393.1438035       0.0000000           -35.2030805             0.0000000           779.8870765       7.3965830      17.7544506      33.6136282       0.0000000       0.0000000              2734.537
       53300000     194.7472322     233.4200091     393.7176256       0.0000000           -41.9077331             0.0000000           779.9771338       7.3963542      17.7531848      33.6134163       0.0000000       0.0000000              2739.693
       53400000     198.6194163     223.5976269     395.0575537       0.0000000           -39.3491578             0.0000000           777.9254390       7.3965771      17.7525281      33.6129450       0.0000000       0.0000000              2744.832
       53500000     196.0641918     243.3295043     398.1850720       0.0000000           -41.6859412             0.0000000           795.8928268       7.3957356      17.7532876      33.6126362       0.0000000       0.0000000              2749.961
       53600000     214.5606836     220.1843660     420.1850954       0.0000000           -38.2501653             0.0000000           816.6799797       7.3952419      17.7530169      33.6130030       0.0000000       0.0000000              2755.107
       53700000     211.2009762     214.4140629     388.9958979       0.0000000           -39.4538687             0.0000000           775.1570682       7.3949511      17.7526712      33.6131969       0.0000000       0.0000000              2760.260
       53800000     217.0196808     214.4290740     426.0795136       0.0000000           -35.5853201             0.0000000           821.9429484       7.3945955      17.7526484      33.6127370       0.0000000       0.0000000              2765.398
       53900000     206.9078922     211.0168381     409.8791205       0.0000000           -35.4504138             0.0000000           792.3534370       7.3937637      17.7524564      33.6128487       0.0000000       0.0000000              2770.533
       54000000     226.5980535     215.6903416     420.5599671       0.0000000           -40.1121386             0.0000000           822.7362236       7.3938609      17.7536190      33.6127295       0.0000000       0.0000000              2775.670
       54100000     223.5481469     206.9629953     428.5552032       0.0000000           -30.7489013             0.0000000           828.3174441       7.3933425      17.7538249      33.6123335       0.0000000       0.0000000              2780.809
       54200000     221.6737152     220.9232843     412.7639964       0.0000000           -29.0748212             0.0000000           826.2861747       7.3929775      17.7533205      33.6133357       0.0000000       0.0000000              2785.941
       54300000     197.8240699     225.9872907     408.9165146       0.0000000           -36.1838852             0.0000000           796.5439900       7.3924448      17.7539335      33.6131813       0.0000000       0.0000000              2791.105
       54400000     216.8387159     237.0789754     393.6909825       0.0000000           -36.9936223             0.0000000           810.6150515       7.3925671      17.7532040      33.6122582       0.0000000       0.0000000              2796.230
       54500000     232.2861742     213.5722969     430.4074142       0.0000000           -39.9563985             0.0000000           836.3094869       7.3928721      17.7534925      33.6122140       0.0000000       0.0000000              2801.378
       54600000     244.8855496     249.7508425     376.5438898       0.0000000           -28.8410121             0.0000000           842.3392698       7.3934567      17.7540428      33.6124471       0.0000000       0.0000000              2806.541
       54700000     194.0999809     235.2065811     382.5078832       0.0000000           -38.1009120             0.0000000           773.7135333       7.3933795      17.7541606      33.6126916       0.0000000       0.0000000              2811.684
       54800000     211.7631368     229.5540650     371.4606621       0.0000000           -37.6056190             0.0000000           775.1722449       7.3932427      17.7532563      33.6130001       0.0000000       0.0000000              2816.814
       54900000     214.1544146     236.0946070     427.7367158       0.0000000           -36.3229183             0.0000000           841.6628191       7.3930781      17.7536401      33.6122851       0.0000000       0.0000000              2821.960
       55000000     219.6152170     216.8976767     399.9109446       0.0000000           -32.3704602             0.0000000           804.0533782       7.3931384      17.7543585      33.6122258       0.0000000       0.0000000              2827.100
       55100000     198.2636988     232.9077110     431.0551068       0.0000000           -35.6746634             0.0000000           826.5518532       7.3926499      17.7541474      33.6124340       0.0000000       0.0000000              2832.242
       55200000     230.2177508     222.5305078     424.2943673       0.0000000           -36.6046906             0.0000000           840.4379353       7.3933241      17.7549590      33.6126641       0.0000000       0.0000000              2837.391
       55300000     202.3670249     236.5781596     376.8774728       0.0000000           -35.9192579             0.0000000           779.9033994       7.3932712      17.7549681      33.6131016       0.0000000       0.0000000              2842.542
       55400000     207.0710013     226.6164104     379.8208149       0.0000000           -34.9528426             0.0000000           778.5553840       7.3933640      17.7554633      33.6128949       0.0000000       0.0000000              2847.682
       55500000     195.4545183     220.4544329     404.9173404       0.0000000           -35.5124578             0.0000000           785.3138338       7.3930988      17.7566626      33.6133380       0.0000000       0.0000000              2852.815
       55600000     226.4134778     239.4292804     410.1709309       0.0000000           -39.7438081             0.0000000           836.2698811       7.3930622      17.7566794      33.6137604       0.0000000       0.0000000              2857.939
       55700000     238.3668818     210.5395083     399.0838089       0.0000000           -41.7278081             0.0000000           806.2623909       7.3934359      17.7559237      33.6135199       0.0000000       0.0000000              2863.081
       55800000     244.4748018     203.5577843     414.1194645       0.0000000           -36.4421297             0.0000000           825.7099209       7.3934246      17.7556093      33.6135514       0.0000000       0.0000000              2868.225
       55900000     226.0385532     230.1176993     434.7762279       0.0000000           -42.0365975             0.0000000           848.8958828       7.3938102      17.7549115      33.6135215       0.0000000       0.0000000              2873.383
       56000000     264.9088613     214.9759958     404.1891747       0.0000000           -36.8921805             0.0000000           847.1818514       7.3943581      17.7545884      33.6140453       0.0000000       0.0000000              2878.534
       56100000     210.6236758     225.5951108     416.4433512       0.0000000           -42.3468304             0.0000000           810.3153075       7.3947465      17.7540757      33.6132635       0.0000000       0.0000000              2883.663
       56200000     210.6039206     207.7153561     419.3150046       0.0000000           -32.1097192             0.0000000           805.5245622       7.3946696      17.7539798      33.6133128       0.0000000       0.0000000              2888.783
       56300000     212.7843457     196.9640731     417.0939485       0.0000000           -35.4051092             0.0000000           791.4372581       7.3944416      17.7542427      33.6127266       0.0000000       0.0000000              2893.921
       56400000     213.3075014     250.4649861     399.7246575       0.0000000           -32.6616448             0.0000000           830.8355002       7.3941713      17.7531525      33.6126730       0.0000000       0.0000000              2899.033
       56500000     232.1524533     212.5575274     422.4737580       0.0000000           -38.3240937             0.0000000           828.8596450       7.3940197      17.7537588      33.6127750       0.0000000       0.0000000              2904.173
       56600000     209.6698577     209.9782956     439.2224661       0.0000000           -38.5251585             0.0000000           820.3454609       7.3939444      17.7526754      33.6132090       0.0000000       0.0000000              2909.296
       56700000     225.6879513     219.1580078     420.4655005       0.0000000           -37.4268461             0.0000000           827.8846135       7.3930250      17.7536957      33.6127874       0.0000000       0.0000000              2914.415
       56800000     220.9284216     211.3402270     430.8508111       0.0000000           -36.5490789             0.0000000           826.5703808       7.3931040      17.7523520      33.6123863       0.0000000       0.0000000              2919.562
       56900000     217.8246835     216.8015000     396.8474454       0.0000000           -39.1066882             0.0000000           792.3669406       7.3925914      17.7518801      33.6126812       0.0000000       0.0000000              2924.675
       57000000     214.6722763     219.5541686     429.2028059       0.0000000           -35.7676771             0.0000000           827.6615737       7.3924232      17.7504444      33.6124423       0.0000000       0.0000000              2929.815
       57100000     232.1014775     209.9919147     383.4061816       0.0000000           -38.9021021             0.0000000           786.5974717       7.3926762      17.7505422      33.6126854       0.0000000       0.0000000              2934.958
       57200000     221.5036367     207.3639133     392.8749172       0.0000000           -39.7658495             0.0000000           781.9766177       7.3923335      17.7499294      33.6127182       0.0000000       0.0000000              2940.111
       57300000     245.2111960     237.6552482     415.1275120       0.0000000           -38.2796804             0.0000000           859.7142759       7.3924838      17.7498233      33.6125960       0.0000000       0.0000000              2945.237
       57400000     241.4061753     210.9811132     436.2759654       0.0000000           -37.6719509             0.0000000           850.9913029       7.3929502      17.7497562      33.6122507       0.0000000       0.0000000              2950.385
       57500000     202.2884294     226.0894016     436.3724230       0.0000000           -41.9373924             0.0000000           822.8128616       7.3929862      17.7498887      33.6122621       0.0000000       0.0000000              2955.516
       57600000     240.3762091     219.9990902     422.4818745       0.0000000           -40.9773088             0.0000000           841.8798650       7.3926147      17.7504355      33.6123265       0.0000000       0.0000000              2960.661
       57700000     242.6348457     234.1233785     417.6450513       0.0000000           -38.8733042             0.0000000           855.5299713       7.3927227      17.7510877      33.6119947       0.0000000       0.0000000              2965.804
       57800000     237.6725763     215.8939086     377.8411993       0.0000000           -38.4108785             0.0000000           792.9968057       7.3927662      17.7507069      33.6123626       0.0000000       0.0000000              2970.934
       57900000     233.0971273     219.0414217     406.6067346       0.0000000           -36.9697525             0.0000000           821.7755311       7.3928331      17.7511482      33.6124288       0.0000000       0.0000000              2976.070
       58000000     225.0546120     236.6195354     414.1509836       0.0000000           -36.3198024             0.0000000           839.5053286       7.3928468      17.7509773      33.6122018       0.0000000       0.0000000              2981.212
       58100000     225.1234425     249.3303820     422.0993015       0.0000000           -38.9059194             0.0000000           857.6472066       7.3926442      17.7512773      33.6122204       0.0000000       0.0000000              2986.331
       58200000     227.3678755     241.1835059     427.2071485       0.0000000           -36.2244235             0.0000000           859.5341065       7.3925571      17.7519206      33.6127844       0.0000000       0.0000000              2991.465
       58300000     222.7211048     225.8837290     425.1184219       0.0000000           -37.8612288             0.0000000           835.8620270       7.3920138      17.7523786      33.6126529       0.0000000       0.0000000              2996.604
       58400000     234.1122467     231.0566899     392.2618351       0.0000000           -36.2393606             0.0000000           821.1914110       7.3915469      17.7516970      33.6118074       0.0000000       0.0000000              3001.745
       58500000     207.6998601     224.3612491     410.1167245       0.0000000           -40.6939682             0.0000000           801.4838655       7.3921042      17.7524309      33.6117819       0.0000000       0.0000000              3006.888
       58600000     227.5613100     210.2739835     382.0325054       0.0000000           -39.6613808             0.0000000           780.2064181       7.3921960      17.7534557      33.6113647       0.0000000       0.0000000              3012.027
       58700000     234.6681280     204.8824429     403.8068059       0.0000000           -34.8761163             0.0000000           808.4812605       7.3933236      17.7530508      33.6112870       0.0000000       0.0000000              3017.165
       58800000     249.3649901     227.7392687     414.2443432       0.0000000           -40.6020247             0.0000000           850.7465774       7.3931315      17.7526405      33.6112248       0.0000000       0.0000000              3022.304
       58900000     236.4541804     212.9334072     391.4751166       0.0000000           -35.5119478             0.0000000           805.3507564       7.3928092      17.7524671      33.6112003       0.0000000       0.0000000              3027.441
       59000000     223.7344603     223.4845435     402.7456382       0.0000000           -39.5388195             0.0000000           810.4258226       7.3928545      17.7524891      33.6114330       0.0000000       0.0000000              3032.604
       59100000     218.8383005     215.8103237     399.4730486       0.0000000           -40.7887332             0.0000000           793.3329395       7.3929099      17.7518960      33.6113611       0.0000000       0.0000000              3037.744
       59200000     233.7062410     213.1021395     386.1146671       0.0000000           -37.5417331             0.0000000           795.3813145       7.3933699      17.7505917      33.6108764       0.0000000       0.0000000              3042.885
       59300000     210.1614819     233.9275779     394.9944642       0.0000000           -33.0955373             0.0000000           805.9879867       7.3930721      17.7509609      33.6106961       0.0000000       0.0000000              3048.000
       59400000     219.2105345     203.0605808     433.5337790       0.0000000           -36.5036122             0.0000000           819.3012821       7.3923188      17.7516211      33.6111177       0.0000000       0.0000000              3053.151
       59500000     210.6543407     222.0497139     410.0516003       0.0000000           -35.3541966             0.0000000           807.4014583       7.3922567      17.7512717      33.6103983       0.0000000       0.0000000              3058.312
       59600000     196.7126238     228.9581388     397.7486035       0.0000000           -37.7074297             0.0000000           785.7119365       7.3917120      17.7505959      33.6106395       0.0000000       0.0000000              3063.439
       59700000     229.4793658     218.2254007     409.0359254       0.0000000           -36.7662668             0.0000000           819.9744251       7.3919254      17.7505263      33.6107742       0.0000000       0.0000000              3068.583
       59800000     232.6306580     217.4821625     426.5055786       0.0000000           -35.6157930             0.0000000           841.0026061       7.3918236      17.7505040      33.6113512       0.0000000       0.0000000              3073.709
       59900000     210.7212845     219.6855605     403.0256880       0.0000000           -36.2029022             0.0000000           797.2296309       7.3921574      17.7505076      33.6116671       0.0000000       0.0000000              3078.839
       60000000     201.6006164     194.8734138     444.5113492       0.0000000           -37.6069932             0.0000000           803.3783862       7.3923071      17.7499077      33.6114757       0.0000000       0.0000000              3083.991
       60100000     227.5020331     217.4387569     385.3751306       0.0000000           -39.3962406             0.0000000           790.9196800       7.3923028      17.7499276      33.6110125       0.0000000       0.0000000              3089.114
       60200000     223.2422682     230.1302890     391.7503142       0.0000000           -36.6805101             0.0000000           808.4423614       7.3919771      17.7502293      33.6113531       0.0000000       0.0000000              3094.258
       60300000     205.4166116     210.3622320     407.3751247       0.0000000           -40.8499893             0.0000000           782.3039790       7.3920115      17.7490625      33.6118106       0.0000000       0.0000000              3099.393
       60400000     223.0314693     234.4201516     427.2731344       0.0000000           -38.6177539             0.0000000           846.1070016       7.3919930      17.7486363      33.6118536       0.0000000       0.0000000              3104.533
       60500000     242.8948467     215.5240694     423.3268723       0.0000000           -34.7761851             0.0000000           846.9696032       7.3922065      17.7481490      33.6122341       0.0000000       0.0000000              3109.658
       60600000     225.1678194     202.4563864     376.7078866       0.0000000           -37.4973548             0.0000000           766.8347377       7.3926041      17.7484810      33.6127114       0.0000000       0.0000000              3114.774
       60700000     222.9733848     194.2069207     415.3758263       0.0000000           -38.6815162             0.0000000           793.8746156       7.3917715      17.7489327      33.6128950       0.0000000       0.0000000              3119.909
       60800000     229.5009788     214.3008097     404.1294552       0.0000000           -37.4156089             0.0000000           810.5156348       7.3917163      17.7497620      33.6130141       0.0000000       0.0000000              3125.036
       60900000     219.9993063     237.3160022     401.3527310       0.0000000           -35.4238739             0.0000000           823.2441657       7.3917387      17.7483305      33.6131146       0.0000000       0.0000000              3130.154
       61000000     204.5402694     220.8853112     408.9653861       0.0000000           -42.1875551             0.0000000           792.2034117       7.3924957      17.7477231      33.6133509       0.0000000       0.0000000              3135.305
       61100000     227.7777901     248.9141260     417.0822119       0.0000000           -39.9607779             0.0000000           853.8133501       7.3929014      17.7474374      33.6136831       0.0000000       0.0000000              3140.440
       61200000     245.3699933     228.2376411     421.9973084       0.0000000           -40.5583339             0.0000000           855.0466089       7.3933110      17.7479049      33.6134231       0.0000000       0.0000000              3145.573
       61300000     253.3961248     255.7365263     426.5251284       0.0000000           -41.4296915             0.0000000           894.2280880       7.3940321      17.7488312      33.6137384       0.0000000       0.0000000              3150.715
       61400000     236.7887338     256.0576599     416.8057207       0.0000000           -33.1461900             0.0000000           876.5059243       7.3941317      17.7488040      33.6140822       0.0000000       0.0000000              3155.847
       61500000     216.2610344     222.5013600     431.5595178       0.0000000           -37.5189568             0.0000000           832.8029554       7.3946845      17.7500294      33.6142677       0.0000000       0.0000000              3160.983
       61600000     215.7797866     253.5152109     386.1859653       0.0000000           -41.7035052             0.0000000           813.7774576       7.3949653      17.7496262      33.6148334       0.0000000       0.0000000              3166.132
       61700000     235.2366053     206.8867795     398.3956316       0.0000000           -36.4305679             0.0000000           804.0884485       7.3948552      17.7497872      33.6146209       0.0000000       0.0000000              3171.277
       61800000     220.8902511     201.8205246     438.0505999       0.0000000           -36.1181349             0.0000000           824.6432407       7.3949269      17.7502092      33.6146038       0.0000000       0.0000000              3176.436
       61900000     214.8791152     222.2699309     421.5386972       0.0000000           -39.8162085             0.0000000           818.8715348       7.3956164      17.7507758      33.6144325       0.0000000       0.0000000              3181.558
       62000000     223.3835300     211.8611625     423.6397317       0.0000000           -37.0585015             0.0000000           821.8259227       7.3950670      17.7510661      33.6150547       0.0000000       0.0000000              3186.720
       62100000     211.5062820     198.3678761     396.6337808       0.0000000           -42.2325906             0.0000000           764.2753482       7.3944676      17.7517046      33.6156920       0.0000000       0.0000000              3191.858
       62200000     196.9227959     233.8951201     436.0414834       0.0000000           -39.8855335             0.0000000           826.9738659       7.3942080      17.7508881      33.6157181       0.0000000       0.0000000              3197.005
       62300000     212.3801085     229.8619745     397.3856451       0.0000000           -34.9686406             0.0000000           804.6590876       7.3938911      17.7508499      33.6158744       0.0000000       0.0000000              3202.132
       62400000     201.9573592     235.8066124     395.9271487       0.0000000           -36.4327675             0.0000000           797.2583529       7.3942022      17.7508194      33.6154962       0.0000000       0.0000000              3207.270
       62500000     222.8902387     227.0388384     401.7935317       0.0000000           -36.8804039             0.0000000           814.8422049       7.3948300      17.7507448      33.6156361       0.0000000       0.0000000              3212.412
       62600000     213.2317824     222.0903568     439.2175722       0.0000000           -38.0200848             0.0000000           836.5196267       7.3946128      17.7510241      33.6157097       0.0000000       0.0000000              3217.550
       62700000     224.1536670     224.2911614     406.1318660       0.0000000           -40.2026687             0.0000000           814.3740257       7.3946971      17.7504175      33.6155366       0.0000000       0.0000000              3222.687
       62800000     235.5260556     217.8311387     409.5739040       0.0000000           -42.2575598             0.0000000           820.6735385       7.3946591      17.7521979      33.6154934       0.0000000       0.0000000              3227.817
       62900000     213.7151786     228.6020964     403.7819303       0.0000000           -34.5359335             0.0000000           811.5632717       7.3944282      17.7519376      33.6154732       0.0000000       0.0000000              3232.950
       63000000     204.3251039     210.4619035     405.9737484       0.0000000           -42.3110510             0.0000000           778.4497048       7.3945920      17.7531674      33.6156642       0.0000000       0.0000000              3238.107
       63100000     215.9534807     234.1499705     432.8422922       0.0000000           -40.7648843             0.0000000           842.1808592       7.3939149      17.7533363      33.6159863       0.0000000       0.0000000              3243.239
       63200000     212.8969057     250.8388627     407.7570751       0.0000000           -40.5447811             0.0000000           830.9480623       7.3939351      17.7533133      33.6164898       0.0000000       0.0000000              3248.370
       63300000     219.9745249     201.7989769     409.6580925       0.0000000           -36.3279827             0.0000000           795.1036116       7.3930881      17.7530076      33.6162240       0.0000000       0.0000000              3253.512
       63400000     233.6770262     225.9340546     402.8979820       0.0000000           -35.0750666             0.0000000           827.4339963       7.3931554      17.7529270      33.6166575       0.0000000       0.0000000              3258.664
       63500000     228.6217608     220.2364115     421.7396188       0.0000000           -36.7605729             0.0000000           833.8372181       7.3934283      17.7521673      33.6163171       0.0000000       0.0000000              3263.813
       63600000     199.1513154     225.9514820     434.4125539       0.0000000           -40.6134027             0.0000000           818.9019486       7.3936467      17.7529524      33.6161803       0.0000000       0.0000000              3268.957
