#  iFrame          Time(ps)     <Rg^2>(A^2)     stdRg^2(A^2)     <Rg^2>/M(molnm2/kg)
#===================================================================================
       687        687.000       810.84         0.00        1.350
       688        688.000      1426.65         0.00        2.376
       689        689.000      2031.57         0.00        3.383
       690        690.000      1624.53         0.00        2.705
       691        691.000      1139.62         0.00        1.898
       692        692.000       972.47         0.00        1.619
       693        693.000       930.04         0.00        1.549
       694        694.000      3876.92         0.00        6.456
       695        695.000       512.34         0.00        0.853
       696        696.000      1688.91         0.00        2.813
       697        697.000      1787.68         0.00        2.977
       698        698.000      1133.51         0.00        1.888
       699        699.000      1816.19         0.00        3.024
       700        700.000      2877.47         0.00        4.792
       701        701.000       904.95         0.00        1.507
       702        702.000      2539.79         0.00        4.229
       703        703.000      1247.20         0.00        2.077
       704        704.000       949.49         0.00        1.581
       705        705.000      3897.90         0.00        6.491
       706        706.000      1018.88         0.00        1.697
       707        707.000      4127.74         0.00        6.874
       708        708.000      1105.02         0.00        1.840
       709        709.000      3023.16         0.00        5.034
       710        710.000      1066.32         0.00        1.776
       711        711.000      2318.31         0.00        3.861
       712        712.000       732.24         0.00        1.219
       713        713.000       811.06         0.00        1.351
       714        714.000      1691.55         0.00        2.817
       715        715.000      3631.88         0.00        6.048
       716        716.000      3181.79         0.00        5.299
       717        717.000      1885.76         0.00        3.140
       718        718.000      1739.06         0.00        2.896
       719        719.000      1067.47         0.00        1.778
       720        720.000      1210.36         0.00        2.016
       721        721.000      4615.25         0.00        7.686
       722        722.000      2230.46         0.00        3.714
       723        723.000      3280.10         0.00        5.462
       724        724.000      2274.03         0.00        3.787
       725        725.000      1082.15         0.00        1.802
       726        726.000      1548.68         0.00        2.579
       727        727.000      2457.68         0.00        4.093
       728        728.000      3188.51         0.00        5.310
       729        729.000       747.87         0.00        1.245
       730        730.000      2308.19         0.00        3.844
       731        731.000      1085.14         0.00        1.807
       732        732.000       560.56         0.00        0.933
       733        733.000      1297.48         0.00        2.161
       734        734.000       825.82         0.00        1.375
       735        735.000      1122.89         0.00        1.870
       736        736.000      1058.57         0.00        1.763
       737        737.000      1043.45         0.00        1.738
       738        738.000      1228.18         0.00        2.045
       739        739.000      3506.20         0.00        5.839
       740        740.000      1415.48         0.00        2.357
       741        741.000      1317.37         0.00        2.194
       742        742.000      1045.43         0.00        1.741
       743        743.000      2205.46         0.00        3.673
       744        744.000      1546.21         0.00        2.575
       745        745.000      1046.67         0.00        1.743
       746        746.000      2356.80         0.00        3.925
       747        747.000      1978.68         0.00        3.295
       748        748.000      2057.40         0.00        3.426
       749        749.000      1630.90         0.00        2.716
       750        750.000      1472.85         0.00        2.453
       751        751.000      2495.38         0.00        4.155
       752        752.000      1651.39         0.00        2.750
       753        753.000       421.69         0.00        0.702
       754        754.000      1986.31         0.00        3.308
       755        755.000      2569.69         0.00        4.279
       756        756.000       723.09         0.00        1.204
       757        757.000      1454.27         0.00        2.422
       758        758.000       724.44         0.00        1.206
       759        759.000      1201.53         0.00        2.001
       760        760.000      2235.27         0.00        3.722
       761        761.000      2833.69         0.00        4.719
       762        762.000      1627.36         0.00        2.710
       763        763.000      1591.03         0.00        2.650
       764        764.000      2728.01         0.00        4.543
       765        765.000      1434.73         0.00        2.389
       766        766.000       931.77         0.00        1.552
       767        767.000      1070.19         0.00        1.782
       768        768.000      2853.22         0.00        4.751
       769        769.000      1013.11         0.00        1.687
       770        770.000      1942.72         0.00        3.235
       771        771.000      1768.87         0.00        2.946
       772        772.000      1370.47         0.00        2.282
       773        773.000      2010.82         0.00        3.349
       774        774.000      2510.32         0.00        4.180
       775        775.000      1313.75         0.00        2.188
       776        776.000      1186.33         0.00        1.976
       777        777.000       856.37         0.00        1.426
       778        778.000       930.72         0.00        1.550
       779        779.000       903.29         0.00        1.504
       780        780.000      1961.60         0.00        3.267
       781        781.000       573.32         0.00        0.955
       782        782.000      2201.57         0.00        3.666
       783        783.000      1627.06         0.00        2.710
       784        784.000      2759.67         0.00        4.596
       785        785.000       974.36         0.00        1.623
       786        786.000      1487.18         0.00        2.477
       787        787.000      2288.19         0.00        3.810
       788        788.000      2648.27         0.00        4.410
       789        789.000      1071.00         0.00        1.784
       790        790.000      1884.93         0.00        3.139
       791        791.000      2788.12         0.00        4.643
       792        792.000      1048.41         0.00        1.746
       793        793.000      1854.92         0.00        3.089
       794        794.000       811.71         0.00        1.352
       795        795.000      4488.69         0.00        7.475
       796        796.000      2230.10         0.00        3.714
       797        797.000      1702.37         0.00        2.835
       798        798.000       804.90         0.00        1.340
       799        799.000      3134.39         0.00        5.220
       800        800.000      1712.34         0.00        2.852
       801        801.000      1707.00         0.00        2.843
       802        802.000       971.01         0.00        1.617
       803        803.000      1496.88         0.00        2.493
       804        804.000      1810.27         0.00        3.015
       805        805.000      1457.20         0.00        2.427
       806        806.000      1016.01         0.00        1.692
       807        807.000       972.88         0.00        1.620
       808        808.000      1586.36         0.00        2.642
       809        809.000      1085.52         0.00        1.808
       810        810.000      3318.67         0.00        5.527
       811        811.000      2237.25         0.00        3.726
       812        812.000       870.44         0.00        1.450
       813        813.000      2386.43         0.00        3.974
       814        814.000      2002.94         0.00        3.335
       815        815.000      1704.77         0.00        2.839
       816        816.000      2774.00         0.00        4.619
       817        817.000       967.13         0.00        1.611
       818        818.000      1170.35         0.00        1.949
       819        819.000      1089.41         0.00        1.814
       820        820.000      2216.48         0.00        3.691
       821        821.000      1246.23         0.00        2.075
       822        822.000      1029.32         0.00        1.714
       823        823.000      1699.33         0.00        2.830
       824        824.000       850.56         0.00        1.416
       825        825.000      1018.27         0.00        1.696
       826        826.000      2193.45         0.00        3.653
       827        827.000      1089.86         0.00        1.815
       828        828.000       963.41         0.00        1.604
       829        829.000      5235.67         0.00        8.719
       830        830.000      1914.74         0.00        3.189
       831        831.000      1668.11         0.00        2.778
       832        832.000      1303.19         0.00        2.170
       833        833.000      1529.97         0.00        2.548
       834        834.000      4224.37         0.00        7.035
       835        835.000      3095.07         0.00        5.154
       836        836.000      2368.56         0.00        3.944
       837        837.000      2771.51         0.00        4.615
       838        838.000      2498.94         0.00        4.161
       839        839.000      1982.00         0.00        3.301
       840        840.000      1801.07         0.00        2.999
       841        841.000      1285.03         0.00        2.140
       842        842.000      2039.95         0.00        3.397
       843        843.000      1095.97         0.00        1.825
       844        844.000      1344.50         0.00        2.239
       845        845.000      2054.99         0.00        3.422
       846        846.000      1259.10         0.00        2.097
       847        847.000      3234.94         0.00        5.387
       848        848.000      1449.14         0.00        2.413
       849        849.000       658.08         0.00        1.096
       850        850.000      1712.34         0.00        2.852
       851        851.000      1614.80         0.00        2.689
       852        852.000      1675.29         0.00        2.790
       853        853.000       508.67         0.00        0.847
       854        854.000      1407.83         0.00        2.344
       855        855.000      2450.84         0.00        4.081
       856        856.000      3041.78         0.00        5.065
       857        857.000      1462.54         0.00        2.436
       858        858.000      1159.82         0.00        1.931
       859        859.000      1328.98         0.00        2.213
       860        860.000      1884.74         0.00        3.139
       861        861.000      2485.17         0.00        4.139
       862        862.000       656.68         0.00        1.094
       863        863.000      1053.22         0.00        1.754
       864        864.000       941.71         0.00        1.568
       865        865.000      2371.18         0.00        3.949
       866        866.000      2855.39         0.00        4.755
       867        867.000      2522.32         0.00        4.200
       868        868.000       906.04         0.00        1.509
       869        869.000       874.65         0.00        1.457
       870        870.000      1483.69         0.00        2.471
       871        871.000      1803.96         0.00        3.004
       872        872.000      2113.76         0.00        3.520
       873        873.000      1036.96         0.00        1.727
       874        874.000      1997.44         0.00        3.326
       875        875.000      1002.09         0.00        1.669
       876        876.000      2471.09         0.00        4.115
       877        877.000      1855.63         0.00        3.090
       878        878.000      1308.70         0.00        2.179
       879        879.000       504.16         0.00        0.840
       880        880.000      1951.72         0.00        3.250
       881        881.000      3130.70         0.00        5.213
       882        882.000      4466.11         0.00        7.437
       883        883.000      2619.31         0.00        4.362
       884        884.000       656.64         0.00        1.093
       885        885.000       669.95         0.00        1.116
       886        886.000      1939.79         0.00        3.230
       887        887.000      1079.85         0.00        1.798
       888        888.000       828.74         0.00        1.380
       889        889.000      3028.02         0.00        5.042
       890        890.000      1381.60         0.00        2.301
       891        891.000      1442.20         0.00        2.402
       892        892.000      1503.47         0.00        2.504
       893        893.000      1269.64         0.00        2.114
       894        894.000      1650.17         0.00        2.748
       895        895.000      1768.09         0.00        2.944
       896        896.000      1064.44         0.00        1.773
       897        897.000       580.04         0.00        0.966
       898        898.000      1263.04         0.00        2.103
       899        899.000       782.02         0.00        1.302
       900        900.000      3124.38         0.00        5.203
       901        901.000      1065.79         0.00        1.775
       902        902.000      1193.09         0.00        1.987
       903        903.000      2186.06         0.00        3.640
       904        904.000      1177.18         0.00        1.960
       905        905.000      1535.72         0.00        2.557
       906        906.000      1550.32         0.00        2.582
       907        907.000      1121.02         0.00        1.867
       908        908.000      2150.14         0.00        3.581
       909        909.000      1046.88         0.00        1.743
       910        910.000       851.07         0.00        1.417
       911        911.000      1473.39         0.00        2.454
       912        912.000      1206.99         0.00        2.010
       913        913.000      2392.17         0.00        3.984
       914        914.000       541.18         0.00        0.901
       915        915.000      1151.90         0.00        1.918
       916        916.000      2223.70         0.00        3.703
       917        917.000      1332.68         0.00        2.219
       918        918.000       602.73         0.00        1.004
       919        919.000      1140.05         0.00        1.899
       920        920.000      1607.00         0.00        2.676
       921        921.000      1869.44         0.00        3.113
       922        922.000      2440.19         0.00        4.064
       923        923.000      1085.90         0.00        1.808
       924        924.000      3917.59         0.00        6.524
       925        925.000      1070.32         0.00        1.782
       926        926.000      2477.13         0.00        4.125
       927        927.000      2021.40         0.00        3.366
       928        928.000       551.54         0.00        0.918
       929        929.000      1982.48         0.00        3.301
       930        930.000       691.67         0.00        1.152
       931        931.000       943.05         0.00        1.570
       932        932.000      1260.75         0.00        2.100
       933        933.000      1717.76         0.00        2.861
       934        934.000      2675.06         0.00        4.455
       935        935.000      1257.11         0.00        2.093
       936        936.000      1891.37         0.00        3.150
       937        937.000       827.94         0.00        1.379
       938        938.000      1037.26         0.00        1.727
       939        939.000      2131.29         0.00        3.549
       940        940.000       492.46         0.00        0.820
       941        941.000      3825.16         0.00        6.370
       942        942.000      1732.08         0.00        2.884
       943        943.000       729.04         0.00        1.214
       944        944.000      1128.98         0.00        1.880
       945        945.000      1626.13         0.00        2.708
       946        946.000      1595.45         0.00        2.657
       947        947.000      1219.47         0.00        2.031
       948        948.000      4207.75         0.00        7.007
       949        949.000      1300.61         0.00        2.166
       950        950.000       677.84         0.00        1.129
       951        951.000      1538.80         0.00        2.563
       952        952.000      2009.07         0.00        3.346
       953        953.000      1423.16         0.00        2.370
       954        954.000      1415.45         0.00        2.357
       955        955.000      2560.07         0.00        4.263
       956        956.000      3497.25         0.00        5.824
       957        957.000       749.47         0.00        1.248
       958        958.000      1188.40         0.00        1.979
       959        959.000      2618.84         0.00        4.361
       960        960.000       615.02         0.00        1.024
       961        961.000      1328.32         0.00        2.212
       962        962.000       816.95         0.00        1.360
       963        963.000      2779.41         0.00        4.628
       964        964.000       977.93         0.00        1.629
       965        965.000      1932.02         0.00        3.217
       966        966.000      1443.34         0.00        2.404
       967        967.000      1944.42         0.00        3.238
       968        968.000      1448.28         0.00        2.412
       969        969.000      2016.65         0.00        3.358
       970        970.000      1417.19         0.00        2.360
       971        971.000       973.49         0.00        1.621
       972        972.000      2202.41         0.00        3.668
       973        973.000      1045.03         0.00        1.740
       974        974.000      3494.88         0.00        5.820
       975        975.000      1745.58         0.00        2.907
       976        976.000      1369.29         0.00        2.280
       977        977.000      1396.05         0.00        2.325
       978        978.000      1523.67         0.00        2.537
       979        979.000      1835.73         0.00        3.057
       980        980.000      1049.61         0.00        1.748
       981        981.000      1841.07         0.00        3.066
       982        982.000       420.11         0.00        0.700
       983        983.000       907.79         0.00        1.512
       984        984.000       866.24         0.00        1.443
       985        985.000       754.39         0.00        1.256
       986        986.000      1446.37         0.00        2.409
       987        987.000      3877.11         0.00        6.456
       988        988.000      2013.40         0.00        3.353
       989        989.000       884.57         0.00        1.473
       990        990.000      2772.10         0.00        4.616
       991        991.000       480.04         0.00        0.799
       992        992.000      2307.94         0.00        3.843
       993        993.000      1729.34         0.00        2.880
       994        994.000      2057.26         0.00        3.426
       995        995.000      2075.67         0.00        3.457
       996        996.000      1224.47         0.00        2.039
       997        997.000      1891.50         0.00        3.150
       998        998.000      1715.37         0.00        2.857
       999        999.000      1200.60         0.00        1.999
      1000       1000.000      1690.47         0.00        2.815
