163  13.5127  14.7785  13.9642 
164  13.7133  15.2595  14.0160 
165  13.5619  14.9686  14.5651 
166  13.3656  15.2557  14.5823 
167  12.9030  15.1474  14.1420 
168  12.1846  15.2376  13.2791 
169  11.6234  14.9977  12.0343 
170  11.2563  14.5350  10.9121 
171  11.1998  14.0598  10.2559 
172  11.0003  13.8892  9.7287 
173  10.2527  14.1081  8.9583 
174  9.0561  13.2901  9.1186 
175  8.2346  13.4504  8.6670 
176  7.4286  13.1103  7.8715 
177  7.4552  13.4918  7.6201 
178  7.1452  13.6217  7.4636 
179  7.5303  13.5572  7.3407 
180  7.8087  13.9820  7.9298 
181  6.9316  13.7189  7.6929 
182  6.2963  13.4182  8.0149 
183  5.9090  13.1472  8.8739 
184  5.3837  12.4971  9.1887 
185  5.3576  12.5771  8.8005 
186  5.0495  12.4267  9.0688 
187  5.8301  12.4088  10.0081 
188  6.2898  12.1712  10.4723 
189  6.2794  12.2617  11.3068 
190  6.6717  11.6990  12.5645 
191  7.6023  10.2937  12.7805 
192  8.5245  9.2668  13.2289 
193  8.4579  9.8526  13.2127 
194  8.3059  11.1404  13.3919 
195  8.4312  11.7570  14.2555 
196  8.8173  11.9610  15.0544 
197  9.9591  11.2113  15.1704 
198  10.8223  10.3769  15.1367 
199  11.0072  10.6743  15.2753 
200  11.2304  11.3097  14.6827 
201  11.6307  11.0424  14.2889 
202  12.1778  10.5508  14.8856 
203  12.8175  10.2304  14.2548 
204  13.2000  10.0324  14.0752 
205  13.1183  10.0969  13.7294 
206  13.5850  10.0517  13.7973 
207  12.9321  9.8104  14.2223 
208  12.7883  9.6975  14.9595 
209  12.8321  9.0519  15.5522 
210  12.7059  8.0989  15.7686 
211  12.6054  7.5135  15.2787 
212  13.0017  7.2166  14.9482 
213  13.3691  6.8169  14.6488 
214  13.4321  6.1052  13.9123 
215  13.6752  5.4980  13.0836 
216  13.9191  5.6065  12.3874 
217  13.5222  5.5815  12.1222 
218  14.2193  4.9567  11.8591 
219  14.6475  4.1060  12.0696 
220  15.1161  4.0044  12.5905 
221  15.1578  4.2885  12.4569 
222  14.8969  5.0641  12.2319 
223  14.6092  5.7781  12.2717 
224  13.6446  6.2967  12.5378 
225  11.9271  6.6297  12.4974 
226  11.6891  6.2755  11.9479 
227  11.6039  5.5816  12.0884 
228  11.6071  5.0243  12.2564 
229  11.6292  4.5545  13.4242 
230  10.7189  4.2377  14.3068 
231  10.6301  4.3198  14.1967 
232  10.3329  5.1555  13.9455 
233  9.9866  5.6655  13.8296 
234  10.5368  5.7518  13.6015 
235  10.6166  6.7907  13.5108 
236  10.5170  8.1789  14.0801 
237  9.8843  8.9540  14.8560 
238  8.9157  8.7749  14.9870 
239  8.2497  7.9225  15.4463 
240  8.2456  7.0282  15.4460 
241  8.7321  6.2670  15.1583 
242  9.4791  5.8753  14.1822 
243  9.7681  4.6788  13.9745 
244  9.2686  4.5382  14.2850 
245  9.4673  3.6070  14.1015 
246  9.2321  3.8815  13.5970 
247  8.8096  4.9131  13.6246 
248  9.0608  6.0623  13.8026 
249  9.4202  6.0926  14.1699 
250  9.9525  5.9988  14.9982 
251  10.0987  7.1506  15.1149 
252  10.6061  7.9538  14.5431 
253  10.2100  8.6208  14.6159 
254  9.4817  8.4666  14.3819 
255  8.3808  8.1665  13.2116 
256  8.5676  8.4493  13.3444 
257  8.7033  8.9343  13.3490 
258  7.8709  9.7432  13.1786 
259  7.0792  10.8324  13.9601 
260  5.9141  11.9016  15.5627 
261  4.7047  12.9405  16.2038 
262  4.1891  13.2643  16.4296 
263  3.2450  12.5853  16.2109 
264  4.2394  12.4433  17.4876 
265  5.8068  12.2445  18.6693 
266  6.7853  11.6917  19.7811 
267  7.7156  11.9031  19.8841 
268  8.4925  11.7708  20.3238 
269  9.6837  12.2949  19.7010 
270  10.0446  12.6272  19.2124 
271  10.1619  12.1824  18.7163 
272  10.6154  12.0923  17.1570 
273  11.2058  12.9503  16.4993 
274  12.3131  13.9010  16.2316 
275  12.5051  13.7015  16.1170 
276  12.2580  13.5926  16.8403 
277  12.1225  14.0557  17.2304 
278  11.6646  14.3838  16.5632 
279  11.1952  14.6406  16.6350 
280  10.9253  14.3391  16.8997 
281  10.1863  14.2695  16.3481 
282  10.1994  13.9067  16.5851 
283  9.5436  14.3908  16.6033 
284  8.9848  15.0349  16.3753 
285  8.7290  15.3041  15.5048 
286  8.6457  16.1200  15.6187 
287  7.6452  16.0877  16.2190 
288  6.9692  15.9904  16.3796 
289  6.6392  15.9004  15.9906 
290  5.5590  16.1368  15.3045 
291  5.0255  16.1417  14.5679 
292  4.6904  16.4499  14.7289 
293  3.9082  16.7297  14.7352 
294  3.9482  16.3312  14.7104 
295  5.1668  16.0102  15.6184 
296  5.8903  16.2797  15.6262 
297  5.3948  16.2936  16.1375 
298  4.7483  16.5649  16.9995 
299  4.4375  16.4698  17.3727 
300  3.9120  15.7151  17.4038 
Ree_min_max: 3.2450 22.3559
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
Ree_min_max: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000 0.0000
