0  11.5339  12.2129  15.2983 
1  11.5382  12.2213  15.2987 
2  11.5416  12.3008  15.3856 
3  12.1399  14.6654  17.3262 
4  12.3267  15.3728  17.7108 
5  12.1464  15.5134  17.4976 
6  11.9889  15.6356  17.2960 
7  11.8490  15.8266  16.9969 
8  11.8330  16.3987  16.0295 
9  12.4669  17.4046  12.8926 
10  12.8308  17.8336  11.5825 
11  13.2307  18.3194  11.0896 
12  13.8007  19.5689  10.2579 
13  13.7918  22.1201  10.3215 
14  13.7491  22.3559  11.1576 
15  13.5701  21.9723  11.2985 
16  13.5252  21.5513  11.3881 
17  13.6229  19.9773  11.9503 
18  13.6847  17.8092  12.3704 
19  13.7800  16.6511  13.1548 
20  14.0246  16.3250  12.9263 
21  12.9810  15.5637  10.7186 
22  11.4709  14.5611  8.6673 
23  9.8608  13.9090  8.8705 
24  8.1670  13.4008  9.5098 
25  6.4755  13.3812  10.0009 
26  4.6575  13.6247  9.8103 
27  4.5143  13.7924  9.7895 
28  4.4742  13.9215  10.1466 
29  4.5608  14.0719  10.0155 
30  6.3277  14.1100  9.8822 
31  7.4855  14.1755  10.5919 
32  8.4832  13.9273  11.5343 
33  10.4873  14.3955  12.5423 
34  12.6305  13.6494  13.1288 
35  13.7885  13.4322  13.3799 
36  14.6710  13.2537  13.9208 
37  15.4263  13.0200  14.2168 
38  16.6481  13.2649  14.9170 
39  17.5113  13.2564  15.6103 
40  18.0910  12.9957  15.7272 
41  18.8319  12.0544  15.7116 
42  18.7791  11.2241  15.4930 
43  18.9222  10.9898  14.8072 
44  19.2897  9.9782  14.7845 
45  20.0603  9.0828  14.7394 
46  20.1243  8.4414  14.3097 
47  19.9937  8.1711  13.0369 
48  19.9216  7.7398  12.1353 
49  19.5620  8.4027  11.6171 
50  18.9088  10.1616  11.2708 
51  17.9915  11.6264  11.0404 
52  16.8616  13.0185  11.4161 
53  15.4768  13.0514  11.3790 
54  14.3264  13.1030  11.0462 
55  13.5286  13.2115  10.5528 
56  12.2114  13.9098  9.6448 
57  11.1905  15.2409  9.3470 
58  10.1960  16.5332  9.9289 
59  10.1034  17.3109  10.9081 
60  9.7615  17.3442  11.3783 
61  9.8299  17.1704  11.1545 
62  10.0107  17.6009  11.6639 
63  11.3167  18.3885  12.4148 
64  13.2582  18.5501  13.0645 
65  14.4500  18.8525  13.8082 
66  14.9294  19.4774  14.1502 
67  14.8046  20.1323  14.4250 
68  15.3562  20.7443  14.1058 
69  15.7739  20.9291  14.5017 
70  15.6893  20.5247  14.3464 
71  15.9068  19.6286  14.1609 
72  17.0046  18.5230  15.0834 
73  17.1824  17.2109  15.2093 
74  16.8186  16.5931  14.7658 
75  16.5387  15.8278  14.4758 
76  15.5404  15.0979  14.5670 
77  15.6958  13.8408  15.1763 
78  15.9775  12.3454  15.3400 
79  16.4873  11.5628  14.5151 
80  17.1722  10.8747  13.3189 
81  18.0713  10.1656  11.9343 
82  17.7676  9.9476  11.4369 
83  18.2240  9.6508  11.8410 
84  18.7944  9.5352  11.7301 
85  19.2108  9.3976  11.4383 
86  19.5592  9.4234  11.9424 
87  20.0380  8.8322  12.6341 
88  20.1093  8.0487  13.3196 
89  20.1899  7.5759  13.5332 
90  20.3742  6.8868  13.1507 
91  19.6687  5.9217  13.1622 
92  18.6334  5.1133  13.2341 
93  18.5293  4.7800  14.2372 
94  17.4666  4.5004  15.4767 
95  16.5722  4.8943  15.3080 
96  15.9321  4.9166  14.6106 
97  15.0749  5.3365  14.3364 
98  14.2795  5.6333  14.5538 
99  13.1236  5.5336  15.5725 
100  12.6024  4.9051  16.2009 
101  12.2581  4.1601  16.3069 
102  11.9793  4.5585  15.4554 
103  11.1006  5.5735  14.2763 
104  10.4454  6.2526  13.3251 
105  10.3438  6.7559  12.8020 
106  9.5315  7.6124  12.6299 
107  7.7682  7.7400  12.2205 
108  6.5727  8.7543  11.8860 
109  5.8622  9.5386  11.7631 
110  5.1511  10.7641  11.9822 
111  4.1093  12.1979  11.9069 
112  3.9016  13.6042  11.2678 
113  3.9782  14.6823  11.2750 
114  4.6582  16.1470  10.9908 
115  4.8936  16.9952  10.9282 
116  5.6578  17.0657  10.8616 
117  5.5605  16.6647  10.2881 
118  5.4188  16.4218  9.8096 
119  5.4789  15.5753  9.3675 
120  5.3311  15.4648  9.4572 
121  5.4184  14.9419  9.1963 
122  5.0818  14.1383  8.5943 
123  5.1073  13.5210  8.2722 
124  5.0289  12.7491  8.0121 
125  4.9072  12.6442  7.9907 
126  4.7923  12.2789  7.4617 
127  4.5877  12.6408  7.4865 
128  4.3697  12.4246  7.9246 
129  3.7631  11.5586  8.8286 
130  3.8448  10.7876  9.8774 
131  4.8533  10.1204  10.8380 
132  6.1649  9.2951  10.7747 
133  7.2408  9.5312  11.0223 
134  8.2854  9.5795  10.6753 
135  8.7767  9.5996  11.0736 
136  10.1584  9.7437  11.6407 
137  11.1604  10.0067  12.8722 
138  11.3224  9.8554  13.7159 
139  11.4571  10.3484  14.1056 
140  11.1275  10.1547  14.3622 
141  11.2791  9.8849  15.0930 
142  12.6878  10.5594  15.2363 
143  13.5104  10.3933  15.5625 
144  14.1900  9.7859  16.6805 
145  14.8079  9.4091  17.2780 
146  15.2836  10.6553  17.4868 
147  15.8245  11.9885  17.7923 
148  16.2492  13.0387  17.8916 
149  15.6769  12.7485  17.8065 
150  14.9069  12.4933  18.3386 
151  14.1546  12.2788  19.0194 
152  14.2758  13.0025  18.7988 
153  14.4045  14.3075  18.5781 
154  14.4217  15.2610  18.1802 
155  14.3287  15.5938  17.8843 
156  14.4797  15.5190  17.2190 
157  14.2014  15.9902  16.9556 
158  13.6515  15.9848  16.8348 
159  13.1607  16.2279  15.9632 
160  13.1792  15.6689  15.1640 
161  12.7594  15.3592  14.4163 
162  12.9768  14.9143  14.0291 
