0  5.4960  5.2990  5.5446 
1  5.4964  5.3007  5.5444 
2  5.4956  5.3170  5.5584 
3  5.5020  5.7959  5.8966 
4  5.4637  5.8869  5.9678 
5  5.4584  5.8519  5.9073 
6  5.4569  5.8160  5.8655 
7  5.4587  5.7687  5.8127 
8  5.4865  5.6477  5.6455 
9  5.6091  5.3564  5.1680 
10  5.4110  5.4176  4.9854 
11  5.4214  5.6034  4.9326 
12  5.2599  5.9293  4.9539 
13  5.1504  6.5539  4.9913 
14  4.8327  6.8560  4.9534 
15  4.7088  6.8098  4.9016 
16  4.6032  6.6408  4.9516 
17  4.6524  6.0819  5.1115 
18  4.7419  5.5448  5.0317 
19  4.7688  5.2819  4.9808 
20  4.8227  5.1685  4.9405 
21  4.7509  5.0729  4.8410 
22  4.7270  5.0678  4.6875 
23  4.5882  5.0582  4.5554 
24  4.4933  5.0657  4.5136 
25  4.4699  5.1576  4.4592 
26  4.5372  5.1198  4.4237 
27  4.5266  5.1462  4.4632 
28  4.5747  5.2574  4.3392 
29  4.4385  5.2742  4.2532 
30  4.3897  5.2360  4.3106 
31  4.2288  5.3443  4.4824 
32  4.3316  5.3573  4.6284 
33  4.4226  5.3485  4.7169 
34  4.5499  5.2910  4.7628 
35  4.7310  5.0751  4.9210 
36  4.8658  5.1182  5.1095 
37  5.0962  5.0406  5.1559 
38  5.3382  4.9116  5.2745 
39  5.6068  4.7031  5.3479 
40  5.8232  4.6554  5.3562 
41  6.0496  4.6044  5.3426 
42  6.0961  4.6285  5.3433 
43  6.2030  4.6208  5.2089 
44  6.2809  4.6335  5.1604 
45  6.1946  4.5552  5.1832 
46  6.1732  4.5867  5.1765 
47  6.1416  4.4981  5.1230 
48  6.1310  4.6262  5.0853 
49  6.0009  4.8529  5.0256 
50  5.8963  5.0857  5.0220 
51  5.7439  5.1856  5.0338 
52  5.6056  5.2913  5.1908 
53  5.7097  5.3545  5.1526 
54  5.5550  5.5396  5.1490 
55  5.4586  5.5484  5.1147 
56  5.3909  5.5786  4.9634 
57  5.4117  5.6958  4.9574 
58  5.2322  5.8352  5.0210 
59  5.1620  5.9869  5.0587 
60  5.1032  5.9617  5.0653 
61  5.1119  5.8413  5.1225 
62  4.9774  5.8487  5.2174 
63  4.9138  5.7686  5.3240 
64  4.8872  5.7171  5.4390 
65  4.9805  5.8225  5.4706 
66  4.9722  6.0161  5.4670 
67  4.9135  6.1350  5.5533 
