 Time "Bond energy" "Non-Bonded energy" "1-4 nonbonded energy" "Dispersion correction" "Potential energy" "Total energy"
0.0 0.0 61929.876953125 -8132.687576293945 3815.854248046875 -1272.308349609375 56340.734375 115876.0
20.0 20.0 54999.1904296875 -8978.211074829102 3552.57470703125 -1307.7752685546875 48265.78125 102246.7578125
40.0 40.0 55697.71533203125 -9068.690826416016 3572.856201171875 -1314.7486572265625 48887.12890625 102422.796875
60.0 60.0 55401.21484375 -9049.752868652344 3543.46044921875 -1327.374755859375 48567.546875 102845.5234375
80.0 80.0 55000.7607421875 -9546.566482543945 3633.796142578125 -1344.7161865234375 47743.26953125 101015.53125
100.0 100.0 54321.35498046875 -9593.345672607422 3389.640869140625 -1340.011962890625 46777.63671875 100654.1875
120.0 120.0 55302.01708984375 -9669.999877929688 3404.248046875 -1344.764404296875 47691.5 101870.84375
140.0 140.0 55297.337890625 -9619.153549194336 3572.813232421875 -1354.2281494140625 47896.76953125 101875.109375
160.0 160.0 54673.50146484375 -9211.999237060547 3457.761962890625 -1326.80908203125 47592.45703125 101082.25
180.0 180.0 54989.23095703125 -9359.40364074707 3810.51806640625 -1316.2689208984375 48124.07421875 101934.25
200.0 200.0 55403.2099609375 -9645.721313476562 3835.740478515625 -1343.7548828125 48249.4765625 102025.25
220.0 220.0 54751.48828125 -9845.580825805664 3580.8720703125 -1355.721435546875 47131.0546875 101684.765625
240.0 240.0 55297.97998046875 -9813.167922973633 3556.844482421875 -1353.5528564453125 47688.09765625 101620.9375
260.0 260.0 54901.4072265625 -9614.290649414062 3476.68408203125 -1335.3314208984375 47428.46484375 101046.5625
280.0 280.0 54995.236328125 -9447.670120239258 3626.56640625 -1335.4288330078125 47838.703125 102547.921875
300.0 300.0 55114.068359375 -9535.310531616211 3501.4091796875 -1337.3316650390625 47742.83203125 101038.6015625
320.0 320.0 55094.27734375 -9729.656173706055 3598.342529296875 -1346.76513671875 47616.19921875 101429.421875
340.0 340.0 55013.8330078125 -9729.881103515625 3606.625 -1333.2542724609375 47557.3203125 101573.9453125
360.0 360.0 54061.63134765625 -9467.994354248047 3516.799560546875 -1345.6568603515625 46764.77734375 100761.6015625
380.0 380.0 55094.1923828125 -9469.949447631836 3626.884765625 -1341.6129150390625 47909.51953125 101723.796875
400.0 400.0 54570.37060546875 -9454.517288208008 3417.423095703125 -1339.4200439453125 47193.8515625 100983.703125
420.0 420.0 55415.650390625 -9459.214797973633 3536.96923828125 -1333.5240478515625 48159.87890625 102143.78125
440.0 440.0 55334.8310546875 -9878.955932617188 3751.66064453125 -1352.0257568359375 47855.50390625 101557.671875
460.0 460.0 55336.3544921875 -10008.39094543457 3598.96044921875 -1353.2913818359375 47573.62890625 101421.125
480.0 480.0 54859.6650390625 -9537.13558959961 3513.250732421875 -1338.6260986328125 47497.15625 100752.453125
500.0 500.0 55724.36962890625 -9490.611923217773 3592.4814453125 -1334.267822265625 48491.96875 101887.34375
520.0 520.0 55022.4873046875 -9511.089004516602 3532.753662109375 -1337.281494140625 47706.86328125 101462.75
540.0 540.0 55476.8564453125 -9735.430847167969 3419.572265625 -1340.2010498046875 47820.80078125 101822.6484375
560.0 560.0 55454.81640625 -9908.158798217773 3581.387451171875 -1347.0771484375 47780.96484375 100982.0
580.0 580.0 55503.255859375 -10169.420211791992 3529.585205078125 -1366.60595703125 47496.81640625 101900.4921875
600.0 600.0 55129.48291015625 -9783.906005859375 3658.35546875 -1348.2529296875 47655.6796875 101421.890625
620.0 620.0 55116.25927734375 -9654.884811401367 3652.07666015625 -1336.9521484375 47776.49609375 101509.1328125
640.0 640.0 54567.2958984375 -9336.188125610352 3670.057373046875 -1335.182373046875 47565.98046875 101337.96875
660.0 660.0 55059.4296875 -9417.506454467773 3560.8896484375 -1331.74365234375 47871.06640625 101752.015625
680.0 680.0 53904.537109375 -9521.767837524414 3568.023681640625 -1334.706298828125 46616.0859375 99102.515625
700.0 700.0 55311.45068359375 -9476.86978149414 3422.38232421875 -1338.2791748046875 47918.6875 101276.890625
720.0 720.0 54854.85009765625 -9574.592239379883 3409.29833984375 -1337.806396484375 47351.7578125 100177.734375
740.0 740.0 55727.9150390625 -9449.05307006836 3522.936279296875 -1337.755615234375 48464.05078125 102364.8984375
760.0 760.0 54943.77392578125 -9709.233306884766 3522.39306640625 -1341.9840087890625 47414.94921875 101152.734375
780.0 780.0 54840.0703125 -9857.298248291016 3506.947998046875 -1340.76513671875 47148.953125 101205.453125
800.0 800.0 55126.39306640625 -9504.163711547852 3676.483642578125 -1334.6082763671875 47964.10546875 100815.859375
820.0 820.0 55360.759765625 -9443.773025512695 3403.343017578125 -1329.9073486328125 47990.421875 101776.640625
840.0 840.0 54738.7919921875 -9355.06575012207 3458.367431640625 -1338.3912353515625 47503.70703125 101348.234375
860.0 860.0 54792.68994140625 -9528.63606262207 3425.053955078125 -1341.47216796875 47347.63671875 101335.609375
880.0 880.0 56010.607421875 -9932.404052734375 3522.902587890625 -1366.9830322265625 48234.1171875 101079.84375
900.0 900.0 55026.26708984375 -9492.642700195312 3460.97900390625 -1339.7900390625 47654.8125 102359.609375
920.0 920.0 54941.810546875 -9902.51773071289 3723.1396484375 -1342.76513671875 47419.6640625 102102.71875
940.0 940.0 54401.4736328125 -9402.453598022461 3542.629150390625 -1333.4212646484375 47208.23046875 100973.8671875
960.0 960.0 54953.83935546875 -9683.884262084961 3590.623291015625 -1345.9281005859375 47514.6484375 100972.375
980.0 980.0 55861.552734375 -9630.595474243164 3662.38330078125 -1351.23486328125 48542.1015625 102510.734375
