#  iFrame          Time(ps)     <Ree^2>/<Rg^2>  std<Ree^2>/<Rg^2>
#================================================================
       931       9310.000         0.08         0.00 
       932       9320.000         0.05         0.00 
       933       9330.000         0.18         0.00 
       934       9340.000         0.15         0.00 
       935       9350.000         0.04         0.00 
       936       9360.000         0.01         0.00 
       937       9370.000         0.14         0.00 
       938       9380.000         0.06         0.00 
       939       9390.000         0.06         0.00 
       940       9400.000         0.31         0.00 
       941       9410.000         0.45         0.00 
       942       9420.000         0.07         0.00 
       943       9430.000         0.05         0.00 
       944       9440.000         0.03         0.00 
       945       9450.000         0.05         0.00 
       946       9460.000         0.05         0.00 
       947       9470.000         0.05         0.00 
       948       9480.000         0.06         0.00 
       949       9490.000         0.06         0.00 
       950       9500.000         0.17         0.00 
       951       9510.000         1.24         0.00 
       952       9520.000         0.66         0.00 
       953       9530.000         0.05         0.00 
       954       9540.000         0.09         0.00 
       955       9550.000         0.15         0.00 
       956       9560.000         0.01         0.00 
       957       9570.000         0.01         0.00 
       958       9580.000         0.02         0.00 
       959       9590.000         0.06         0.00 
       960       9600.000         0.06         0.00 
       961       9610.000         0.14         0.00 
       962       9620.000         0.05         0.00 
       963       9630.000         0.38         0.00 
       964       9640.000         0.06         0.00 
       965       9650.000         0.05         0.00 
       966       9660.000         0.36         0.00 
       967       9670.000         0.08         0.00 
       968       9680.000         0.04         0.00 
       969       9690.000         0.06         0.00 
       970       9700.000         0.06         0.00 
       971       9710.000         0.07         0.00 
       972       9720.000         7.43         0.00 
       973       9730.000        13.52         0.00 
       974       9740.000         6.24         0.00 
       975       9750.000         0.96         0.00 
       976       9760.000         2.15         0.00 
       977       9770.000         1.72         0.00 
       978       9780.000         0.04         0.00 
       979       9790.000         0.11         0.00 
       980       9800.000         2.47         0.00 
       981       9810.000         4.19         0.00 
       982       9820.000         8.57         0.00 
       983       9830.000         7.91         0.00 
       984       9840.000        10.07         0.00 
       985       9850.000         5.23         0.00 
       986       9860.000         5.82         0.00 
       987       9870.000         4.74         0.00 
       988       9880.000         7.06         0.00 
       989       9890.000         5.37         0.00 
       990       9900.000         2.20         0.00 
       991       9910.000         1.47         0.00 
       992       9920.000         3.92         0.00 
       993       9930.000         5.87         0.00 
       994       9940.000         4.26         0.00 
       995       9950.000         4.86         0.00 
       996       9960.000         1.94         0.00 
       997       9970.000         1.09         0.00 
       998       9980.000         1.94         0.00 
       999       9990.000         1.24         0.00 
      1000      10000.000         0.29         0.00 
