#  iFrame          Time(ps)     <Ree^2>(A^2)     stdRee^2(A^2)     <Ree^2>/M(molnm2/kg)
#======================================================================================
       770       7700.000       388.34         0.00        0.450
       771       7710.000       232.20         0.00        0.269
       772       7720.000         7.58         0.00        0.009
       773       7730.000        16.19         0.00        0.019
       774       7740.000        34.61         0.00        0.040
       775       7750.000        28.80         0.00        0.033
       776       7760.000        36.18         0.00        0.042
       777       7770.000       100.29         0.00        0.116
       778       7780.000       300.90         0.00        0.349
       779       7790.000        23.51         0.00        0.027
       780       7800.000         2.72         0.00        0.003
       781       7810.000        40.73         0.00        0.047
       782       7820.000        17.45         0.00        0.020
       783       7830.000        34.86         0.00        0.040
       784       7840.000        26.93         0.00        0.031
       785       7850.000        55.74         0.00        0.065
       786       7860.000        26.32         0.00        0.031
       787       7870.000        20.67         0.00        0.024
       788       7880.000        33.21         0.00        0.039
       789       7890.000        19.53         0.00        0.023
       790       7900.000        43.10         0.00        0.050
       791       7910.000      1021.64         0.00        1.184
       792       7920.000      3099.52         0.00        3.593
       793       7930.000      2243.01         0.00        2.600
       794       7940.000      1353.43         0.00        1.569
       795       7950.000      2581.73         0.00        2.993
       796       7960.000       842.32         0.00        0.976
       797       7970.000      1287.42         0.00        1.492
       798       7980.000       483.91         0.00        0.561
       799       7990.000      1124.82         0.00        1.304
       800       8000.000      1126.21         0.00        1.306
       801       8010.000      1619.87         0.00        1.878
       802       8020.000      3207.04         0.00        3.718
       803       8030.000      1999.66         0.00        2.318
       804       8040.000      3286.17         0.00        3.810
       805       8050.000      6923.38         0.00        8.026
       806       8060.000      6659.46         0.00        7.720
       807       8070.000      8486.84         0.00        9.839
       808       8080.000      6973.26         0.00        8.084
       809       8090.000      4946.07         0.00        5.734
       810       8100.000      7138.34         0.00        8.275
       811       8110.000     10355.63         0.00       12.005
       812       8120.000      7790.25         0.00        9.031
       813       8130.000      3332.74         0.00        3.864
       814       8140.000      3862.75         0.00        4.478
       815       8150.000      4429.85         0.00        5.135
       816       8160.000      2676.11         0.00        3.102
       817       8170.000      3206.27         0.00        3.717
       818       8180.000      4577.52         0.00        5.307
       819       8190.000      3545.46         0.00        4.110
       820       8200.000      2978.68         0.00        3.453
       821       8210.000       655.42         0.00        0.760
       822       8220.000       792.41         0.00        0.919
       823       8230.000        35.54         0.00        0.041
       824       8240.000       725.14         0.00        0.841
       825       8250.000      2786.75         0.00        3.231
       826       8260.000      4295.57         0.00        4.980
       827       8270.000      2864.75         0.00        3.321
       828       8280.000      2233.16         0.00        2.589
       829       8290.000      1934.89         0.00        2.243
       830       8300.000      1058.25         0.00        1.227
       831       8310.000      3308.49         0.00        3.835
       832       8320.000      2886.78         0.00        3.347
       833       8330.000      5140.19         0.00        5.959
       834       8340.000      3078.06         0.00        3.568
       835       8350.000      1617.40         0.00        1.875
       836       8360.000       334.27         0.00        0.388
       837       8370.000      1444.66         0.00        1.675
       838       8380.000      3309.65         0.00        3.837
       839       8390.000      3174.22         0.00        3.680
       840       8400.000      2315.35         0.00        2.684
       841       8410.000       844.51         0.00        0.979
       842       8420.000       812.25         0.00        0.942
       843       8430.000       160.24         0.00        0.186
       844       8440.000        27.35         0.00        0.032
       845       8450.000        17.57         0.00        0.020
       846       8460.000        21.57         0.00        0.025
       847       8470.000        28.57         0.00        0.033
       848       8480.000        18.28         0.00        0.021
       849       8490.000         3.16         0.00        0.004
       850       8500.000        31.98         0.00        0.037
       851       8510.000        24.87         0.00        0.029
       852       8520.000        32.63         0.00        0.038
       853       8530.000        73.54         0.00        0.085
       854       8540.000        16.60         0.00        0.019
       855       8550.000         8.92         0.00        0.010
       856       8560.000        19.10         0.00        0.022
       857       8570.000        33.33         0.00        0.039
       858       8580.000         8.35         0.00        0.010
       859       8590.000         9.72         0.00        0.011
       860       8600.000        28.50         0.00        0.033
       861       8610.000        18.93         0.00        0.022
       862       8620.000         2.46         0.00        0.003
       863       8630.000      1073.26         0.00        1.244
       864       8640.000      1004.84         0.00        1.165
       865       8650.000      1598.67         0.00        1.853
       866       8660.000      1027.50         0.00        1.191
       867       8670.000        18.73         0.00        0.022
       868       8680.000        11.20         0.00        0.013
       869       8690.000        18.75         0.00        0.022
       870       8700.000        37.73         0.00        0.044
       871       8710.000        11.69         0.00        0.014
       872       8720.000        33.61         0.00        0.039
       873       8730.000        48.87         0.00        0.057
       874       8740.000        14.21         0.00        0.016
       875       8750.000        16.33         0.00        0.019
       876       8760.000         1.47         0.00        0.002
       877       8770.000        22.20         0.00        0.026
       878       8780.000        20.84         0.00        0.024
       879       8790.000        10.71         0.00        0.012
       880       8800.000        33.65         0.00        0.039
       881       8810.000        29.96         0.00        0.035
       882       8820.000        26.11         0.00        0.030
       883       8830.000        14.60         0.00        0.017
       884       8840.000        67.88         0.00        0.079
       885       8850.000        59.67         0.00        0.069
       886       8860.000        18.32         0.00        0.021
       887       8870.000        14.71         0.00        0.017
       888       8880.000        18.47         0.00        0.021
       889       8890.000        20.37         0.00        0.024
       890       8900.000       103.10         0.00        0.120
       891       8910.000        11.31         0.00        0.013
       892       8920.000        14.20         0.00        0.016
       893       8930.000        13.13         0.00        0.015
       894       8940.000         6.50         0.00        0.008
       895       8950.000        58.74         0.00        0.068
       896       8960.000        26.35         0.00        0.031
       897       8970.000         9.51         0.00        0.011
       898       8980.000         6.54         0.00        0.008
       899       8990.000        24.87         0.00        0.029
       900       9000.000        24.16         0.00        0.028
       901       9010.000        76.18         0.00        0.088
       902       9020.000      1192.47         0.00        1.382
       903       9030.000      3364.01         0.00        3.900
       904       9040.000      2929.97         0.00        3.397
       905       9050.000      3265.72         0.00        3.786
       906       9060.000      6227.74         0.00        7.220
       907       9070.000      5254.30         0.00        6.091
       908       9080.000      8278.31         0.00        9.597
       909       9090.000     10316.22         0.00       11.959
       910       9100.000      9332.10         0.00       10.819
       911       9110.000      5932.81         0.00        6.878
       912       9120.000      4849.93         0.00        5.622
       913       9130.000      7362.76         0.00        8.535
       914       9140.000      6734.99         0.00        7.808
       915       9150.000      3799.83         0.00        4.405
       916       9160.000      1555.34         0.00        1.803
       917       9170.000       398.56         0.00        0.462
       918       9180.000        47.39         0.00        0.055
       919       9190.000      1070.55         0.00        1.241
       920       9200.000       580.76         0.00        0.673
       921       9210.000      2632.12         0.00        3.051
       922       9220.000       900.02         0.00        1.043
       923       9230.000       242.28         0.00        0.281
       924       9240.000        20.33         0.00        0.024
       925       9250.000         2.81         0.00        0.003
       926       9260.000        39.26         0.00        0.046
       927       9270.000        15.10         0.00        0.018
       928       9280.000        32.60         0.00        0.038
       929       9290.000        11.69         0.00        0.014
       930       9300.000         2.86         0.00        0.003
       931       9310.000        22.36         0.00        0.026
       932       9320.000        18.07         0.00        0.021
       933       9330.000        82.59         0.00        0.096
       934       9340.000        88.83         0.00        0.103
       935       9350.000        25.37         0.00        0.029
       936       9360.000         6.79         0.00        0.008
       937       9370.000        81.51         0.00        0.094
       938       9380.000        30.60         0.00        0.035
       939       9390.000        23.89         0.00        0.028
       940       9400.000        98.10         0.00        0.114
       941       9410.000       133.04         0.00        0.154
       942       9420.000        22.77         0.00        0.026
       943       9430.000        18.31         0.00        0.021
       944       9440.000        15.80         0.00        0.018
       945       9450.000        33.90         0.00        0.039
       946       9460.000        34.05         0.00        0.039
       947       9470.000        34.37         0.00        0.040
       948       9480.000        28.52         0.00        0.033
       949       9490.000        25.48         0.00        0.030
       950       9500.000        60.98         0.00        0.071
       951       9510.000       419.34         0.00        0.486
       952       9520.000       225.12         0.00        0.261
       953       9530.000        16.95         0.00        0.020
       954       9540.000        34.26         0.00        0.040
       955       9550.000        64.32         0.00        0.075
       956       9560.000         8.06         0.00        0.009
       957       9570.000         3.65         0.00        0.004
       958       9580.000        12.11         0.00        0.014
       959       9590.000        31.52         0.00        0.037
       960       9600.000        23.99         0.00        0.028
       961       9610.000        41.92         0.00        0.049
       962       9620.000        14.15         0.00        0.016
       963       9630.000        88.83         0.00        0.103
       964       9640.000        14.44         0.00        0.017
       965       9650.000        15.42         0.00        0.018
       966       9660.000       148.05         0.00        0.172
       967       9670.000        46.76         0.00        0.054
       968       9680.000        25.58         0.00        0.030
       969       9690.000        33.01         0.00        0.038
       970       9700.000        26.93         0.00        0.031
       971       9710.000        27.25         0.00        0.032
       972       9720.000      2297.48         0.00        2.663
       973       9730.000      4635.25         0.00        5.374
       974       9740.000      2255.61         0.00        2.615
       975       9750.000       431.09         0.00        0.500
       976       9760.000      1051.22         0.00        1.219
       977       9770.000       843.16         0.00        0.977
       978       9780.000        16.18         0.00        0.019
       979       9790.000        59.88         0.00        0.069
       980       9800.000      1571.48         0.00        1.822
       981       9810.000      2826.65         0.00        3.277
       982       9820.000      6394.69         0.00        7.413
       983       9830.000      6549.72         0.00        7.593
       984       9840.000      9085.80         0.00       10.533
       985       9850.000      4955.02         0.00        5.744
       986       9860.000      6095.89         0.00        7.067
       987       9870.000      5255.54         0.00        6.093
       988       9880.000      8350.07         0.00        9.680
       989       9890.000      6503.02         0.00        7.539
       990       9900.000      2539.59         0.00        2.944
       991       9910.000      1522.03         0.00        1.764
       992       9920.000      3176.03         0.00        3.682
       993       9930.000      3735.89         0.00        4.331
       994       9940.000      2090.33         0.00        2.423
       995       9950.000      1825.21         0.00        2.116
       996       9960.000       580.68         0.00        0.673
       997       9970.000       324.64         0.00        0.376
       998       9980.000       619.38         0.00        0.718
       999       9990.000       454.14         0.00        0.526
      1000      10000.000       119.56         0.00        0.139
