#  iFrame          Time(ps)     <Rg^2>(A^2)     stdRg^2(A^2)     <Rg^2>/M(molnm2/kg)
#===================================================================================
       695       6950.000      1327.00         0.00        1.538
       696       6960.000      1112.13         0.00        1.289
       697       6970.000       973.33         0.00        1.128
       698       6980.000       871.55         0.00        1.010
       699       6990.000       742.92         0.00        0.861
       700       7000.000       602.46         0.00        0.698
       701       7010.000       372.65         0.00        0.432
       702       7020.000       199.32         0.00        0.231
       703       7030.000       192.54         0.00        0.223
       704       7040.000       309.58         0.00        0.359
       705       7050.000       487.30         0.00        0.565
       706       7060.000       666.35         0.00        0.772
       707       7070.000       823.16         0.00        0.954
       708       7080.000       938.18         0.00        1.088
       709       7090.000      1063.12         0.00        1.232
       710       7100.000      1144.81         0.00        1.327
       711       7110.000      1257.21         0.00        1.457
       712       7120.000      1429.39         0.00        1.657
       713       7130.000      1504.10         0.00        1.744
       714       7140.000      1504.05         0.00        1.744
       715       7150.000      1458.13         0.00        1.690
       716       7160.000      1462.77         0.00        1.696
       717       7170.000      1323.54         0.00        1.534
       718       7180.000      1167.59         0.00        1.354
       719       7190.000       896.29         0.00        1.039
       720       7200.000       634.19         0.00        0.735
       721       7210.000       409.41         0.00        0.475
       722       7220.000       261.38         0.00        0.303
       723       7230.000       305.23         0.00        0.354
       724       7240.000       420.11         0.00        0.487
       725       7250.000       633.27         0.00        0.734
       726       7260.000       915.11         0.00        1.061
       727       7270.000      1227.87         0.00        1.423
       728       7280.000      1488.84         0.00        1.726
       729       7290.000      1619.70         0.00        1.878
       730       7300.000      1645.76         0.00        1.908
       731       7310.000      1686.74         0.00        1.955
       732       7320.000      1574.74         0.00        1.826
       733       7330.000      1519.67         0.00        1.762
       734       7340.000      1453.44         0.00        1.685
       735       7350.000      1396.36         0.00        1.619
       736       7360.000      1276.65         0.00        1.480
       737       7370.000      1280.41         0.00        1.484
       738       7380.000      1264.07         0.00        1.465
       739       7390.000      1137.16         0.00        1.318
       740       7400.000       933.99         0.00        1.083
       741       7410.000       779.42         0.00        0.904
       742       7420.000       593.99         0.00        0.689
       743       7430.000       442.26         0.00        0.513
       744       7440.000       407.84         0.00        0.473
       745       7450.000       355.36         0.00        0.412
       746       7460.000       376.68         0.00        0.437
       747       7470.000       377.26         0.00        0.437
       748       7480.000       410.73         0.00        0.476
       749       7490.000       552.21         0.00        0.640
       750       7500.000       649.81         0.00        0.753
       751       7510.000       725.21         0.00        0.841
       752       7520.000       665.18         0.00        0.771
       753       7530.000       581.13         0.00        0.674
       754       7540.000       440.44         0.00        0.511
       755       7550.000       321.56         0.00        0.373
       756       7560.000       298.96         0.00        0.347
       757       7570.000       350.18         0.00        0.406
       758       7580.000       394.40         0.00        0.457
       759       7590.000       420.98         0.00        0.488
       760       7600.000       457.95         0.00        0.531
       761       7610.000       470.18         0.00        0.545
       762       7620.000       497.11         0.00        0.576
       763       7630.000       555.60         0.00        0.644
       764       7640.000       567.46         0.00        0.658
       765       7650.000       569.35         0.00        0.660
       766       7660.000       545.73         0.00        0.633
       767       7670.000       444.08         0.00        0.515
       768       7680.000       389.77         0.00        0.452
       769       7690.000       311.89         0.00        0.362
       770       7700.000       294.28         0.00        0.341
       771       7710.000       266.72         0.00        0.309
       772       7720.000       281.98         0.00        0.327
       773       7730.000       322.29         0.00        0.374
       774       7740.000       346.08         0.00        0.401
       775       7750.000       331.91         0.00        0.385
       776       7760.000       398.23         0.00        0.462
       777       7770.000       401.44         0.00        0.465
       778       7780.000       352.51         0.00        0.409
       779       7790.000       267.08         0.00        0.310
       780       7800.000       225.46         0.00        0.261
       781       7810.000       245.09         0.00        0.284
       782       7820.000       281.30         0.00        0.326
       783       7830.000       289.25         0.00        0.335
       784       7840.000       348.01         0.00        0.403
       785       7850.000       483.30         0.00        0.560
       786       7860.000       551.41         0.00        0.639
       787       7870.000       560.91         0.00        0.650
       788       7880.000       539.71         0.00        0.626
       789       7890.000       468.26         0.00        0.543
       790       7900.000       395.24         0.00        0.458
       791       7910.000       350.56         0.00        0.406
       792       7920.000       369.78         0.00        0.429
       793       7930.000       398.37         0.00        0.462
       794       7940.000       399.52         0.00        0.463
       795       7950.000       429.39         0.00        0.498
       796       7960.000       499.67         0.00        0.579
       797       7970.000       584.44         0.00        0.678
       798       7980.000       574.06         0.00        0.665
       799       7990.000       619.42         0.00        0.718
       800       8000.000       582.31         0.00        0.675
       801       8010.000       442.75         0.00        0.513
       802       8020.000       369.75         0.00        0.429
       803       8030.000       386.33         0.00        0.448
       804       8040.000       622.23         0.00        0.721
       805       8050.000       831.98         0.00        0.964
       806       8060.000      1022.49         0.00        1.185
       807       8070.000      1213.62         0.00        1.407
       808       8080.000      1322.65         0.00        1.533
       809       8090.000      1327.70         0.00        1.539
       810       8100.000      1278.45         0.00        1.482
       811       8110.000      1188.97         0.00        1.378
       812       8120.000      1044.21         0.00        1.211
       813       8130.000       979.53         0.00        1.136
       814       8140.000       981.24         0.00        1.138
       815       8150.000       926.82         0.00        1.074
       816       8160.000       880.90         0.00        1.021
       817       8170.000       880.40         0.00        1.021
       818       8180.000       833.31         0.00        0.966
       819       8190.000       812.93         0.00        0.942
       820       8200.000       743.09         0.00        0.861
       821       8210.000       556.04         0.00        0.645
       822       8220.000       483.37         0.00        0.560
       823       8230.000       410.30         0.00        0.476
       824       8240.000       381.07         0.00        0.442
       825       8250.000       423.60         0.00        0.491
       826       8260.000       545.38         0.00        0.632
       827       8270.000       620.83         0.00        0.720
       828       8280.000       651.93         0.00        0.756
       829       8290.000       636.98         0.00        0.738
       830       8300.000       626.40         0.00        0.726
       831       8310.000       626.52         0.00        0.726
       832       8320.000       615.80         0.00        0.714
       833       8330.000       667.89         0.00        0.774
       834       8340.000       760.17         0.00        0.881
       835       8350.000       705.34         0.00        0.818
       836       8360.000       546.79         0.00        0.634
       837       8370.000       514.34         0.00        0.596
       838       8380.000       535.07         0.00        0.620
       839       8390.000       488.21         0.00        0.566
       840       8400.000       321.93         0.00        0.373
       841       8410.000       347.80         0.00        0.403
       842       8420.000       402.33         0.00        0.466
       843       8430.000       382.04         0.00        0.443
       844       8440.000       426.67         0.00        0.495
       845       8450.000       460.88         0.00        0.534
       846       8460.000       475.81         0.00        0.552
       847       8470.000       487.53         0.00        0.565
       848       8480.000       499.68         0.00        0.579
       849       8490.000       567.23         0.00        0.658
       850       8500.000       633.88         0.00        0.735
       851       8510.000       619.37         0.00        0.718
       852       8520.000       621.97         0.00        0.721
       853       8530.000       552.56         0.00        0.641
       854       8540.000       438.80         0.00        0.509
       855       8550.000       360.99         0.00        0.418
       856       8560.000       353.08         0.00        0.409
       857       8570.000       313.49         0.00        0.363
       858       8580.000       241.87         0.00        0.280
       859       8590.000       309.06         0.00        0.358
       860       8600.000       458.29         0.00        0.531
       861       8610.000       576.76         0.00        0.669
       862       8620.000       641.11         0.00        0.743
       863       8630.000       701.43         0.00        0.813
       864       8640.000       733.39         0.00        0.850
       865       8650.000       716.36         0.00        0.830
       866       8660.000       633.29         0.00        0.734
       867       8670.000       520.97         0.00        0.604
       868       8680.000       449.65         0.00        0.521
       869       8690.000       365.65         0.00        0.424
       870       8700.000       274.21         0.00        0.318
       871       8710.000       277.56         0.00        0.322
       872       8720.000       340.33         0.00        0.395
       873       8730.000       399.46         0.00        0.463
       874       8740.000       490.53         0.00        0.569
       875       8750.000       449.50         0.00        0.521
       876       8760.000       413.45         0.00        0.479
       877       8770.000       423.56         0.00        0.491
       878       8780.000       354.82         0.00        0.411
       879       8790.000       293.11         0.00        0.340
       880       8800.000       261.13         0.00        0.303
       881       8810.000       253.45         0.00        0.294
       882       8820.000       275.32         0.00        0.319
       883       8830.000       222.30         0.00        0.258
       884       8840.000       267.63         0.00        0.310
       885       8850.000       248.33         0.00        0.288
       886       8860.000       303.01         0.00        0.351
       887       8870.000       412.97         0.00        0.479
       888       8880.000       449.95         0.00        0.522
       889       8890.000       440.85         0.00        0.511
       890       8900.000       494.71         0.00        0.574
       891       8910.000       431.89         0.00        0.501
       892       8920.000       397.30         0.00        0.461
       893       8930.000       323.96         0.00        0.376
       894       8940.000       258.64         0.00        0.300
       895       8950.000       213.02         0.00        0.247
       896       8960.000       207.94         0.00        0.241
       897       8970.000       252.99         0.00        0.293
       898       8980.000       274.73         0.00        0.318
       899       8990.000       447.89         0.00        0.519
       900       9000.000       528.07         0.00        0.612
       901       9010.000       661.75         0.00        0.767
       902       9020.000       825.92         0.00        0.957
       903       9030.000       952.72         0.00        1.104
       904       9040.000       984.60         0.00        1.141
       905       9050.000       977.40         0.00        1.133
       906       9060.000       984.65         0.00        1.141
       907       9070.000      1016.85         0.00        1.179
       908       9080.000      1063.67         0.00        1.233
       909       9090.000      1020.21         0.00        1.183
       910       9100.000       989.10         0.00        1.147
       911       9110.000       902.87         0.00        1.047
       912       9120.000       769.59         0.00        0.892
       913       9130.000       595.35         0.00        0.690
       914       9140.000       512.91         0.00        0.595
       915       9150.000       480.16         0.00        0.557
       916       9160.000       449.68         0.00        0.521
       917       9170.000       432.78         0.00        0.502
       918       9180.000       408.51         0.00        0.474
       919       9190.000       294.60         0.00        0.342
       920       9200.000       275.68         0.00        0.320
       921       9210.000       352.61         0.00        0.409
       922       9220.000       436.96         0.00        0.507
       923       9230.000       498.85         0.00        0.578
       924       9240.000       505.82         0.00        0.586
       925       9250.000       440.73         0.00        0.511
       926       9260.000       415.33         0.00        0.481
       927       9270.000       356.39         0.00        0.413
       928       9280.000       377.45         0.00        0.438
       929       9290.000       337.72         0.00        0.392
       930       9300.000       301.77         0.00        0.350
       931       9310.000       284.62         0.00        0.330
       932       9320.000       341.50         0.00        0.396
       933       9330.000       471.42         0.00        0.547
       934       9340.000       604.93         0.00        0.701
       935       9350.000       653.66         0.00        0.758
       936       9360.000       639.59         0.00        0.741
       937       9370.000       597.25         0.00        0.692
       938       9380.000       520.94         0.00        0.604
       939       9390.000       399.49         0.00        0.463
       940       9400.000       312.45         0.00        0.362
       941       9410.000       298.10         0.00        0.346
       942       9420.000       323.81         0.00        0.375
       943       9430.000       350.86         0.00        0.407
       944       9440.000       474.98         0.00        0.551
       945       9450.000       618.09         0.00        0.717
       946       9460.000       685.94         0.00        0.795
       947       9470.000       634.38         0.00        0.735
       948       9480.000       478.94         0.00        0.555
       949       9490.000       395.30         0.00        0.458
       950       9500.000       356.56         0.00        0.413
       951       9510.000       338.42         0.00        0.392
       952       9520.000       342.38         0.00        0.397
       953       9530.000       375.03         0.00        0.435
       954       9540.000       385.55         0.00        0.447
       955       9550.000       420.71         0.00        0.488
       956       9560.000       539.41         0.00        0.625
       957       9570.000       628.21         0.00        0.728
       958       9580.000       591.52         0.00        0.686
       959       9590.000       509.35         0.00        0.590
       960       9600.000       404.40         0.00        0.469
       961       9610.000       300.62         0.00        0.349
       962       9620.000       288.89         0.00        0.335
       963       9630.000       231.75         0.00        0.269
       964       9640.000       252.65         0.00        0.293
       965       9650.000       306.14         0.00        0.355
       966       9660.000       412.29         0.00        0.478
       967       9670.000       591.79         0.00        0.686
       968       9680.000       658.31         0.00        0.763
       969       9690.000       588.14         0.00        0.682
       970       9700.000       483.88         0.00        0.561
       971       9710.000       364.51         0.00        0.423
       972       9720.000       309.20         0.00        0.358
       973       9730.000       342.87         0.00        0.397
       974       9740.000       361.60         0.00        0.419
       975       9750.000       450.77         0.00        0.523
       976       9760.000       488.03         0.00        0.566
       977       9770.000       489.17         0.00        0.567
       978       9780.000       457.05         0.00        0.530
       979       9790.000       531.65         0.00        0.616
       980       9800.000       637.33         0.00        0.739
       981       9810.000       674.87         0.00        0.782
       982       9820.000       745.76         0.00        0.865
       983       9830.000       828.45         0.00        0.960
       984       9840.000       902.42         0.00        1.046
       985       9850.000       947.75         0.00        1.099
       986       9860.000      1047.05         0.00        1.214
       987       9870.000      1108.40         0.00        1.285
       988       9880.000      1183.25         0.00        1.372
       989       9890.000      1211.75         0.00        1.405
       990       9900.000      1154.54         0.00        1.338
       991       9910.000      1036.94         0.00        1.202
       992       9920.000       809.40         0.00        0.938
       993       9930.000       636.40         0.00        0.738
       994       9940.000       490.80         0.00        0.569
       995       9950.000       375.90         0.00        0.436
       996       9960.000       298.89         0.00        0.346
       997       9970.000       297.80         0.00        0.345
       998       9980.000       319.24         0.00        0.370
       999       9990.000       364.99         0.00        0.423
      1000      10000.000       408.99         0.00        0.474
