0 tt 38         0.00138  0.1
1 gg 11         0.00040  0.0
2 uu 9755       0.35315 35.3
3 tg 90         0.00326  0.3
4 gt 25         0.00091  0.1
5 tu 3          0.00011  0.0
6 ut 8422       0.30489 30.5
7 gu 38         0.00138  0.1
8 ug 9241       0.33454 33.5
