0.10 0.2792
0.30 0.0000
0.50 0.0000
0.70 0.0000
0.90 0.0000
1.10 13.3178
1.30 57.8655
1.50 0.0000
1.70 0.0000
1.90 0.0000
2.10 0.0000
2.30 0.0000
2.50 0.0000
2.70 0.0119
2.90 0.0704
3.10 0.1853
3.30 0.3030
3.50 0.4114
3.70 0.4819
3.90 0.5960
4.10 0.6957
4.30 0.8143
4.50 0.9422
4.70 1.0366
4.90 1.1226
5.10 1.1530
5.30 1.2119
5.50 1.2676
5.70 1.2950
5.90 1.3338
6.10 1.3895
6.30 1.4376
6.50 1.4339
6.70 1.4003
6.90 1.3872
7.10 1.3261
7.30 1.2665
7.50 1.1803
7.70 1.1065
7.90 1.0461
8.10 1.0177
8.30 1.0159
8.50 1.0022
8.70 1.0078
8.90 1.0144
9.10 1.0242
9.30 1.0394
9.50 1.0300
9.70 1.0494
9.90 1.0487
10.10 1.0482
10.30 1.0596
10.50 1.0642
10.70 1.0717
10.90 1.0680
11.10 1.0619
11.30 1.0609
11.50 1.0684
11.70 1.0660
11.90 1.0538
12.10 1.0591
12.30 1.0583
12.50 1.0573
12.70 1.0409
12.90 1.0444
13.10 1.0459
13.30 1.0392
13.50 1.0309
13.70 1.0282
13.90 1.0305
14.10 1.0224
14.30 1.0152
14.50 1.0143
14.70 1.0142
14.90 1.0145
15.10 1.0131
15.30 1.0139
15.50 1.0289
15.70 1.0176
15.90 1.0208
16.10 1.0134
16.30 1.0207
16.50 1.0183
16.70 1.0189
16.90 1.0126
17.10 1.0094
17.30 1.0053
17.50 1.0143
17.70 1.0120
17.90 1.0035
18.10 1.0089
18.30 1.0101
18.50 1.0027
18.70 1.0055
18.90 1.0090
19.10 1.0009
19.30 1.0000
19.50 1.0052
19.70 0.9979
19.90 1.0008
