nmols: 25
#ich idx-head idx-tail (indexes start at 0)
0 1 10
1 19 28
2 37 46
3 55 64
4 73 82
5 91 100
6 109 118
7 127 136
8 145 154
9 163 172
10 181 190
11 199 208
12 217 226
13 235 244
14 253 262
15 271 280
16 289 298
17 307 316
18 325 334
19 343 352
20 361 370
21 379 388
22 397 406
23 415 424
24 433 442
