 Time Density Volume Pressure Temperature "Kin. Energy" Box-X Box-Y Box-Z
0.0 0.0 100.0003662109375 16.87038230895996 -37.06852722167969 0.3231799602508545 0.28617268800735474 2.564729928970337 2.564729928970337 2.564729928970337
0.1 0.1 100.00251770019531 16.870019912719727 -47.3497428894043 3.0080149173736572 2.663567543029785 2.564711570739746 2.564711570739746 2.564711570739746
0.2 0.2 100.0198974609375 16.867088317871094 158.60205078125 66.19284057617188 58.61310958862305 2.564563035964966 2.564563035964966 2.564563035964966
0.3 0.3 99.96434783935547 16.876461029052734 2692.1748046875 4357.3232421875 3858.3671875 2.565037965774536 2.565037965774536 2.565037965774536
0.4 0.4 99.79817199707031 16.90456199645996 -790.4778442382812 76.63685607910156 67.8611831665039 2.5664608478546143 2.5664608478546143 2.5664608478546143
0.5 0.5 99.898193359375 16.887636184692383 -33.02047348022461 8.335681915283203 7.381165027618408 2.5656039714813232 2.5656039714813232 2.5656039714813232
0.6 0.6 99.92906188964844 16.88241958618164 -13.292625427246094 8.980154037475586 7.951838493347168 2.5653398036956787 2.5653398036956787 2.5653398036956787
0.7000000000000001 0.7000000000000001 99.94667053222656 16.879446029663086 -5.382086277008057 28.85463523864746 25.550495147705078 2.5651891231536865 2.5651891231536865 2.5651891231536865
0.8 0.8 99.95283508300781 16.87840461730957 125.71163940429688 398.2416687011719 352.63909912109375 2.565136432647705 2.565136432647705 2.565136432647705
0.9 0.9 99.7667236328125 16.90989112854004 206.052001953125 1123.2037353515625 994.5859375 2.566730499267578 2.566730499267578 2.566730499267578
1.0 1.0 99.60182189941406 16.93788719177246 346.2420959472656 127.18030548095703 112.61691284179688 2.568146228790283 2.568146228790283 2.568146228790283
1.1 1.1 99.5031509399414 16.954683303833008 -67.45171356201172 101.52601623535156 89.9002914428711 2.5689947605133057 2.5689947605133057 2.5689947605133057
1.2 1.2 99.5184555053711 16.952075958251953 121.70928955078125 314.448974609375 278.4414978027344 2.5688631534576416 2.5688631534576416 2.5688631534576416
1.3 1.3 99.41539001464844 16.969650268554688 -272.8371887207031 1164.0145263671875 1030.7235107421875 2.5697505474090576 2.5697505474090576 2.5697505474090576
1.4000000000000001 1.4000000000000001 99.53507232666016 16.94924545288086 -158.913330078125 285.38543701171875 252.70602416992188 2.5687201023101807 2.5687201023101807 2.5687201023101807
1.5 1.5 99.58049011230469 16.94151496887207 -61.736175537109375 152.840576171875 135.33883666992188 2.5683295726776123 2.5683295726776123 2.5683295726776123
1.6 1.6 99.57424926757812 16.942577362060547 303.7951965332031 346.0040283203125 306.3831787109375 2.56838321685791 2.56838321685791 2.56838321685791
1.7 1.7 99.68981170654297 16.922937393188477 22.24590492248535 871.51953125 771.7220458984375 2.5673904418945312 2.5673904418945312 2.5673904418945312
1.8 1.8 99.64013671875 16.931373596191406 -322.0722351074219 366.7034912109375 324.71234130859375 2.567816972732544 2.567816972732544 2.567816972732544
1.9000000000000001 1.9000000000000001 99.59832000732422 16.9384822845459 -8.613517761230469 221.60330200195312 196.22755432128906 2.56817626953125 2.56817626953125 2.56817626953125
2.0 2.0 99.61604309082031 16.935468673706055 -331.97381591796875 394.652587890625 349.46099853515625 2.568023920059204 2.568023920059204 2.568023920059204
2.1 2.1 99.6111068725586 16.936307907104492 104.4803695678711 691.7442016601562 612.53271484375 2.568066358566284 2.568066358566284 2.568066358566284
2.2 2.2 99.59587860107422 16.93889808654785 -307.6653747558594 433.2458801269531 383.6349792480469 2.568197250366211 2.568197250366211 2.568197250366211
2.3000000000000003 2.3000000000000003 99.59507751464844 16.93903350830078 330.1183776855469 336.8858642578125 298.30914306640625 2.568204164505005 2.568204164505005 2.568204164505005
2.4 2.4 99.62273406982422 16.9343318939209 285.44659423828125 458.6044921875 406.08978271484375 2.5679664611816406 2.5679664611816406 2.5679664611816406
2.5 2.5 99.53488159179688 16.949277877807617 -376.6166687011719 547.7841186523438 485.0574951171875 2.5687217712402344 2.5687217712402344 2.5687217712402344
2.6 2.6 99.52291107177734 16.951316833496094 211.5063018798828 517.0072631835938 457.8049011230469 2.5688247680664062 2.5688247680664062 2.5688247680664062
2.7 2.7 99.5656509399414 16.944040298461914 8.1364107131958 352.8681640625 312.4613037109375 2.5684571266174316 2.5684571266174316 2.5684571266174316
2.8000000000000003 2.8000000000000003 99.51448822021484 16.95275115966797 -242.0482940673828 326.392333984375 289.0172119140625 2.568897247314453 2.568897247314453 2.568897247314453
2.9 2.9 99.61913299560547 16.93494415283203 19.692718505859375 584.8801879882812 517.9057006835938 2.567997455596924 2.567997455596924 2.567997455596924
3.0 3.0 99.51309967041016 16.952987670898438 -254.2313232421875 567.0653076171875 502.13079833984375 2.568909168243408 2.568909168243408 2.568909168243408
3.1 3.1 99.4582290649414 16.96234130859375 38.68381118774414 395.52508544921875 350.23358154296875 2.5693814754486084 2.5693814754486084 2.5693814754486084
3.2 3.2 99.40665435791016 16.971141815185547 -166.38888549804688 293.5975036621094 259.97772216796875 2.5698258876800537 2.5698258876800537 2.5698258876800537
3.3000000000000003 3.3000000000000003 99.49903106689453 16.955385208129883 -4.311625003814697 441.3587646484375 390.8188781738281 2.569030284881592 2.569030284881592 2.569030284881592
3.4 3.4 99.4449691772461 16.964603424072266 -335.5844421386719 576.311767578125 510.31842041015625 2.569495677947998 2.569495677947998 2.569495677947998
3.5 3.5 99.45223236083984 16.963363647460938 419.52978515625 437.408447265625 387.3208923339844 2.5694332122802734 2.5694332122802734 2.5694332122802734
