 Time Step CPU E_bond E_angle E_dihed E_impro E_pair E_vdwl E_coul E_long E_tail PotEng Temp Press Lx Ly Lz Density
1160.000000 1160.000000 1160000.000000 2861.918700 26597.484239 42833.465696 10179.199626 0.000000 -6877.997686 -10852.270920 14686.258400 -10711.985166 -1156.925120 72732.153968 502.422330 358.036092 5.083537 5.083537 5.083537 724.399680
1170.000000 1170.000000 1170000.000000 2886.659800 27255.355061 42115.361592 10453.968346 0.000000 -6504.208749 -10314.208520 14521.965272 -10711.965919 -1134.986567 73320.474576 498.990240 742.180051 5.116082 5.116082 5.116082 710.663030
1180.000000 1180.000000 1180000.000000 2911.067900 26832.838423 42651.407304 10224.021563 0.000000 -6564.528222 -10518.944610 14666.820791 -10712.404821 -1124.081055 73143.738232 498.117270 167.242455 5.132574 5.132574 5.132574 703.834630
1190.000000 1190.000000 1190000.000000 2935.494200 26597.306838 40975.646268 10790.026389 0.000000 -6455.497366 -10475.730585 14732.527582 -10712.294363 -1134.366373 71907.483384 506.401650 529.155191 5.117014 5.117014 5.117014 710.274690
1200.000000 1200.000000 1200000.000000 2960.221400 26907.419897 42930.555416 10357.090754 0.000000 -6720.521549 -10643.657098 14635.477610 -10712.342061 -1142.545549 73474.546192 498.229300 504.677361 5.104775 5.104775 5.104775 715.396030
1210.000000 1210.000000 1210000.000000 2984.817500 26976.774718 42380.539328 10287.618363 0.000000 -6300.462174 -10468.266329 14880.080945 -10712.276790 -1129.276118 73344.469816 498.404320 816.949865 5.124691 5.124691 5.124691 707.087480
1220.000000 1220.000000 1220000.000000 3009.701700 27270.572269 42391.677136 10224.206078 0.000000 -6426.595967 -10661.176762 14946.482698 -10711.901904 -1121.797553 73459.856168 499.778480 -355.549070 5.136054 5.136054 5.136054 702.404820
1230.000000 1230.000000 1230000.000000 3034.282600 26695.653013 42459.190160 10336.382046 0.000000 -6992.331343 -10897.369419 14617.168426 -10712.130769 -1136.680878 72498.895968 500.620140 440.562346 5.113539 5.113539 5.113539 711.723900
1240.000000 1240.000000 1240000.000000 3059.015300 26633.349487 42761.605496 10251.543078 0.000000 -6386.043802 -10304.802470 14630.818308 -10712.059641 -1142.185056 73260.455096 496.610530 971.698806 5.105312 5.105312 5.105312 715.170300
1250.000000 1250.000000 1250000.000000 3083.780000 27293.952879 42240.346040 10067.998530 0.000000 -6866.768248 -11073.263524 14918.985450 -10712.490593 -1161.850902 72735.530456 496.198540 -810.212928 5.076343 5.076343 5.076343 727.483920
1260.000000 1260.000000 1260000.000000 3108.591000 27059.513318 42356.000168 10008.396613 0.000000 -6937.383290 -10935.368089 14710.299664 -10712.314865 -1154.731449 72486.528064 499.693150 997.510752 5.086754 5.086754 5.086754 723.026130
1270.000000 1270.000000 1270000.000000 3133.633300 26104.728702 42495.193480 10388.794596 0.000000 -6893.556308 -10947.632230 14766.418819 -10712.342898 -1145.183268 72095.156704 501.656060 344.194216 5.100852 5.100852 5.100852 717.047620
1280.000000 1280.000000 1280000.000000 3158.560800 27104.501778 42295.010000 10403.323536 0.000000 -6964.830748 -11053.428435 14800.998742 -10712.401055 -1146.403866 72838.004984 499.001940 -772.834987 5.099041 5.099041 5.099041 717.811870
1290.000000 1290.000000 1290000.000000 3183.314600 27324.594403 42320.900592 10441.864870 0.000000 -6477.558761 -10449.904008 14684.558859 -10712.213612 -1126.312717 73609.798176 502.805650 -690.103955 5.129182 5.129182 5.129182 705.231960
1300.000000 1300.000000 1300000.000000 3207.807600 27050.675454 42618.353704 10252.802462 0.000000 -6731.475679 -10691.693602 14672.670860 -10712.452937 -1129.337958 73190.356360 504.145420 111.637788 5.124598 5.124598 5.124598 707.126190
1310.000000 1310.000000 1310000.000000 3232.527000 26688.668662 42526.632056 10308.173518 0.000000 -6279.290298 -10175.411433 14608.143957 -10712.022822 -1133.717100 73244.183520 502.479300 1527.837524 5.117991 5.117991 5.117991 709.868170
1320.000000 1320.000000 1320000.000000 3257.210000 27117.785559 42301.122824 10322.893249 0.000000 -6506.078160 -10484.708194 14690.987575 -10712.357542 -1133.809064 73235.723472 501.069040 456.657326 5.117853 5.117853 5.117853 709.925750
1330.000000 1330.000000 1330000.000000 3282.102100 26676.052228 42677.841816 10265.061582 0.000000 -6870.477364 -10696.801430 14538.534330 -10712.210265 -1140.156318 72748.479936 503.014770 403.052733 5.108338 5.108338 5.108338 713.900030
1340.000000 1340.000000 1340000.000000 3306.637200 26754.008516 42371.857528 10225.638679 0.000000 -6494.395177 -10415.772191 14633.391050 -10712.014035 -1136.152774 72857.109128 499.220560 65.971451 5.114331 5.114331 5.114331 711.393230
1350.000000 1350.000000 1350000.000000 3331.482200 27388.674037 42296.022528 10074.184574 0.000000 -6959.464768 -10929.355262 14682.206614 -10712.316120 -1140.664464 72799.415952 497.748140 -1527.332520 5.107579 5.107579 5.107579 714.218210
1360.000000 1360.000000 1360000.000000 3356.329500 27048.172586 42134.532680 10473.181692 0.000000 -6233.841598 -10271.361013 14749.498305 -10711.978890 -1122.223777 73422.045360 499.571450 -515.533312 5.135404 5.135404 5.135404 702.671710
1370.000000 1370.000000 1370000.000000 3380.888000 26743.476970 42507.682720 10313.983839 0.000000 -6447.614710 -10307.411194 14571.880810 -10712.083908 -1130.358436 73117.529656 501.214270 642.066543 5.123055 5.123055 5.123055 707.765150
1380.000000 1380.000000 1380000.000000 3405.280700 26902.856408 42057.555448 10436.346593 0.000000 -6346.505421 -10304.001652 14670.185982 -10712.690170 -1122.242312 73050.250936 500.647090 9.040748 5.135375 5.135375 5.135375 702.683310
1390.000000 1390.000000 1390000.000000 3430.086600 26982.396758 42570.392512 10344.511558 0.000000 -6782.830932 -10640.297765 14569.618940 -10712.152107 -1144.829385 73114.471152 500.812380 937.861008 5.101378 5.101378 5.101378 716.826040
1400.000000 1400.000000 1400000.000000 3454.758100 26861.481669 42550.468304 10128.343525 0.000000 -6707.729387 -10542.011421 14546.449203 -10712.166751 -1138.462467 72832.565784 501.360120 -373.083291 5.110870 5.110870 5.110870 712.839440
1410.000000 1410.000000 1410000.000000 3479.537200 26851.756798 42617.479248 10365.314406 0.000000 -6470.825450 -10390.799569 14632.251746 -10712.277627 -1129.858824 73363.724584 500.565640 1047.043711 5.123810 5.123810 5.123810 707.452340
1420.000000 1420.000000 1420000.000000 3504.153000 26919.466470 42252.149104 10246.269565 0.000000 -6796.286676 -10644.947026 14561.086927 -10712.426578 -1128.340534 72621.600136 499.479010 195.282507 5.126107 5.126107 5.126107 706.501670
1430.000000 1430.000000 1430000.000000 3528.587900 26767.599822 42354.079712 10446.581494 0.000000 -6789.281823 -10653.282390 14576.445973 -10712.445406 -1126.633797 72778.981296 503.492000 -784.569952 5.128694 5.128694 5.128694 705.433020
1440.000000 1440.000000 1440000.000000 3552.903900 26828.321377 42846.394256 10191.508954 0.000000 -6528.037466 -10355.587025 14539.684094 -10712.134953 -1137.258772 73338.185448 498.926010 882.153567 5.112673 5.112673 5.112673 712.085740
1450.000000 1450.000000 1450000.000000 3577.545900 26409.847738 42336.711928 10381.082647 0.000000 -6987.244018 -10912.605455 14637.537812 -10712.176374 -1143.769243 72140.398296 504.683030 387.972371 5.102953 5.102953 5.102953 716.162250
1460.000000 1460.000000 1460000.000000 3602.242500 27118.508136 42111.893056 10429.004928 0.000000 -6781.160679 -10653.704138 14584.345365 -10711.802325 -1134.611555 72878.246696 500.125710 197.968207 5.116646 5.116646 5.116646 710.428220
1470.000000 1470.000000 1470000.000000 3626.911100 26923.251734 42603.533976 10229.382941 0.000000 -6707.344878 -10621.756787 14626.705854 -10712.293945 -1129.762927 73048.824192 499.205140 -884.548647 5.123955 5.123955 5.123955 707.392290
1480.000000 1480.000000 1480000.000000 3651.846300 27078.342573 42724.133592 10366.358314 0.000000 -6843.011496 -10861.421746 14731.037242 -10712.627410 -1142.865918 73325.825912 498.790160 -988.006325 5.104298 5.104298 5.104298 715.596630
1490.000000 1490.000000 1490000.000000 3676.426900 27132.953814 42044.890480 10522.518583 0.000000 -6909.743367 -10959.117310 14761.447809 -10712.073866 -1136.963172 72790.617000 504.776320 -18.490011 5.113116 5.113116 5.113116 711.900680
1500.000000 1500.000000 1500000.000000 3701.197000 27395.990179 41590.995516 10235.269410 0.000000 -6464.422674 -10582.454802 14830.278793 -10712.246666 -1126.351837 72757.831176 501.350850 -450.000051 5.129122 5.129122 5.129122 705.256470
1510.000000 1510.000000 1510000.000000 3725.867900 26873.656272 42190.878608 10536.181854 0.000000 -6706.546152 -10664.043638 14670.135356 -10712.637870 -1130.070409 72894.171000 495.731290 307.198837 5.123490 5.123490 5.123490 707.584800
1520.000000 1520.000000 1520000.000000 3750.538700 27197.030938 41835.325217 10488.028198 0.000000 -6384.539236 -10233.524682 14561.183159 -10712.197713 -1128.287816 73135.847208 500.483110 -634.420862 5.126187 5.126187 5.126187 706.468650
1530.000000 1530.000000 1530000.000000 3775.026400 26742.885352 42203.518472 10382.174253 0.000000 -6385.271854 -10443.384918 14770.346758 -10712.233695 -1120.049227 72943.303712 501.896710 -374.471332 5.138725 5.138725 5.138725 701.310130
1540.000000 1540.000000 1540000.000000 3799.555100 27360.020750 42110.746640 10585.567279 0.000000 -6831.352362 -10756.687022 14637.424426 -10712.089347 -1142.327563 73224.983144 499.282950 204.411241 5.105099 5.105099 5.105099 715.259530
1550.000000 1550.000000 1550000.000000 3824.060300 26931.313047 42687.272552 10421.319757 0.000000 -6458.921970 -10419.616869 14672.918553 -10712.223654 -1141.278341 73580.982968 495.457530 551.490464 5.106663 5.106663 5.106663 714.602570
1560.000000 1560.000000 1560000.000000 3848.681200 27055.423458 42423.170104 10268.281170 0.000000 -6366.485694 -10283.795024 14629.659340 -10712.350010 -1124.808067 73380.389456 500.327880 744.034237 5.131468 5.131468 5.131468 704.289830
1570.000000 1570.000000 1570000.000000 3873.381400 27014.047045 42514.485904 10378.474760 0.000000 -6550.591736 -10598.846877 14760.454946 -10712.199805 -1129.520590 73356.415136 498.466640 -519.651990 5.124321 5.124321 5.124321 707.240540
1580.000000 1580.000000 1580000.000000 3897.870400 27308.812774 41880.760528 10283.638542 0.000000 -6862.602658 -10768.171683 14617.910668 -10712.341224 -1138.069673 72610.608768 500.666010 -1393.974837 5.111458 5.111458 5.111458 712.593500
1590.000000 1590.000000 1590000.000000 3922.392300 27047.419466 42551.531040 10089.205134 0.000000 -6633.898105 -10738.950209 14816.881206 -10711.829102 -1130.671608 73054.259208 502.372140 -149.447252 5.122582 5.122582 5.122582 707.961250
1600.000000 1600.000000 1600000.000000 3946.959100 27413.718206 42281.617016 9967.585877 0.000000 -6589.309635 -10688.008754 14810.947458 -10712.248758 -1136.507033 73073.614392 499.583720 179.537028 5.113799 5.113799 5.113799 711.615070
1610.000000 1610.000000 1610000.000000 3971.493500 27279.326034 42644.825872 10039.505908 0.000000 -6757.466269 -10921.433695 14876.224134 -10712.256707 -1133.141423 73206.192800 496.734770 -737.294179 5.118858 5.118858 5.118858 709.507700
1620.000000 1620.000000 1620000.000000 3996.334900 26923.254245 42785.165600 10471.372112 0.000000 -6318.530360 -10390.200420 14783.717567 -10712.047926 -1126.187992 73861.264944 498.079630 384.627025 5.129371 5.129371 5.129371 705.153870
1630.000000 1630.000000 1630000.000000 4020.863600 27231.953112 42651.921936 10221.774337 0.000000 -7115.465626 -11042.920319 14639.598850 -10712.144576 -1163.399484 72990.185432 499.266130 126.760280 5.074089 5.074089 5.074089 728.453560
1640.000000 1640.000000 1640000.000000 4045.647600 27349.674136 41931.462240 10339.350176 0.000000 -6683.878495 -10630.903011 14659.423479 -10712.398963 -1148.608583 72936.609312 497.851300 196.567359 5.095777 5.095777 5.095777 719.192360
1650.000000 1650.000000 1650000.000000 4070.398200 27153.678422 42930.367136 10115.617889 0.000000 -6541.877301 -10586.227096 14756.767168 -10712.416954 -1132.179312 73657.788656 498.159830 181.584624 5.120307 5.120307 5.120307 708.905290
1660.000000 1660.000000 1660000.000000 4094.995700 26317.913962 42283.847088 10431.932054 0.000000 -6664.017466 -10574.279684 14622.500934 -10712.238298 -1144.031036 72369.673128 505.021290 -75.980264 5.102564 5.102564 5.102564 716.326160
1670.000000 1670.000000 1670000.000000 4119.615800 26845.989154 42871.217928 10227.338638 0.000000 -6229.693162 -10413.322878 14896.116962 -10712.487246 -1128.615758 73714.854232 498.772070 -263.375065 5.125690 5.125690 5.125690 706.673990
1680.000000 1680.000000 1680000.000000 4143.921700 26845.337286 42407.003128 10441.724706 0.000000 -6163.090158 -10193.119376 14741.821083 -10711.792283 -1103.429249 73530.975800 500.495370 -981.300353 5.164397 5.164397 5.164397 690.903650
1690.000000 1690.000000 1690000.000000 4168.398700 26863.199619 42674.528088 10466.644610 0.000000 -6256.420135 -10350.060798 14805.661392 -10712.020730 -1129.400007 73747.953856 495.971060 -88.384995 5.124504 5.124504 5.124504 707.165050
1700.000000 1700.000000 1700000.000000 4192.914500 27236.326647 42603.513056 10182.362730 0.000000 -6905.910823 -10882.035896 14688.312744 -10712.187671 -1133.085232 73116.291192 496.150490 38.920793 5.118942 5.118942 5.118942 709.472520
1710.000000 1710.000000 1710000.000000 4217.733400 26997.668777 42119.131376 10207.494763 0.000000 -6874.679774 -10960.008502 14797.616815 -10712.288506 -1148.146670 72449.616816 499.805530 591.097464 5.096460 5.096460 5.096460 718.903120
1720.000000 1720.000000 1720000.000000 4242.249000 27238.479315 42547.619000 10168.908242 0.000000 -6824.988916 -10770.772039 14658.144430 -10712.361307 -1139.527504 73130.018896 498.146600 225.526966 5.109277 5.109277 5.109277 713.506300
1730.000000 1730.000000 1730000.000000 4266.740800 27322.525834 41913.726264 10401.227770 0.000000 -7031.993153 -10874.501767 14554.964062 -10712.455447 -1140.398655 72605.487552 498.010140 -285.922938 5.107976 5.107976 5.107976 714.051780
1740.000000 1740.000000 1740000.000000 4291.148900 26936.707897 42316.494840 10181.333048 0.000000 -6473.964286 -10610.417729 14848.523962 -10712.070519 -1120.412147 72960.571080 503.782600 145.232355 5.138170 5.138170 5.138170 701.537370
1750.000000 1750.000000 1750000.000000 4315.828200 26789.156626 42677.507096 10364.462544 0.000000 -6859.963809 -10745.933305 14598.265951 -10712.296455 -1138.790744 72971.164968 503.181060 -68.744270 5.110379 5.110379 5.110379 713.044990
1760.000000 1760.000000 1760000.000000 4340.427800 27097.740015 42449.491648 10309.446710 0.000000 -6949.134472 -10924.827756 14688.052918 -10712.359215 -1141.212485 72907.543064 496.373770 -994.375057 5.106761 5.106761 5.106761 714.561340
1770.000000 1770.000000 1770000.000000 4364.932700 27302.482800 42594.630424 10382.840346 0.000000 -6564.156682 -10382.296007 14530.296453 -10712.157128 -1121.777972 73715.795632 500.843080 -1212.302962 5.136084 5.136084 5.136084 702.392560
1780.000000 1780.000000 1780000.000000 4389.752500 26954.646378 42226.358928 10488.937799 0.000000 -6725.311810 -10695.174690 14682.127955 -10712.265075 -1130.090994 72944.630040 500.674040 -217.301362 5.123459 5.123459 5.123459 707.597710
1790.000000 1790.000000 1790000.000000 4414.271300 26897.576200 42354.912328 10284.192504 0.000000 -6252.195969 -10091.220148 14551.197625 -10712.173446 -1114.054308 73284.487992 499.337000 -370.007033 5.147926 5.147926 5.147926 697.556470
1800.000000 1800.000000 1800000.000000 4438.723400 27198.116686 42243.538432 10565.630519 0.000000 -6550.756167 -10505.964169 14667.274755 -10712.066754 -1133.290666 73456.529888 500.710960 -263.186712 5.118633 5.118633 5.118633 709.601150
1810.000000 1810.000000 1810000.000000 4463.447700 26592.352563 42120.696192 10159.703860 0.000000 -7038.756170 -10889.434045 14563.045039 -10712.366746 -1135.106020 71833.995608 500.709820 -1158.271204 5.115903 5.115903 5.115903 710.737820
1820.000000 1820.000000 1820000.000000 4488.483400 26593.355468 42731.786128 10375.039696 0.000000 -6564.142875 -10600.025091 14748.079929 -10712.197713 -1128.742533 73136.039672 500.965270 -238.854537 5.125498 5.125498 5.125498 706.753380
1830.000000 1830.000000 1830000.000000 4513.412900 27233.552237 42439.458416 10304.718371 0.000000 -7277.211535 -11095.538303 14530.380551 -10712.053783 -1155.242357 72700.518744 497.932970 962.784942 5.086004 5.086004 5.086004 723.346040
1840.000000 1840.000000 1840000.000000 4537.820400 26759.056094 42650.198128 10458.287489 0.000000 -6450.006284 -10271.549293 14534.019794 -10712.476786 -1130.057690 73417.535008 498.075720 510.112617 5.123509 5.123509 5.123509 707.576840
1850.000000 1850.000000 1850000.000000 4562.331900 26732.910696 43245.648272 10080.442164 0.000000 -6589.199178 -10589.599818 14712.884121 -10712.483062 -1122.860582 73469.805720 500.259400 -1019.664784 5.134433 5.134433 5.134433 703.070430
1860.000000 1860.000000 1860000.000000 4587.042100 27819.053666 42190.769824 10247.513468 0.000000 -6973.567777 -11014.191302 14752.834626 -10712.211102 -1133.196694 73283.768344 498.288680 -1121.512824 5.118774 5.118774 5.118774 709.542320
1870.000000 1870.000000 1870000.000000 4611.937700 27389.937186 42313.486544 10514.787806 0.000000 -6746.513394 -10671.960185 14637.438233 -10711.991442 -1149.045728 73471.696888 500.177560 499.286699 5.095130 5.095130 5.095130 719.466080
1880.000000 1880.000000 1880000.000000 4636.763100 27142.609650 41914.688584 10373.901230 0.000000 -6179.568005 -10157.391363 14689.953709 -10712.130350 -1123.778677 73251.631040 500.839410 492.552802 5.133034 5.133034 5.133034 703.645300
1890.000000 1890.000000 1890000.000000 4661.534300 26812.035575 41880.898600 10192.033210 0.000000 -6431.261546 -10455.093005 14735.844239 -10712.012780 -1115.195452 72453.704584 503.712620 -363.403308 5.146169 5.146169 5.146169 698.270970
1900.000000 1900.000000 1900000.000000 4686.081000 26893.032794 42565.831952 10038.913872 0.000000 -6341.457006 -10441.057358 14811.703506 -10712.103154 -1125.002037 73156.323704 501.554950 483.735075 5.131173 5.131173 5.131173 704.411290
1910.000000 1910.000000 1910000.000000 4710.439500 27231.616300 41891.111744 10405.684149 0.000000 -7108.600938 -10991.665901 14595.539238 -10712.474275 -1145.168540 72419.810000 501.196130 -44.266440 5.100874 5.100874 5.100874 717.038390
1920.000000 1920.000000 1920000.000000 4735.305600 27224.375888 42171.205440 10077.536376 0.000000 -6939.263579 -10755.582446 14528.477668 -10712.158802 -1146.898080 72533.857472 498.807270 159.343128 5.098309 5.098309 5.098309 718.121320
1930.000000 1930.000000 1930000.000000 4760.312800 26960.095202 42851.431792 10205.438746 0.000000 -7107.930661 -11197.862626 14802.108758 -10712.176374 -1147.569780 72909.036752 501.144700 -455.847597 5.097314 5.097314 5.097314 718.541920
1940.000000 1940.000000 1940000.000000 4785.190800 26449.479842 42728.476584 9994.270592 0.000000 -6589.562767 -10561.957386 14684.692747 -10712.298129 -1132.373450 72582.663832 501.331110 261.827620 5.120014 5.120014 5.120014 709.026840
1950.000000 1950.000000 1950000.000000 4813.156700 26850.230474 42170.431400 10505.222346 0.000000 -6512.455831 -10527.977448 14728.063254 -10712.541638 -1145.921116 73013.427552 499.859390 883.793553 5.099757 5.099757 5.099757 717.509610
1960.000000 1960.000000 1960000.000000 4837.572500 26768.850419 42830.469952 10414.308210 0.000000 -6837.839654 -10741.617090 14616.077239 -10712.299802 -1136.943424 73175.791856 499.539670 -202.504781 5.113145 5.113145 5.113145 711.888310
1970.000000 1970.000000 1970000.000000 4862.302400 27055.395006 41866.773416 10204.194006 0.000000 -6937.255678 -10878.671960 14653.343709 -10711.927426 -1146.085548 72189.104240 503.899330 509.514110 5.099513 5.099513 5.099513 717.612570
1980.000000 1980.000000 1980000.000000 4887.141300 27008.507010 42825.574672 10348.403097 0.000000 -6770.121195 -10571.562176 14513.433259 -10711.992278 -1126.012682 73412.363584 500.380670 -779.340052 5.129637 5.129637 5.129637 705.044100
1990.000000 1990.000000 1990000.000000 4911.952300 26348.116584 42990.943088 10349.967494 0.000000 -6928.373882 -10886.165504 14670.369242 -10712.577620 -1143.716776 72760.655376 504.561130 -259.983383 5.103031 5.103031 5.103031 716.129390
2000.000000 2000.000000 2000000.000000 4936.674000 26668.948633 42763.626368 10355.955217 0.000000 -6653.068774 -10607.956700 14666.904890 -10712.016964 -1143.138882 73135.462280 499.282780 175.534782 5.103891 5.103891 5.103891 715.767540
2010.000000 2010.000000 2010000.000000 4961.210300 26754.335705 42319.059632 10133.755947 0.000000 -6249.609420 -10388.507992 14850.571611 -10711.673039 -1133.406187 72957.541864 496.187160 36.536762 5.118459 5.118459 5.118459 709.673480
2020.000000 2020.000000 2020000.000000 4985.779300 27538.665416 42144.314872 10256.928305 0.000000 -6426.209784 -10375.822522 14661.745181 -10712.132024 -1138.159796 73513.700064 498.624040 -23.606108 5.111323 5.111323 5.111323 712.649930
2030.000000 2030.000000 2030000.000000 5010.226100 27392.179392 41975.360768 10402.180049 0.000000 -6463.777083 -10592.910618 14841.456349 -10712.322814 -1127.467668 73305.943544 496.530050 -63.014802 5.127430 5.127430 5.127430 705.955130
2040.000000 2040.000000 2040000.000000 5034.904800 26466.085719 42682.804040 10292.764683 0.000000 -6810.050362 -10692.943782 14595.276483 -10712.383064 -1140.520493 72631.604080 500.924920 834.754492 5.107794 5.107794 5.107794 714.128040
2050.000000 2050.000000 2050000.000000 5059.615800 26314.491450 42940.525888 10184.586526 0.000000 -6450.181175 -10498.025866 14759.950355 -10712.105246 -1135.128823 72989.423944 499.008680 -1015.046695 5.115868 5.115868 5.115868 710.752110
2060.000000 2060.000000 2060000.000000 5084.482600 27365.551579 42417.814584 10217.450591 0.000000 -6766.652659 -10779.872658 14725.710173 -10712.490174 -1149.343503 73234.162840 499.758670 1190.735936 5.094690 5.094690 5.094690 719.652500
2070.000000 2070.000000 2070000.000000 5109.274000 26610.538738 42178.046280 10323.870631 0.000000 -6658.433499 -10686.653556 14740.567138 -10712.347500 -1141.203071 72454.022568 502.216010 931.388813 5.106776 5.106776 5.106776 714.555450
2080.000000 2080.000000 2080000.000000 5133.826900 26880.782042 42558.024608 10110.997079 0.000000 -6886.659821 -10828.985705 14654.493054 -10712.167588 -1137.724953 72663.147256 496.627790 -262.552479 5.111974 5.111974 5.111974 712.377650
2090.000000 2090.000000 2090000.000000 5158.360700 27187.160463 42004.673872 10227.639468 0.000000 -6774.889700 -10793.381957 14730.492485 -10712.000646 -1139.116761 72644.582848 498.089520 -571.589939 5.109891 5.109891 5.109891 713.249120
2100.000000 2100.000000 2100000.000000 5183.046400 27359.245454 42952.249456 10509.087943 0.000000 -6298.306578 -10267.116345 14680.739286 -10711.929518 -1117.306615 74522.278368 495.735350 -189.004512 5.142926 5.142926 5.142926 699.592870
2110.000000 2110.000000 2110000.000000 5207.832700 27161.779901 42605.592504 10052.865420 0.000000 -6699.212855 -10707.555565 14720.184364 -10711.841654 -1139.393742 73121.023296 500.578860 72.850865 5.109477 5.109477 5.109477 713.422550
2120.000000 2120.000000 2120000.000000 5232.514300 27237.502770 42489.750096 10175.382982 0.000000 -6770.946698 -10882.329613 14823.587322 -10712.204407 -1134.508587 73131.688312 500.366800 480.147237 5.116800 5.116800 5.116800 710.363740
2130.000000 2130.000000 2130000.000000 5257.242800 26972.176920 42218.819360 10408.678219 0.000000 -6656.607602 -10665.219761 14720.595233 -10711.983492 -1128.913742 72943.065224 503.609170 -817.982458 5.125239 5.125239 5.125239 706.860580
2140.000000 2140.000000 2140000.000000 5281.848700 26971.098285 42346.665664 10336.460287 0.000000 -6448.690416 -10459.707538 14723.288055 -10712.270933 -1128.866170 73205.531728 500.048230 -8.853977 5.125311 5.125311 5.125311 706.830790
2150.000000 2150.000000 2150000.000000 5306.442800 27257.553334 41978.653576 10440.249846 0.000000 -6794.540693 -10637.340932 14554.851094 -10712.050854 -1133.854460 72881.916064 497.961590 -45.281771 5.117784 5.117784 5.117784 709.954180
2160.000000 2160.000000 2160000.000000 5331.189200 27058.179877 41956.482560 10375.366885 0.000000 -6403.142974 -10522.697240 14831.771644 -10712.217378 -1136.587910 72986.884256 500.007450 -418.662326 5.113678 5.113678 5.113678 711.665700
2170.000000 2170.000000 2170000.000000 5355.647800 26688.008426 43311.404016 10518.522863 0.000000 -6886.319662 -10957.754162 14783.893295 -10712.458794 -1150.540964 73631.617736 495.832820 1226.974721 5.092922 5.092922 5.092922 720.402300
2180.000000 2180.000000 2180000.000000 5380.389600 27485.915636 41964.386136 10159.123121 0.000000 -6596.173906 -10625.738282 14741.843677 -10712.279301 -1150.760164 73013.251824 496.622410 -252.417395 5.092599 5.092599 5.092599 720.539540
2190.000000 2190.000000 2190000.000000 5404.956800 27161.087030 42321.477984 10346.061312 0.000000 -6741.549496 -10712.529922 14683.118308 -10712.137882 -1140.114812 73087.074320 502.528020 -580.010523 5.108400 5.108400 5.108400 713.874050
2200.000000 2200.000000 2200000.000000 5429.618700 26462.106317 42682.151336 10307.870178 0.000000 -6672.689642 -10679.126958 14718.820798 -10712.383482 -1138.894298 72779.441536 500.176330 -145.727236 5.110224 5.110224 5.110224 713.109820
2210.000000 2210.000000 2210000.000000 5454.172200 27120.769588 42307.009712 10267.056095 0.000000 -6805.486037 -10766.664606 14673.505150 -10712.326580 -1144.610813 72889.346848 496.428290 447.947713 5.101703 5.101703 5.101703 716.689180
2220.000000 2220.000000 2220000.000000 5479.151500 27317.164456 41727.727799 10208.914813 0.000000 -6914.125270 -10853.408968 14651.468022 -10712.184742 -1137.009573 72339.682216 497.892860 -126.505580 5.113046 5.113046 5.113046 711.929730
2230.000000 2230.000000 2230000.000000 5503.651600 26736.069198 42317.963424 10259.969236 0.000000 -6145.831576 -10254.814130 14821.494066 -10712.511513 -1118.851682 73168.172792 503.651750 -22.192304 5.140558 5.140558 5.140558 700.560310
2240.000000 2240.000000 2240000.000000 5528.173700 26901.895343 42151.569928 10390.205022 0.000000 -6584.488830 -10542.646970 14670.465474 -10712.307334 -1135.148362 72859.184392 496.978980 108.050579 5.115839 5.115839 5.115839 710.764340
2250.000000 2250.000000 2250000.000000 5553.034200 26922.902789 42791.357920 10612.298855 0.000000 -6618.624413 -10571.355486 14665.021671 -10712.290598 -1136.494439 73707.933896 494.530010 -32.833412 5.113818 5.113818 5.113818 711.607180
2260.000000 2260.000000 2260000.000000 5578.096200 26378.461462 42350.519128 10375.927541 0.000000 -6814.977859 -10799.816530 14696.837226 -10711.998554 -1146.744193 72289.930272 504.567030 1019.767021 5.098537 5.098537 5.098537 718.024970
2270.000000 2270.000000 2270000.000000 5602.882000 27172.914780 42014.882832 10414.225366 0.000000 -6673.555312 -10833.199830 14872.107496 -10712.462560 -1143.682802 72928.467248 498.985070 105.686606 5.103082 5.103082 5.103082 716.108100
2280.000000 2280.000000 2280000.000000 5627.406700 26901.436358 42787.906120 10304.225914 0.000000 -6928.030794 -10955.929938 14740.502705 -10712.603561 -1149.547975 73065.535088 494.797490 -444.762045 5.094388 5.094388 5.094388 719.780540
2290.000000 2290.000000 2290000.000000 5651.871700 27256.762558 41915.768056 10652.355634 0.000000 -6708.556982 -10622.267654 14625.890811 -10712.180140 -1126.311922 73116.328848 501.107970 -62.397927 5.129183 5.129183 5.129183 705.231460
2300.000000 2300.000000 2300000.000000 5676.412900 27064.687670 42388.790176 10254.971448 0.000000 -6458.040819 -10529.174072 14783.115908 -10711.982655 -1134.637789 73250.409312 498.051160 602.494186 5.116606 5.116606 5.116606 710.444630
2310.000000 2310.000000 2310000.000000 5701.154300 27328.096411 42352.468872 10057.444808 0.000000 -6452.491998 -10574.407296 14834.178281 -10712.262565 -1124.235110 73285.517256 504.520710 236.628680 5.132339 5.132339 5.132339 703.931100
2320.000000 2320.000000 2320000.000000 5725.854800 27160.936825 42021.882664 10394.066854 0.000000 -6683.509048 -10644.435741 14673.241976 -10712.315283 -1141.966860 72893.380224 500.311610 -733.360003 5.105637 5.105637 5.105637 715.033700
