 Time Step CPU E_bond E_angle E_dihed E_impro E_pair E_vdwl E_coul E_long E_tail PotEng Temp Press Lx Ly Lz Density
2330.000000 2330.000000 2330000.000000 5750.519100 27030.210674 42037.727472 10153.327444 0.000000 -6476.602298 -10473.933138 14709.488805 -10712.157965 -1129.135076 72744.664128 499.580960 347.467844 5.124905 5.124905 5.124905 706.999160
2340.000000 2340.000000 2340000.000000 5775.106800 27056.079509 42157.172304 10281.005970 0.000000 -6747.092459 -10669.121341 14634.188938 -10712.160057 -1140.762412 72747.166160 496.991140 365.879488 5.107433 5.107433 5.107433 714.279530
2350.000000 2350.000000 2350000.000000 5799.549700 26970.635534 42320.649552 10235.774001 0.000000 -7018.293063 -10805.879565 14499.680451 -10712.093950 -1140.420495 72508.766024 503.563550 -1033.379630 5.107943 5.107943 5.107943 714.065440
2360.000000 2360.000000 2360000.000000 5824.079300 26811.735582 42523.460584 10414.612805 0.000000 -6030.914250 -10222.460094 14903.790836 -10712.244992 -1124.465104 73718.891792 496.603650 298.349264 5.131989 5.131989 5.131989 704.075100
2370.000000 2370.000000 2370000.000000 5848.535900 26767.763416 42533.795064 10252.014615 0.000000 -6506.369785 -10639.688574 14845.494746 -10712.175956 -1138.717607 73047.200800 503.254930 282.175402 5.110488 5.110488 5.110488 712.999190
2380.000000 2380.000000 2380000.000000 5873.186200 26566.608830 42500.059472 10026.768138 0.000000 -6732.691550 -10819.332380 14798.397968 -10711.757138 -1136.049010 72360.744472 503.281330 -186.601356 5.114487 5.114487 5.114487 711.328260
2390.000000 2390.000000 2390000.000000 5897.815800 26832.118357 43092.936456 10503.508161 0.000000 -6398.529695 -10457.245673 14770.959296 -10712.243318 -1132.618340 74030.030768 500.347270 229.173349 5.119645 5.119645 5.119645 709.180180
2400.000000 2400.000000 2400000.000000 5922.493300 27325.734543 42224.350608 10374.446405 0.000000 -6382.240965 -10401.805162 14731.842243 -10712.278046 -1131.264648 73542.289336 499.588810 543.600468 5.121687 5.121687 5.121687 708.332580
2410.000000 2410.000000 2410000.000000 5947.343300 26656.370692 42030.589568 10310.760486 0.000000 -6528.703558 -10496.775268 14680.122564 -10712.050854 -1131.136199 72469.013840 505.389560 407.430085 5.121881 5.121881 5.121881 708.252150
2420.000000 2420.000000 2420000.000000 5971.817800 26896.133975 43031.833320 10350.155356 0.000000 -6728.451066 -10745.415744 14729.605477 -10712.640798 -1137.480315 73549.669912 499.751970 -708.740683 5.112341 5.112341 5.112341 712.224460
2430.000000 2430.000000 2430000.000000 5996.537200 26377.938462 42247.015336 10153.738313 0.000000 -6465.636034 -10312.274675 14558.924218 -10712.285577 -1134.308927 72313.055240 505.018800 1108.200138 5.117101 5.117101 5.117101 710.238730
2440.000000 2440.000000 2440000.000000 6021.388100 26660.165580 42735.752560 10522.067130 0.000000 -6338.556239 -10388.467407 14761.996750 -10712.085582 -1123.635877 73579.430704 501.933270 259.092767 5.133252 5.133252 5.133252 703.555890
2450.000000 2450.000000 2450000.000000 6045.885800 26991.610345 42063.601328 10388.000054 0.000000 -6750.484428 -10847.012469 14808.655044 -10712.127003 -1136.166413 72692.728136 499.275810 -273.272856 5.114311 5.114311 5.114311 711.401780
2460.000000 2460.000000 2460000.000000 6070.334200 26970.112116 42793.295112 10603.260578 0.000000 -6841.264676 -10721.370296 14592.473622 -10712.368002 -1141.550552 73525.402712 496.868740 -188.560252 5.106257 5.106257 5.106257 714.773020
2470.000000 2470.000000 2470000.000000 6094.938500 27268.512904 42890.970592 10489.601382 0.000000 -6674.641060 -10649.077889 14686.488520 -10712.051691 -1130.772401 73974.446328 497.306420 329.988573 5.122430 5.122430 5.122430 708.024360
2480.000000 2480.000000 2480000.000000 6119.805400 27222.294348 42578.300272 10309.307382 0.000000 -6768.908254 -10637.717910 14580.961346 -10712.151689 -1131.478158 73340.992912 500.118250 -190.571290 5.121364 5.121364 5.121364 708.466270
2490.000000 2490.000000 2490000.000000 6144.427800 26670.167014 42774.094736 10447.155538 0.000000 -6921.835127 -10728.024111 14518.337744 -10712.148760 -1141.891506 72969.583416 496.299960 931.443985 5.105749 5.105749 5.105749 714.986520
2500.000000 2500.000000 2500000.000000 6169.160700 27354.333438 42613.119520 10689.665618 0.000000 -6764.604173 -10764.906908 14712.534338 -10712.231185 -1140.432796 73892.515240 498.700000 -291.624151 5.107925 5.107925 5.107925 714.073130
2510.000000 2510.000000 2510000.000000 6193.752200 27085.684656 43116.115816 10296.390538 0.000000 -6715.495310 -10695.203978 14692.203864 -10712.495195 -1142.817342 73782.697792 495.336480 -509.469568 5.104370 5.104370 5.104370 715.566220
2520.000000 2520.000000 2520000.000000 6218.215800 26800.258452 41852.861616 10332.142818 0.000000 -6394.430630 -10445.887368 14763.878294 -10712.421557 -1141.298675 72590.831000 501.814910 654.361582 5.106633 5.106633 5.106633 714.615320
2530.000000 2530.000000 2530000.000000 6242.795800 27057.553114 42787.563032 10282.425182 0.000000 -6770.262614 -10741.769388 14683.855110 -10712.348337 -1137.036769 73357.281224 493.400580 -175.613217 5.113005 5.113005 5.113005 711.946750
2540.000000 2540.000000 2540000.000000 6267.389000 26769.051251 42757.513544 10355.315902 0.000000 -6211.581881 -10290.576870 14791.186844 -10712.191855 -1124.491212 73670.298816 499.403260 382.913417 5.131950 5.131950 5.131950 704.091440
2550.000000 2550.000000 2550000.000000 6292.012800 26925.909830 42522.284880 10289.654716 0.000000 -6641.123036 -10699.005979 14770.121241 -10712.238298 -1129.180179 73096.726808 497.449530 -815.236764 5.124836 5.124836 5.124836 707.027390
2560.000000 2560.000000 2560000.000000 6316.428300 26882.830947 42577.049256 10680.761229 0.000000 -6311.296642 -10289.684422 14690.872934 -10712.485154 -1123.209862 73829.345208 499.153770 87.858272 5.133900 5.133900 5.133900 703.289130
2570.000000 2570.000000 2570000.000000 6340.769400 27224.856211 42730.564400 10624.537055 0.000000 -6429.931870 -10457.279563 14739.888494 -10712.540801 -1134.996316 74150.023704 501.566760 -132.386270 5.116067 5.116067 5.116067 710.669130
2580.000000 2580.000000 2580000.000000 6364.999800 26914.585415 42337.326976 10262.702643 0.000000 -6197.128671 -10256.080626 14771.124146 -10712.171772 -1123.761774 73317.487200 500.245120 -201.219473 5.133060 5.133060 5.133060 703.634710
2590.000000 2590.000000 2590000.000000 6389.379100 26936.062724 42671.164152 10447.449674 0.000000 -6575.221689 -10638.232961 14775.023215 -10712.011943 -1123.743992 73479.454024 499.662390 -225.454731 5.133087 5.133087 5.133087 703.623590
2600.000000 2600.000000 2600000.000000 6413.822900 26749.450885 42211.894840 10395.009928 0.000000 -6676.660258 -10624.962986 14660.750226 -10712.447498 -1133.580283 72679.694976 499.676480 52.012191 5.118197 5.118197 5.118197 709.782500
2610.000000 2610.000000 2610000.000000 6438.175300 26727.529235 42558.894880 10057.924294 0.000000 -6697.031318 -10699.779601 14715.069842 -10712.321559 -1139.744989 72647.319184 501.489990 228.560738 5.108952 5.108952 5.108952 713.642490
2620.000000 2620.000000 2620000.000000 6463.117200 26757.774953 42492.268864 10298.605129 0.000000 -6456.538345 -10646.816018 14902.720150 -10712.442477 -1134.272819 73092.111856 505.575160 -40.778719 5.117155 5.117155 5.117155 710.216130
2630.000000 2630.000000 2630000.000000 6487.955900 27024.779423 42764.417144 9997.423236 0.000000 -7004.043614 -11062.648298 14770.817458 -10712.212775 -1148.790211 72782.575352 500.032500 -96.193014 5.095508 5.095508 5.095508 719.306060
2640.000000 2640.000000 2640000.000000 6512.394200 27150.005706 42067.002920 10368.890471 0.000000 -6946.621143 -10992.945368 14758.361690 -10712.037047 -1157.945556 72639.277536 497.247010 660.786813 5.082043 5.082043 5.082043 725.038630
2650.000000 2650.000000 2650000.000000 6537.180500 27073.051486 42032.911688 9931.805146 0.000000 -6876.217394 -10964.632658 14801.053553 -10712.638288 -1150.068465 72161.552600 503.868810 -213.724782 5.093620 5.093620 5.093620 720.106440
2660.000000 2660.000000 2660000.000000 6561.807300 26386.790551 43270.890344 10428.903675 0.000000 -7403.294702 -11291.126078 14599.786417 -10711.955041 -1152.737522 72683.289032 499.193310 158.812347 5.089685 5.089685 5.089685 721.777660
2670.000000 2670.000000 2670000.000000 6586.216200 27251.360178 42540.991544 10294.088082 0.000000 -6960.583151 -10927.026866 14678.427207 -10711.983492 -1144.588638 73125.860000 497.117810 -611.684576 5.101735 5.101735 5.101735 716.675280
2680.000000 2680.000000 2680000.000000 6610.896200 26875.385101 42139.260600 10497.651398 0.000000 -6739.484692 -10740.126750 14712.852741 -10712.211102 -1144.011455 72772.809896 496.692330 22.998480 5.102593 5.102593 5.102593 716.313880
2690.000000 2690.000000 2690000.000000 6635.547000 26990.380249 42265.964672 10410.607043 0.000000 -6721.080950 -10665.677909 14656.785886 -10712.188926 -1135.629564 72945.872688 499.056110 399.945298 5.115116 5.115116 5.115116 711.065630
2700.000000 2700.000000 2700000.000000 6660.136600 26993.431640 42492.281416 10254.795302 0.000000 -6778.770778 -10850.474310 14783.948524 -10712.244574 -1145.513888 72961.734232 498.747810 -942.034544 5.100362 5.100362 5.100362 717.254630
2710.000000 2710.000000 2710000.000000 6684.716300 27645.053239 41940.378344 10347.875913 0.000000 -6773.798931 -10697.230290 14635.729069 -10712.297710 -1138.194189 73159.507728 498.158580 12.640828 5.111272 5.111272 5.111272 712.671460
2720.000000 2720.000000 2720000.000000 6709.717800 27249.757706 41542.507558 10252.634266 0.000000 -6527.855043 -10410.889882 14594.838837 -10711.803998 -1139.996740 72517.046160 501.585940 -635.123480 5.108576 5.108576 5.108576 713.800120
2730.000000 2730.000000 2730000.000000 6734.426900 26939.533352 42611.454288 10261.529450 0.000000 -6677.106691 -10562.833097 14597.829978 -10712.103573 -1137.371071 73135.412072 498.244620 354.482767 5.112504 5.112504 5.112504 712.156070
2740.000000 2740.000000 2740000.000000 6759.036900 26655.501257 42687.163768 10499.645074 0.000000 -6825.070504 -10743.407842 14630.292798 -10711.955041 -1147.119874 73017.239176 497.072750 -184.759987 5.097980 5.097980 5.097980 718.260200
2750.000000 2750.000000 2750000.000000 6783.708500 27002.929320 42429.634384 10346.040392 0.000000 -6803.461399 -10805.003435 14713.861922 -10712.319886 -1143.070432 72975.143952 501.140270 -488.893449 5.103993 5.103993 5.103993 715.724690
2760.000000 2760.000000 2760000.000000 6808.309300 27164.398248 41606.866265 10384.873351 0.000000 -6676.277422 -10520.235374 14556.330974 -10712.373022 -1138.766351 72479.858768 500.435940 -360.240499 5.110415 5.110415 5.110415 713.029720
2770.000000 2770.000000 2770000.000000 6832.849900 26608.006581 43022.486264 10346.740375 0.000000 -6808.887629 -10767.693870 14671.030732 -10712.224490 -1126.975839 73168.344336 504.463050 237.375608 5.128175 5.128175 5.128175 705.647170
2780.000000 2780.000000 2780000.000000 6857.265400 26940.203629 41969.812784 10667.333518 0.000000 -5927.102516 -9977.927888 14763.003002 -10712.177630 -1119.025695 73650.244904 498.490090 -97.860545 5.140291 5.140291 5.140291 700.669250
2790.000000 2790.000000 2790000.000000 6882.094900 26989.429644 42490.758440 10422.941057 0.000000 -6158.764738 -10173.680512 14727.260345 -10712.344153 -1115.357791 73744.363984 499.856520 -351.011129 5.145920 5.145920 5.145920 698.372640
2800.000000 2800.000000 2800000.000000 6906.696500 26896.132302 41744.770068 9897.521868 0.000000 -6794.106394 -10758.287820 14676.558214 -10712.376788 -1149.625002 71744.319936 500.071300 699.175664 5.094275 5.094275 5.094275 719.828780
2810.000000 2810.000000 2810000.000000 6931.296100 26830.125518 42438.667640 10396.432488 0.000000 -7239.347590 -11019.037210 14492.032936 -10712.343316 -1154.495471 72425.876800 502.583630 -603.665817 5.087101 5.087101 5.087101 722.878370
2820.000000 2820.000000 2820000.000000 6955.784600 26695.641298 41687.294042 10560.474576 0.000000 -6866.746491 -10937.849619 14783.115490 -10712.012362 -1145.178749 72076.663424 500.457450 447.574563 5.100859 5.100859 5.100859 717.044790
2830.000000 2830.000000 2830000.000000 6980.709500 27349.262012 42234.718560 10237.478562 0.000000 -6632.784742 -10775.592007 14854.656450 -10711.849186 -1143.099218 73188.674392 500.384510 -182.250937 5.103950 5.103950 5.103950 715.742720
2840.000000 2840.000000 2840000.000000 7005.386900 26840.886766 41785.160312 10377.339222 0.000000 -6827.247858 -10656.208680 14541.276524 -10712.316120 -1148.953429 72176.138024 503.821740 -333.431890 5.095267 5.095267 5.095267 719.408280
2850.000000 2850.000000 2850000.000000 7030.052300 26588.971891 42687.172136 10033.369654 0.000000 -6940.633421 -10848.594858 14620.377136 -10712.415699 -1136.592261 72368.878168 497.254510 378.831529 5.113672 5.113672 5.113672 711.668420
2860.000000 2860.000000 2860000.000000 7055.057300 27313.782110 42557.970216 10421.756148 0.000000 -6825.138285 -10815.917399 14702.973898 -10712.194784 -1139.666329 73468.366424 493.270360 -1827.141137 5.109070 5.109070 5.109070 713.593220
2870.000000 2870.000000 2870000.000000 7080.141100 27571.861690 41808.582344 10066.237902 0.000000 -7216.676168 -11261.332650 14756.986410 -10712.329927 -1149.999722 72230.007024 496.850630 -592.367846 5.093721 5.093721 5.093721 720.063390
2880.000000 2880.000000 2880000.000000 7104.828800 27096.835016 42313.009568 10215.282861 0.000000 -6593.800741 -10571.307370 14689.282595 -10711.775966 -1130.250028 73031.326704 499.624600 -227.126614 5.123219 5.123219 5.123219 707.697290
2890.000000 2890.000000 2890000.000000 7129.361900 27153.543697 42344.356096 10163.389546 0.000000 -6924.884426 -10844.585330 14631.647158 -10711.946254 -1137.956914 72736.404912 502.594610 46.963568 5.111627 5.111627 5.111627 712.522900
2900.000000 2900.000000 2900000.000000 7154.085200 26757.697967 42378.225576 10078.646391 0.000000 -6098.150712 -10188.591033 14802.566069 -10712.125748 -1118.101366 73116.416712 502.223710 -591.288573 5.141707 5.141707 5.141707 700.090490
2910.000000 2910.000000 2910000.000000 7178.858400 27197.627994 42072.960936 10320.682005 0.000000 -6529.379274 -10584.002882 14766.838056 -10712.214449 -1135.827049 73061.890824 492.827770 1348.169351 5.114820 5.114820 5.114820 711.189300
2920.000000 2920.000000 2920000.000000 7203.831700 27102.808931 42786.985640 10428.809535 0.000000 -6846.771657 -10858.593362 14724.027786 -10712.206081 -1142.535507 73471.834960 499.131090 -461.090619 5.104789 5.104789 5.104789 715.389730
2930.000000 2930.000000 2930000.000000 7228.582800 26984.812600 42926.396520 10175.714773 0.000000 -6280.273956 -10298.444882 14730.444787 -10712.274280 -1124.428578 73806.651192 498.464780 -857.050805 5.132045 5.132045 5.132045 704.052230
2940.000000 2940.000000 2940000.000000 7253.258000 27042.673136 42365.309568 10224.055454 0.000000 -6900.798394 -10873.700531 14684.776846 -10711.875126 -1142.353713 72731.237672 499.179430 -379.866817 5.105060 5.105060 5.105060 715.275900
2950.000000 2950.000000 2950000.000000 7278.068700 27079.926635 42064.425576 10517.587739 0.000000 -6535.089598 -10326.883530 14504.014657 -10712.220725 -1135.288024 73126.851608 500.791850 108.328462 5.115629 5.115629 5.115629 710.851800
2960.000000 2960.000000 2960000.000000 7302.756700 26412.553950 42546.116944 10176.302206 0.000000 -6763.253996 -10850.230802 14798.847330 -10711.870106 -1144.136348 72371.719104 501.106120 -877.532215 5.102408 5.102408 5.102408 716.392090
2970.000000 2970.000000 2970000.000000 7327.259300 26767.927847 42422.488112 10240.765931 0.000000 -7051.074703 -10828.578183 14489.961019 -10712.457539 -1147.792578 72380.108024 500.137560 242.484343 5.096984 5.096984 5.096984 718.681420
2980.000000 2980.000000 2980000.000000 7351.808900 27284.165666 41467.059997 10368.014342 0.000000 -6666.311971 -10729.274709 14775.261703 -10712.298547 -1135.635547 72452.926360 502.774940 -696.990762 5.115107 5.115107 5.115107 711.069390
2990.000000 2990.000000 2990000.000000 7376.654100 26627.838322 41953.411504 10585.673971 0.000000 -7111.513838 -10969.522918 14570.130225 -10712.120727 -1143.989698 72055.412888 501.850260 -458.523125 5.102626 5.102626 5.102626 716.300280
3000.000000 3000.000000 3000000.000000 7401.543300 26794.869042 43232.606744 10342.042580 0.000000 -6594.319138 -10590.844140 14708.864134 -10712.339132 -1136.673054 73775.200064 495.572560 -264.159311 5.113551 5.113551 5.113551 711.719010
3010.000000 3010.000000 3010000.000000 7426.310200 27007.853888 42186.502144 10254.596143 0.000000 -6490.543805 -10390.833459 14612.380257 -10712.090602 -1137.568388 72958.407952 496.445690 504.251928 5.112209 5.112209 5.112209 712.279630
3020.000000 3020.000000 3020000.000000 7451.333000 27383.007646 42759.450736 10221.755509 0.000000 -6944.493998 -10826.888684 14594.458930 -10712.063825 -1144.762860 73419.719056 493.336110 1038.707906 5.101477 5.101477 5.101477 716.784370
3030.000000 3030.000000 3030000.000000 7476.512200 26893.277140 42595.914912 10104.320670 0.000000 -7156.921954 -11150.416484 14705.853746 -10712.358797 -1162.135539 72436.592024 503.720450 232.957746 5.075928 5.075928 5.075928 727.662150
3040.000000 3040.000000 3040000.000000 7501.224300 26777.596653 42628.608688 10226.147454 0.000000 -7076.868645 -10914.329682 14549.363778 -10711.902741 -1151.847543 72555.484568 499.151380 62.578097 5.090996 5.090996 5.090996 721.220410
3050.000000 3050.000000 3050000.000000 7525.985200 27014.571300 42403.476016 10348.765850 0.000000 -6823.832458 -10860.627623 14748.628033 -10711.833286 -1130.035807 72942.981544 497.434030 -898.757462 5.123543 5.123543 5.123543 707.563140
3060.000000 3060.000000 3060000.000000 7550.759000 27578.042295 42073.509040 10249.707139 0.000000 -6708.999650 -10796.196534 14799.261964 -10712.065080 -1138.509370 73192.260080 498.897720 -762.324008 5.110800 5.110800 5.110800 712.868810
3070.000000 3070.000000 3070000.000000 7575.391800 26782.874769 41980.737208 10400.329047 0.000000 -6303.507290 -10302.984940 14711.777453 -10712.300221 -1127.209934 72860.435408 499.549780 -155.442348 5.127820 5.127820 5.127820 705.793760
3080.000000 3080.000000 3080000.000000 7600.149400 27389.107499 42208.359360 10164.786165 0.000000 -7080.879427 -11016.218031 14647.290298 -10711.951694 -1137.458558 72681.376944 504.690430 -402.303587 5.112373 5.112373 5.112373 712.210840
3090.000000 3090.000000 3090000.000000 7624.527900 27122.303024 42150.582504 10403.035258 0.000000 -7044.246415 -10935.507416 14603.593857 -10712.333274 -1146.057850 72631.675208 497.951830 -206.115761 5.099554 5.099554 5.099554 717.595230
3100.000000 3100.000000 3100000.000000 7648.919400 26369.506029 42683.306120 10315.170003 0.000000 -6696.436771 -10600.841808 14616.739566 -10712.334530 -1136.447411 72671.544544 503.637630 -467.626082 5.113889 5.113889 5.113889 711.577710
3110.000000 3110.000000 3110000.000000 7673.660200 27101.972131 42379.208816 10482.599458 0.000000 -7032.573892 -10916.169805 14595.908686 -10712.312773 -1136.914471 72931.203584 499.560240 -324.454718 5.113188 5.113188 5.113188 711.870180
3120.000000 3120.000000 3120000.000000 7698.063100 26891.239114 42165.925232 10296.144100 0.000000 -6566.126510 -10592.863757 14739.160896 -10712.423649 -1135.779561 72787.181936 499.394240 -272.001653 5.114891 5.114891 5.114891 711.159560
3130.000000 3130.000000 3130000.000000 7722.760300 26944.496831 42121.938840 10156.984678 0.000000 -6494.835334 -10427.941774 14645.378210 -10712.271770 -1126.363929 72728.585016 503.233420 -266.380841 5.129104 5.129104 5.129104 705.264030
3140.000000 3140.000000 3140000.000000 7747.378300 26636.933502 42201.196352 10112.212113 0.000000 -6960.012454 -10778.021238 14530.323649 -10712.315283 -1142.797970 71990.330768 504.588630 711.131689 5.104399 5.104399 5.104399 715.554070
3150.000000 3150.000000 3150000.000000 7772.708600 27226.469562 41828.458018 10224.203567 0.000000 -6980.956302 -10923.720251 14655.034882 -10712.271351 -1138.301718 72298.172752 505.363230 -459.560318 5.111111 5.111111 5.111111 712.738790
3160.000000 3160.000000 3160000.000000 7797.291100 27384.407194 42367.807416 10159.542776 0.000000 -7138.826154 -10983.203342 14556.825942 -10712.448334 -1138.267576 72772.931232 499.310080 162.562770 5.111162 5.111162 5.111162 712.717400
3170.000000 3170.000000 3170000.000000 7821.726100 27168.238323 42078.027760 10294.518616 0.000000 -6476.362974 -10487.867950 14723.315251 -10711.810274 -1133.397651 73064.422144 505.273030 -437.670784 5.118472 5.118472 5.118472 709.668150
3180.000000 3180.000000 3180000.000000 7846.185400 26879.586674 43014.151736 10420.780021 0.000000 -7082.071867 -10785.366668 14415.846898 -10712.552098 -1136.120640 73232.443216 496.714450 1064.134300 5.114379 5.114379 5.114379 711.373130
3190.000000 3190.000000 3190000.000000 7870.676500 27082.309423 42126.428272 10561.327275 0.000000 -7226.918182 -11183.188501 14668.327868 -10712.057549 -1158.257431 72543.145952 503.811630 492.737608 5.081587 5.081587 5.081587 725.233900
3200.000000 3200.000000 3200000.000000 7895.371700 27077.832125 41981.452672 10278.936145 0.000000 -6704.619838 -10596.147778 14603.898034 -10712.369675 -1123.215804 72633.599848 503.277180 -635.308287 5.133891 5.133891 5.133891 703.292870
3210.000000 3210.000000 3210000.000000 7920.041800 26717.395169 42343.201312 10189.676362 0.000000 -6529.652071 -10328.688507 14511.046706 -10712.010688 -1122.852005 72720.622864 500.969820 71.035144 5.134446 5.134446 5.134446 703.065060
3220.000000 3220.000000 3220000.000000 7944.682200 26948.836058 42526.548376 10234.547670 0.000000 -6844.301423 -10866.669738 14734.735479 -10712.367165 -1137.919300 72865.631936 503.362860 601.023626 5.111683 5.111683 5.111683 712.499330
3230.000000 3230.000000 3230000.000000 7969.316200 26721.935227 42833.997064 10431.545034 0.000000 -6635.644925 -10579.882897 14656.539030 -10712.301058 -1139.029441 73351.833656 496.077170 193.371822 5.110022 5.110022 5.110022 713.194450
3240.000000 3240.000000 3240000.000000 7993.907600 27001.349023 43039.653216 10387.480402 0.000000 -6605.551923 -10621.357215 14728.125596 -10712.320722 -1122.955810 73822.931136 497.407380 -744.330299 5.134288 5.134288 5.134288 703.130060
3250.000000 3250.000000 3250000.000000 8018.535100 26784.749619 42059.626528 10263.708058 0.000000 -6643.735107 -10627.990529 14696.848522 -10712.593519 -1143.343521 72464.348680 505.553100 348.104216 5.103587 5.103587 5.103587 715.895680
3260.000000 3260.000000 3260000.000000 8043.200400 26653.225998 42719.983064 10406.974494 0.000000 -6557.618346 -10671.886965 14826.609006 -10712.340387 -1148.539715 73222.564792 499.797060 -601.375781 5.095879 5.095879 5.095879 719.149240
3270.000000 3270.000000 3270000.000000 8067.715900 27310.037849 42263.567240 10074.419296 0.000000 -6812.940670 -10893.359055 14792.559614 -10712.141229 -1143.655397 72835.080368 500.462140 -1542.775869 5.103123 5.103123 5.103123 716.090940
3280.000000 3280.000000 3280000.000000 8095.583800 26579.213548 42101.399584 10281.539848 0.000000 -6841.542075 -10815.851292 14686.541657 -10712.232440 -1144.554789 72120.607976 503.767120 497.581642 5.101786 5.101786 5.101786 716.654100
3290.000000 3290.000000 3290000.000000 8120.238800 26700.826529 42421.099024 10163.976979 0.000000 -6351.342125 -10479.358113 14840.388592 -10712.372604 -1133.961362 72934.559152 497.369540 734.237751 5.117623 5.117623 5.117623 710.021120
3300.000000 3300.000000 3300000.000000 8144.673300 26789.395114 42270.508496 10436.098900 0.000000 -6600.789694 -10618.341388 14729.750662 -10712.198968 -1138.678027 72895.212816 503.238350 -378.839523 5.110548 5.110548 5.110548 712.974410
3310.000000 3310.000000 3310000.000000 8169.419800 26862.697958 42226.806616 10273.832920 0.000000 -6656.156148 -10602.015002 14657.619757 -10711.760485 -1140.283804 72707.179672 493.510510 553.873395 5.108147 5.108147 5.108147 713.979860
3320.000000 3320.000000 3320000.000000 8194.292200 26651.424367 42624.495816 10319.468645 0.000000 -6372.962108 -10416.092267 14755.506110 -10712.375951 -1131.998271 73222.426720 498.622460 573.766816 5.120580 5.120580 5.120580 708.791920
3330.000000 3330.000000 3330000.000000 8218.645400 27003.846034 42363.271960 10259.183062 0.000000 -6561.220770 -10747.741630 14898.816897 -10712.296037 -1139.573445 73065.079032 498.461490 -789.889160 5.109209 5.109209 5.109209 713.535070
3340.000000 3340.000000 3340000.000000 8243.081100 27261.067058 42403.271000 10049.472196 0.000000 -6472.899040 -10409.936348 14648.819968 -10711.782660 -1122.582764 73240.911632 498.187090 -755.969876 5.134856 5.134856 5.134856 702.896480
3350.000000 3350.000000 3350000.000000 8267.580300 26780.789463 42418.994472 10306.255154 0.000000 -6910.131642 -10798.795634 14600.889319 -10712.224909 -1140.375392 72595.906192 498.131440 -655.761407 5.108011 5.108011 5.108011 714.037190
3360.000000 3360.000000 3360000.000000 8292.312800 27127.889919 41913.763920 10219.774803 0.000000 -6700.127896 -10780.578917 14792.194351 -10711.743330 -1147.508777 72561.300328 502.212510 -254.322143 5.097404 5.097404 5.097404 718.503710
3370.000000 3370.000000 3370000.000000 8316.897000 27117.677194 42608.902048 10408.198314 0.000000 -6670.059580 -10773.301686 14815.165766 -10711.924079 -1141.206962 73464.717976 494.496820 579.873967 5.106770 5.106770 5.106770 714.557870
3380.000000 3380.000000 3380000.000000 8341.295000 27062.928717 42283.223672 10117.022458 0.000000 -6888.228402 -10747.247499 14571.016396 -10711.997299 -1138.152307 72574.944352 499.735390 -374.916027 5.111334 5.111334 5.111334 712.645230
3390.000000 3390.000000 3390000.000000 8365.799000 26914.776206 42811.830232 10247.240671 0.000000 -6601.993431 -10575.406435 14685.587705 -10712.174701 -1127.196336 73371.854096 499.458970 395.278674 5.127841 5.127841 5.127841 705.785240
3400.000000 3400.000000 3400000.000000 8390.400600 26604.143912 42294.512104 10256.878515 0.000000 -6387.745017 -10482.633348 14807.165958 -10712.277627 -1126.988684 72767.789096 504.056710 227.209589 5.128156 5.128156 5.128156 705.655200
3410.000000 3410.000000 3410000.000000 8415.108200 26758.562800 43003.562032 10297.841967 0.000000 -6701.197326 -10481.248026 14492.313682 -10712.262983 -1139.405290 73358.766544 496.383840 1321.669925 5.109460 5.109460 5.109460 713.429770
3420.000000 3420.000000 3420000.000000 8439.418600 26457.135725 42840.620336 10396.918669 0.000000 -6550.466634 -10579.757795 14741.367119 -10712.075958 -1132.244332 73144.206840 501.634920 542.732143 5.120209 5.120209 5.120209 708.946010
3430.000000 3430.000000 3430000.000000 8463.935600 26721.322271 42982.269656 10579.137308 0.000000 -7025.599582 -11012.330258 14698.638019 -10711.907762 -1139.049984 73257.128816 502.104460 -743.174555 5.109991 5.109991 5.109991 713.207300
3440.000000 3440.000000 3440000.000000 8488.299400 27337.732163 42285.441192 10441.731819 0.000000 -6777.407213 -10612.607216 14547.756285 -10712.556282 -1147.523672 73287.496288 498.914930 -526.441677 5.097382 5.097382 5.097382 718.513050
3450.000000 3450.000000 3450000.000000 8512.701100 26826.230632 42225.685304 10464.162243 0.000000 -6672.105556 -10474.067445 14514.169225 -10712.207336 -1132.403617 72843.971368 503.010410 -546.868878 5.119969 5.119969 5.119969 709.045740
3460.000000 3460.000000 3460000.000000 8537.255600 26933.978255 42138.122552 10177.823509 0.000000 -6747.177813 -10727.682697 14692.743600 -10712.238716 -1144.979968 72502.745248 501.684640 1196.887478 5.101154 5.101154 5.101154 716.920310
3470.000000 3470.000000 3470000.000000 8561.857400 27018.841909 42225.400792 10394.755122 0.000000 -6466.368653 -10518.815743 14764.480790 -10712.033700 -1132.978749 73172.628752 497.575530 664.150134 5.119102 5.119102 5.119102 709.405840
3480.000000 3480.000000 3480000.000000 8586.517500 26462.156943 42450.914208 10282.676222 0.000000 -6518.584973 -10499.990254 14693.670356 -10712.265494 -1133.280165 72677.159472 502.249050 -225.967091 5.118649 5.118649 5.118649 709.594570
3490.000000 3490.000000 3490000.000000 8611.061500 26768.214033 42443.972952 10402.256616 0.000000 -6765.310014 -10806.344826 14753.371852 -10712.337040 -1133.159958 72849.134424 496.969700 -251.783475 5.118830 5.118830 5.118830 709.519310
