 Time Density Pressure Temperature Box-X Box-Y Box-Z
2850.0 2850.0 711.66842 378.8315288625 497.25451 5.1136717 5.1136717 5.1136717
2860.0 2860.0 713.59322 -1827.141137325 493.27036 5.1090698 5.1090698 5.1090698
2870.0 2870.0 720.06339 -592.3678463325 496.85063 5.0937211 5.0937211 5.0937211
2880.0 2880.0 707.6972900000001 -227.126614155 499.6246 5.123218700000001 5.123218700000001 5.123218700000001
2890.0 2890.0 712.5228999999999 46.9635680535 502.59461 5.1116267 5.1116267 5.1116267
2900.0 2900.0 700.09049 -591.2885729625 502.22371 5.1417073 5.1417073 5.1417073
2910.0 2910.0 711.1893 1348.169351025 492.82777 5.1148198 5.1148198 5.1148198
2920.0 2920.0 715.38973 -461.090619045 499.13109 5.1047895 5.1047895 5.1047895
2930.0 2930.0 704.0522299999999 -857.050804785 498.46478 5.1320449 5.1320449 5.1320449
2940.0 2940.0 715.2759 -379.86681705 499.17943 5.105060300000001 5.105060300000001 5.105060300000001
2950.0 2950.0 710.8518 108.32846241 500.79185 5.1156291000000005 5.1156291000000005 5.1156291000000005
2960.0 2960.0 716.39209 -877.53221472 501.10612 5.1024076 5.1024076 5.1024076
2970.0 2970.0 718.68142 242.48434308 500.13756 5.096984 5.096984 5.096984
2980.0 2980.0 711.06939 -696.9907623 502.77494 5.1151073 5.1151073 5.1151073
2990.0 2990.0 716.30028 -458.52312460499996 501.85026 5.1026256 5.1026256 5.1026256
3000.0 3000.0 711.71901 -264.15931085249997 495.57256 5.1135505000000006 5.1135505000000006 5.1135505000000006
3010.0 3010.0 712.27963 504.25192797 496.44569 5.112208600000001 5.112208600000001 5.112208600000001
3020.0 3020.0 716.78437 1038.70790625 493.33611 5.101476600000001 5.101476600000001 5.101476600000001
3030.0 3030.0 727.66215 232.95774631499998 503.72045 5.075928300000001 5.075928300000001 5.075928300000001
3040.0 3040.0 721.22041 62.578097084999996 499.15138 5.090995800000001 5.090995800000001 5.090995800000001
3050.0 3050.0 707.56314 -898.7574616124999 497.43403 5.1235425 5.1235425 5.1235425
3060.0 3060.0 712.86881 -762.324007725 498.89772 5.110799800000001 5.110799800000001 5.110799800000001
3070.0 3070.0 705.79376 -155.4423481275 499.54978 5.127820400000001 5.127820400000001 5.127820400000001
3080.0 3080.0 712.21084 -402.3035867025 504.69043 5.1123732 5.1123732 5.1123732
3090.0 3090.0 717.59523 -206.11576083 497.95183 5.099554400000001 5.099554400000001 5.099554400000001
3100.0 3100.0 711.57771 -467.626081545 503.63763 5.113889 5.113889 5.113889
3110.0 3110.0 711.87018 -324.4547178075 499.56024 5.1131885 5.1131885 5.1131885
3120.0 3120.0 711.15956 -272.00165307 499.39424 5.1148911 5.1148911 5.1148911
3130.0 3130.0 705.26403 -266.3808412125 503.23342 5.1291039000000005 5.1291039000000005 5.1291039000000005
3140.0 3140.0 715.55407 711.1316894325 504.58863 5.104398700000001 5.104398700000001 5.104398700000001
3150.0 3150.0 712.73879 -459.5603177025 505.36323 5.1111106 5.1111106 5.1111106
3160.0 3160.0 712.7174 162.56276998500002 499.31008 5.1111617 5.1111617 5.1111617
3170.0 3170.0 709.6681500000001 -437.67078411 505.27303 5.118471700000001 5.118471700000001 5.118471700000001
3180.0 3180.0 711.3731300000001 1064.134300425 496.71445 5.1143792 5.1143792 5.1143792
3190.0 3190.0 725.2339 492.7376082825 503.81163 5.0815871 5.0815871 5.0815871
3200.0 3200.0 703.29287 -635.3082870225 503.27718 5.1338913 5.1338913 5.1338913
3210.0 3210.0 703.06506 71.035143627 500.96982 5.134445800000001 5.134445800000001 5.134445800000001
3220.0 3220.0 712.49933 601.02362565 503.36286 5.1116831000000005 5.1116831000000005 5.1116831000000005
3230.0 3230.0 713.1944500000001 193.3718217375 496.07717 5.1100218 5.1100218 5.1100218
3240.0 3240.0 703.13006 -744.3302987925 497.40738 5.1342875 5.1342875 5.1342875
3250.0 3250.0 715.8956800000001 348.10421598749997 505.5531 5.103586700000001 5.103586700000001 5.103586700000001
3260.0 3260.0 719.1492400000001 -601.3757806875 499.79706 5.0958785 5.0958785 5.0958785
3270.0 3270.0 716.0909399999999 -1542.77586855 500.46214 5.1031227 5.1031227 5.1031227
3280.0 3280.0 716.6541 497.581642425 503.76712 5.101785700000001 5.101785700000001 5.101785700000001
3290.0 3290.0 710.02112 734.23775124 497.36954 5.1176234 5.1176234 5.1176234
3300.0 3300.0 712.9744099999999 -378.83952340499997 503.23835 5.1105475 5.1105475 5.1105475
3310.0 3310.0 713.97986 553.873394655 493.51051 5.1081474 5.1081474 5.1081474
3320.0 3320.0 708.79192 573.766815615 498.62246 5.12058 5.12058 5.12058
3330.0 3330.0 713.53507 -789.8891598675 498.46149 5.1092086000000005 5.1092086000000005 5.1092086000000005
3340.0 3340.0 702.89648 -755.969876445 498.18709 5.134856200000001 5.134856200000001 5.134856200000001
3350.0 3350.0 714.03719 -655.7614070175 498.13144 5.1080107 5.1080107 5.1080107
3360.0 3360.0 718.5037100000001 -254.32214283 502.21251 5.0974042 5.0974042 5.0974042
3370.0 3370.0 714.5578700000001 579.8739672075 494.49682 5.106769700000001 5.106769700000001 5.106769700000001
3380.0 3380.0 712.64523 -374.9160268875 499.73539 5.111334200000001 5.111334200000001 5.111334200000001
3390.0 3390.0 705.7852399999999 395.27867378999997 499.45897 5.127841 5.127841 5.127841
3400.0 3400.0 705.6552 227.20958919749998 504.05671 5.128156000000001 5.128156000000001 5.128156000000001
3410.0 3410.0 713.42977 1321.6699251 496.38384 5.10946 5.10946 5.10946
3420.0 3420.0 708.94601 542.732143485 501.63492 5.120209 5.120209 5.120209
3430.0 3430.0 713.2073 -743.174555445 502.10446 5.1099912000000005 5.1099912000000005 5.1099912000000005
3440.0 3440.0 718.51305 -526.4416774050001 498.91493 5.097382100000001 5.097382100000001 5.097382100000001
3450.0 3450.0 709.04574 -546.868878465 503.01041 5.1199689 5.1199689 5.1199689
3460.0 3460.0 716.92031 1196.887478325 501.68464 5.1011541000000005 5.1011541000000005 5.1011541000000005
3470.0 3470.0 709.4058399999999 664.150134165 497.57553 5.1191024 5.1191024 5.1191024
3480.0 3480.0 709.5945700000001 -225.967091385 502.24905 5.1186486 5.1186486 5.1186486
3490.0 3490.0 709.51931 -251.7834753525 496.9697 5.118829600000001 5.118829600000001 5.118829600000001
3500.0 3500.0 703.82608 400.93686443999997 498.94306 5.1325945 5.1325945 5.1325945
3510.0 3510.0 704.86017 240.208279605 500.53209 5.1300833 5.1300833 5.1300833
3520.0 3520.0 712.87563 274.55508360000005 500.62306 5.1107835 5.1107835 5.1107835
3530.0 3530.0 708.5803000000001 2437.64138625 500.04114 5.121089700000001 5.121089700000001 5.121089700000001
3540.0 3540.0 715.12455 -112.34538057750001 497.99458 5.1054204 5.1054204 5.1054204
3550.0 3550.0 710.40499 -810.8222969175 500.50132 5.1167014 5.1167014 5.1167014
3560.0 3560.0 710.51208 -1050.5774207250001 497.92403 5.1164443 5.1164443 5.1164443
3570.0 3570.0 715.94056 334.62199254750004 500.17209 5.10348 5.10348 5.10348
3580.0 3580.0 708.4381199999999 143.10283764 502.66012 5.1214323 5.1214323 5.1214323
3590.0 3590.0 723.03366 -206.5772252775 494.46492 5.0867364 5.0867364 5.0867364
3600.0 3600.0 714.39614 -466.5376179975 500.34911 5.1071550000000006 5.1071550000000006 5.1071550000000006
3610.0 3610.0 710.46339 682.11130764 499.99479 5.1165612000000005 5.1165612000000005 5.1165612000000005
3620.0 3620.0 705.6568199999999 -43.7850311745 500.96412 5.128152 5.128152 5.128152
3630.0 3630.0 712.13211 651.23417562 505.42855 5.1125616 5.1125616 5.1125616
3640.0 3640.0 712.9628700000001 689.627535345 503.22347 5.110575000000001 5.110575000000001 5.110575000000001
3650.0 3650.0 725.01194 -696.5779237200001 499.84053 5.0821056 5.0821056 5.0821056
3660.0 3660.0 714.15713 -113.6492306775 497.66575 5.1077247 5.1077247 5.1077247
3670.0 3670.0 716.90075 -407.019910815 493.31377 5.101200500000001 5.101200500000001 5.101200500000001
3680.0 3680.0 721.14696 -821.691500595 497.10156 5.0911686000000005 5.0911686000000005 5.0911686000000005
3690.0 3690.0 709.20077 -536.610411225 500.81408 5.1195958 5.1195958 5.1195958
3700.0 3700.0 715.1998699999999 196.8950946375 497.93518 5.1052412 5.1052412 5.1052412
3710.0 3710.0 713.74738 -1346.337395025 502.38499 5.108702000000001 5.108702000000001 5.108702000000001
3720.0 3720.0 705.31923 -174.65593913249998 496.44932 5.1289701 5.1289701 5.1289701
3730.0 3730.0 717.7278200000001 475.8677658525 500.58048 5.099240300000001 5.099240300000001 5.099240300000001
3740.0 3740.0 719.74582 402.34097562750003 502.99185 5.0944702 5.0944702 5.0944702
3750.0 3750.0 716.66747 293.5800986475 506.319 5.101754 5.101754 5.101754
3760.0 3760.0 714.25415 -142.75444176 500.01096 5.1074935 5.1074934 5.1074935
3770.0 3770.0 705.64274 77.14478072175001 500.07115 5.1281862 5.1281862 5.1281862
3780.0 3780.0 712.31006 325.7987534025 497.62017 5.112135800000001 5.112135800000001 5.112135800000001
3790.0 3790.0 715.91536 -69.59424335850001 499.98673 5.1035399 5.1035399 5.1035399
3800.0 3800.0 718.38345 513.64921377 502.55354 5.097688600000001 5.097688600000001 5.097688600000001
3810.0 3810.0 709.00644 -291.8251293825 504.69914 5.1200635000000005 5.1200635000000005 5.1200635000000005
3820.0 3820.0 708.70589 650.13958191 502.0611 5.1207872000000005 5.1207872000000005 5.1207872000000005
3830.0 3830.0 714.48531 96.38654818274999 500.74458 5.1069426 5.1069426 5.1069426
3840.0 3840.0 710.53645 -1235.2810407 501.74027 5.1163858 5.1163858 5.1163858
3850.0 3850.0 711.89922 122.70686494499999 496.168 5.113119 5.113119 5.113119
3860.0 3860.0 713.5083500000001 1301.1727895249999 496.15447 5.1092724 5.1092724 5.1092724
3870.0 3870.0 706.58831 -32.488852052999995 498.95396 5.1258976 5.1258976 5.1258976
3880.0 3880.0 705.88121 -1318.4883200999998 498.04698 5.1276086 5.1276086 5.1276086
3890.0 3890.0 711.33625 -71.16281616675 495.96557 5.1144675 5.1144675 5.1144675
3900.0 3900.0 713.08222 107.85930739499999 497.00378 5.110289900000001 5.110289900000001 5.110289900000001
3910.0 3910.0 714.35792 -398.9661843825 498.00116 5.1072461 5.1072461 5.1072461
3920.0 3920.0 716.71081 514.2939346125 497.10939 5.101651100000001 5.101651100000001 5.101651100000001
3930.0 3930.0 710.6282299999999 587.987941485 501.00642 5.1161656 5.1161656 5.1161656
3940.0 3940.0 709.1749699999999 617.199736335 498.83686 5.1196579 5.1196579 5.1196579
3950.0 3950.0 721.85244 -649.6391782649999 504.34552 5.0895095 5.0895095 5.0895095
3960.0 3960.0 711.9109599999999 428.052305835 502.88599 5.1130909 5.1130909 5.1130909
3970.0 3970.0 708.21099 -1407.8076248250002 501.77368 5.121979700000001 5.121979700000001 5.121979700000001
3980.0 3980.0 708.05258 -679.8556206224999 502.61704 5.1223617 5.1223617 5.1223617
3990.0 3990.0 706.9997999999999 574.0052232075 497.40528 5.1249029 5.1249029 5.1249029
4000.0 4000.0 706.41399 -682.8337954199999 501.95777 5.1263192 5.1263192 5.1263192
4010.0 4010.0 716.76523 -373.14609192 499.51655 5.101522 5.101522 5.101522
4020.0 4020.0 711.58983 687.24183822 501.10973 5.11386 5.11386 5.11386
4030.0 4030.0 718.60681 -923.009934735 496.74082 5.0971604 5.0971604 5.0971604
4040.0 4040.0 717.16782 115.79696604 504.89107 5.1005672 5.1005672 5.1005672
4050.0 4050.0 717.23348 -1069.31737815 496.53788 5.100411600000001 5.100411600000001 5.100411600000001
4060.0 4060.0 718.2158400000001 15.384815124 507.08473 5.0980851000000005 5.0980851000000005 5.0980851000000005
4070.0 4070.0 715.92731 399.8945848275 500.2971 5.1035115 5.1035115 5.1035115
4080.0 4080.0 714.6487099999999 -115.4678523075 499.37827 5.106553300000001 5.106553300000001 5.106553300000001
4090.0 4090.0 709.61089 -752.5654881675 497.70103 5.1186093 5.1186093 5.1186093
4100.0 4100.0 709.25612 581.6656363875 499.74323 5.1194626 5.1194626 5.1194626
4110.0 4110.0 712.48253 -692.858141115 494.39759 5.1117233 5.1117233 5.1117233
4120.0 4120.0 712.46175 -257.41472368499996 494.97911 5.111773 5.111773 5.111773
4130.0 4130.0 711.54163 -8.861702824275 501.28691 5.113975400000001 5.113975400000001 5.113975400000001
4140.0 4140.0 711.90438 819.9808610175 505.87839 5.1131067 5.1131067 5.1131067
4150.0 4150.0 703.6325300000001 720.4263330074999 501.88922 5.1330651000000005 5.1330651000000005 5.1330651000000005
4160.0 4160.0 701.42174 -17.83945681875 502.41994 5.138452300000001 5.138452300000001 5.138452300000001
4170.0 4170.0 694.0186 -76.284423054 504.51869 5.156658500000001 5.156658500000001 5.156658500000001
4180.0 4180.0 704.18654 -489.72658392 498.80427 5.1317186 5.1317186 5.1317186
4190.0 4190.0 713.3957800000001 -517.973825565 497.35691 5.1095411 5.1095411 5.1095411
4200.0 4200.0 707.2106 20.37068906775 504.56536 5.124393700000001 5.124393700000001 5.124393700000001
4210.0 4210.0 706.44185 -89.46911677725001 498.93045 5.1262518 5.1262518 5.1262518
4220.0 4220.0 714.77886 -234.4597982475 501.38481 5.1062433 5.1062433 5.1062433
4230.0 4230.0 713.5540299999999 -661.24926021 501.00609 5.1091633000000005 5.1091633000000005 5.1091633000000005
4240.0 4240.0 716.7293999999999 861.7651226625 498.85996 5.1016070000000004 5.1016070000000004 5.1016070000000004
4250.0 4250.0 706.92901 103.22010174 498.66255 5.125074000000001 5.125074000000001 5.125074000000001
4260.0 4260.0 709.19491 -683.344858455 505.05494 5.1196099 5.1196099 5.1196099
4270.0 4270.0 704.66132 -888.8764097325 499.70346 5.1305658 5.1305658 5.1305658
4280.0 4280.0 722.23666 46.95980382975 497.10536 5.0886069 5.0886069 5.0886069
4290.0 4290.0 714.56601 -151.9931742 504.07815 5.106750300000001 5.106750300000001 5.106750300000001
4300.0 4300.0 704.02955 -349.3602406875 502.97392 5.1321 5.1321 5.1321
4310.0 4310.0 712.47587 -320.63991261750004 500.78562 5.111739200000001 5.111739200000001 5.111739200000001
4320.0 4320.0 713.69784 -283.63477632 504.53371 5.1088202 5.1088201 5.1088202
4330.0 4330.0 710.6910899999999 211.63804425749998 502.45055 5.116014700000001 5.116014700000001 5.116014700000001
4340.0 4340.0 713.24125 1412.25994665 501.21328 5.1099101000000005 5.1099101000000005 5.1099101000000005
4350.0 4350.0 712.24614 -1202.86210695 494.91251 5.112288700000001 5.112288700000001 5.112288700000001
4360.0 4360.0 712.25547 80.73186912 500.93834 5.1122664 5.1122664 5.1122664
4370.0 4370.0 708.8062699999999 -114.2550123225 506.80567 5.120545400000001 5.120545400000001 5.120545400000001
4380.0 4380.0 697.271 418.9570394625 496.80139 5.1486283 5.1486283 5.1486283
4390.0 4390.0 714.06602 655.920841905 500.77035 5.1079419 5.1079419 5.1079419
4400.0 4400.0 706.6224599999999 -354.97207514999997 498.70302 5.125815 5.125815 5.125815
4410.0 4410.0 706.85058 -381.54011836499996 499.76772 5.1252635 5.1252635 5.1252635
4420.0 4420.0 715.80436 -377.51333114249996 506.00027 5.1038037 5.1038037 5.1038037
4430.0 4430.0 699.26688 262.5840313425 498.02198 5.1437252 5.1437252 5.1437252
4440.0 4440.0 707.77593 -1837.7047752 502.89813 5.123029 5.123029 5.123029
4450.0 4450.0 712.26511 -1251.112464 496.42843 5.1122433 5.1122433 5.1122433
4460.0 4460.0 710.74757 -51.023737810499995 500.43965 5.1158792 5.1158792 5.1158792
4470.0 4470.0 702.11934 218.1340913325 497.06265 5.13675 5.13675 5.13675
4480.0 4480.0 710.03718 420.519481095 504.42433 5.1175848 5.1175848 5.1175848
4490.0 4490.0 717.0688200000001 307.2984498675 498.94071 5.100802000000001 5.100802000000001 5.100802000000001
4500.0 4500.0 717.87605 22.19832862275 503.62043 5.0988893 5.0988893 5.0988893
4510.0 4510.0 710.76531 -545.2753300575 493.2457 5.115836600000001 5.115836600000001 5.115836600000001
4520.0 4520.0 706.2552800000001 -64.54451439975 505.33878 5.126703200000001 5.126703200000001 5.126703200000001
4530.0 4530.0 709.88224 969.038112945 507.00887 5.117957100000001 5.117957100000001 5.117957100000001
4540.0 4540.0 706.11285 -294.1397976825 498.39577 5.1270478 5.1270478 5.1270478
4550.0 4550.0 721.1189300000001 692.8041855524999 501.38792 5.0912346 5.0912346 5.0912346
4560.0 4560.0 703.59394 -334.7539784925 499.68821 5.133158900000001 5.133158900000001 5.133158900000001
4570.0 4570.0 706.5551 -350.138771325 497.75697 5.1259779000000005 5.1259779000000005 5.1259779000000005
4580.0 4580.0 697.08319 -210.0804763575 500.26536 5.1490907 5.1490907 5.1490907
4590.0 4590.0 722.13556 -463.60345878 502.53344 5.088844300000001 5.088844300000001 5.088844300000001
4600.0 4600.0 705.0166300000001 267.5382766875 499.41746 5.129703800000001 5.129703800000001 5.129703800000001
4610.0 4610.0 707.77409 501.493922265 500.04505 5.123033400000001 5.123033400000001 5.123033400000001
4620.0 4620.0 706.54291 27.616829919 496.04206 5.126007400000001 5.126007400000001 5.126007400000001
4630.0 4630.0 705.66511 94.30520703974999 496.8423 5.128132000000001 5.128132000000001 5.128132000000001
4640.0 4640.0 714.98216 -1172.7954330750001 501.12978 5.1057593 5.1057593 5.1057593
4650.0 4650.0 715.18028 -643.6593111375 505.77374 5.1052878 5.1052878 5.1052878
4660.0 4660.0 720.22992 -375.39056225999997 496.97004 5.0933285 5.0933285 5.0933285
4670.0 4670.0 714.8020899999999 987.59187555 504.85071 5.106188 5.106188 5.106188
4680.0 4680.0 707.37537 498.74706231 500.81697 5.1239958 5.1239958 5.1239958
4690.0 4690.0 718.36264 185.1480212925 498.09238 5.097737800000001 5.097737800000001 5.097737800000001
4700.0 4700.0 713.1938700000001 99.48549630075 504.00926 5.1100232000000005 5.1100232000000005 5.1100232000000005
4710.0 4710.0 704.7350100000001 -457.897219815 502.71102 5.130387000000001 5.130387000000001 5.130387000000001
4720.0 4720.0 712.06647 1069.909420125 503.85193 5.1127187 5.1127187 5.1127187
4730.0 4730.0 708.36775 -883.7095642725001 497.71953 5.121601900000001 5.121601900000001 5.121601900000001
4740.0 4740.0 709.53533 771.1135563075 496.37478 5.118791000000001 5.118791000000001 5.118791000000001
4750.0 4750.0 710.1921 -779.4331798049999 501.90648 5.1172126 5.1172126 5.1172126
4760.0 4760.0 703.36449 192.884154645 494.66658 5.1337171 5.1337171 5.1337171
4770.0 4770.0 711.43787 227.4902391825 500.86853 5.114224 5.114224 5.114224
4780.0 4780.0 708.1749699999999 -574.5864436725 496.03968 5.1220665 5.1220665 5.1220665
4790.0 4790.0 705.61476 -1341.1146992249999 502.51555 5.128253900000001 5.128253900000001 5.128253900000001
4800.0 4800.0 703.3349800000001 -39.15330026475 509.29896 5.1337888000000005 5.1337888000000005 5.1337888000000005
4810.0 4810.0 700.16495 144.2061149025 500.55168 5.141525000000001 5.141525000000001 5.141525000000001
4820.0 4820.0 708.9112600000001 -532.9948109850001 499.6758 5.1202926 5.1202926 5.1202926
4830.0 4830.0 710.59461 852.6523371975 499.13779 5.1162462 5.1162462 5.1162462
4840.0 4840.0 716.29911 639.0821974425 497.12964 5.1026283 5.1026283 5.1026283
4850.0 4850.0 710.02997 1303.31490135 502.2002 5.1176021 5.1176021 5.1176021
4860.0 4860.0 717.00661 564.2974168124999 500.23945 5.1009495000000005 5.1009495000000005 5.1009495000000005
4870.0 4870.0 713.33308 122.04073413 497.78305 5.1096908 5.1096908 5.1096908
4880.0 4880.0 708.67631 226.6321380225 496.91632 5.1208584 5.1208584 5.1208584
4890.0 4890.0 711.4633500000001 -397.7829110325 501.04157 5.1141630000000005 5.1141630000000005 5.1141630000000005
4900.0 4900.0 717.71461 -1581.038113725 495.5533 5.099271600000001 5.099271600000001 5.099271600000001
4910.0 4910.0 707.6913000000001 304.8280450425 504.62837 5.1232332000000005 5.1232332000000005 5.1232332000000005
4920.0 4920.0 705.96321 -410.95470507 499.24735 5.1274101000000005 5.1274101000000005 5.1274101000000005
4930.0 4930.0 715.20156 -159.0355352775 492.69144 5.1052372 5.1052372 5.1052372
4940.0 4940.0 707.53068 553.0900206824999 501.76369 5.1236208 5.1236208 5.1236208
4950.0 4950.0 718.36736 128.6978778225 500.90142 5.0977266000000006 5.0977266000000006 5.0977266000000006
4960.0 4960.0 698.0146900000001 -354.380479005 506.21558 5.1467992 5.1467991 5.1467992
4970.0 4970.0 705.56108 456.770688465 504.02539 5.1283840000000005 5.1283840000000005 5.1283840000000005
4980.0 4980.0 705.05956 994.1635718699999 494.9733 5.1295997 5.1295997 5.1295997
4990.0 4990.0 707.4391899999999 167.45465992500002 499.34286 5.1238417 5.1238417 5.1238417
5000.0 5000.0 706.95858 484.94311172999994 500.65057 5.125002500000001 5.125002500000001 5.125002500000001
