# # of beads(n)  # of segments(m)      <Ree2>/m          <Ree2>/n       Ree(ilength)         Count
# -------------  ----------------      --------          --------       ------------         -----
     351           350              0.2104316733E+02  0.2098321529E+02   0.7365108567E+04   2265000
     352           351              0.2104547064E+02  0.2098568237E+02   0.7386960194E+04   2249900
     353           352              0.2104784294E+02  0.2098821732E+02   0.7408840715E+04   2234800
     354           353              0.2105026559E+02  0.2099080157E+02   0.7430743754E+04   2219700
     355           354              0.2105277502E+02  0.2099347143E+02   0.7452682359E+04   2204600
     356           355              0.2105532239E+02  0.2099617823E+02   0.7474639450E+04   2189500
     357           356              0.2105799903E+02  0.2099901304E+02   0.7496647654E+04   2174400
     358           357              0.2106070665E+02  0.2100187786E+02   0.7518672274E+04   2159300
     359           358              0.2106345444E+02  0.2100478186E+02   0.7540716688E+04   2144200
     360           359              0.2106625443E+02  0.2100773705E+02   0.7562785339E+04   2129100
     361           360              0.2106907083E+02  0.2101070776E+02   0.7584865500E+04   2114000
     362           361              0.2107193736E+02  0.2101372758E+02   0.7606969385E+04   2098900
     363           362              0.2107481453E+02  0.2101675719E+02   0.7629082860E+04   2083800
     364           363              0.2107775082E+02  0.2101984491E+02   0.7651223549E+04   2068700
     365           364              0.2108069345E+02  0.2102293812E+02   0.7673372415E+04   2053600
     366           365              0.2108368364E+02  0.2102607795E+02   0.7695544528E+04   2038500
     367           366              0.2108671357E+02  0.2102925659E+02   0.7717737168E+04   2023400
     368           367              0.2108972776E+02  0.2103241871E+02   0.7739930087E+04   2008300
     369           368              0.2109275801E+02  0.2103559606E+02   0.7762134947E+04   1993200
     370           369              0.2109577618E+02  0.2103876057E+02   0.7784341411E+04   1978100
     371           370              0.2109878212E+02  0.2104191208E+02   0.7806549384E+04   1963000
     372           371              0.2110178354E+02  0.2104505831E+02   0.7828761692E+04   1947900
     373           372              0.2110476332E+02  0.2104818218E+02   0.7850971954E+04   1932800
     374           373              0.2110777588E+02  0.2105133798E+02   0.7873200403E+04   1917700
     375           374              0.2111081018E+02  0.2105451468E+02   0.7895443007E+04   1902600
     376           375              0.2111384622E+02  0.2105769237E+02   0.7917692331E+04   1887500
     377           376              0.2111688044E+02  0.2106086749E+02   0.7939947045E+04   1872400
     378           377              0.2111990214E+02  0.2106402939E+02   0.7962203108E+04   1857300
     379           378              0.2112290569E+02  0.2106717243E+02   0.7984458352E+04   1842200
     380           379              0.2112591324E+02  0.2107031874E+02   0.8006721119E+04   1827100
     381           380              0.2112883091E+02  0.2107337466E+02   0.8028955747E+04   1812000
     382           381              0.2113176568E+02  0.2107644692E+02   0.8051202723E+04   1796900
     383           382              0.2113460302E+02  0.2107942129E+02   0.8073418354E+04   1781800
     384           383              0.2113744281E+02  0.2108239739E+02   0.8095640596E+04   1766700
     385           384              0.2114021965E+02  0.2108530999E+02   0.8117844345E+04   1751600
     386           385              0.2114296027E+02  0.2108818576E+02   0.8140039702E+04   1736500
     387           386              0.2114562368E+02  0.2109098383E+02   0.8162210742E+04   1721400
     388           387              0.2114826641E+02  0.2109376057E+02   0.8184379102E+04   1706300
     389           388              0.2115080101E+02  0.2109642877E+02   0.8206510791E+04   1691200
     390           389              0.2115323554E+02  0.2109899647E+02   0.8228608625E+04   1676100
     391           390              0.2115564007E+02  0.2110153357E+02   0.8250699626E+04   1661000
     392           391              0.2115795156E+02  0.2110397720E+02   0.8272759061E+04   1645900
     393           392              0.2116023818E+02  0.2110639534E+02   0.8294813368E+04   1630800
     394           393              0.2116241481E+02  0.2110870309E+02   0.8316829019E+04   1615700
     395           394              0.2116460521E+02  0.2111102393E+02   0.8338854451E+04   1600600
     396           395              0.2116662814E+02  0.2111317706E+02   0.8360818116E+04   1585500
     397           396              0.2116860909E+02  0.2111528766E+02   0.8382769201E+04   1570400
     398           397              0.2117047485E+02  0.2111728270E+02   0.8404678515E+04   1555300
     399           398              0.2117226670E+02  0.2111920338E+02   0.8426562148E+04   1540200
     400           399              0.2117398598E+02  0.2112105102E+02   0.8448420408E+04   1525100
     401           400              0.2117574131E+02  0.2112293397E+02   0.8470296523E+04   1510000
     402           401              0.2117746401E+02  0.2112478375E+02   0.8492163067E+04   1494900
     403           402              0.2117915275E+02  0.2112659902E+02   0.8514019406E+04   1479800
     404           403              0.2118085819E+02  0.2112843033E+02   0.8535885852E+04   1464700
     405           404              0.2118254639E+02  0.2113024380E+02   0.8557748740E+04   1449600
     406           405              0.2118429346E+02  0.2113211540E+02   0.8579638852E+04   1434500
     407           406              0.2118603948E+02  0.2113398533E+02   0.8601532028E+04   1419400
     408           407              0.2118779376E+02  0.2113586290E+02   0.8623432062E+04   1404300
     409           408              0.2118952358E+02  0.2113771546E+02   0.8645325621E+04   1389200
     410           409              0.2119126233E+02  0.2113957633E+02   0.8667226294E+04   1374100
     411           410              0.2119300171E+02  0.2114143723E+02   0.8689130701E+04   1359000
     412           411              0.2119481834E+02  0.2114337461E+02   0.8711070338E+04   1343900
     413           412              0.2119664942E+02  0.2114532581E+02   0.8733019561E+04   1328800
     414           413              0.2119856123E+02  0.2114735698E+02   0.8755005788E+04   1313700
     415           414              0.2120044080E+02  0.2114935540E+02   0.8776982493E+04   1298600
     416           415              0.2120221600E+02  0.2115124913E+02   0.8798919638E+04   1283500
     417           416              0.2120392348E+02  0.2115307475E+02   0.8820832169E+04   1268400
     418           417              0.2120556412E+02  0.2115483310E+02   0.8842720236E+04   1253300
     419           418              0.2120722922E+02  0.2115661531E+02   0.8864621814E+04   1238200
     420           419              0.2120880882E+02  0.2115831166E+02   0.8886490896E+04   1223100
     421           420              0.2121035188E+02  0.2115997100E+02   0.8908347791E+04   1208000
     422           421              0.2121187555E+02  0.2116161044E+02   0.8930199605E+04   1192900
     423           422              0.2121338952E+02  0.2116323966E+02   0.8952050376E+04   1177800
     424           423              0.2121482991E+02  0.2116479493E+02   0.8973873051E+04   1162700
     425           424              0.2121623767E+02  0.2116631711E+02   0.8995684771E+04   1147600
     426           425              0.2121766502E+02  0.2116785829E+02   0.9017507633E+04   1132500
     427           426              0.2121907673E+02  0.2116938334E+02   0.9039326687E+04   1117400
     428           427              0.2122056333E+02  0.2117098258E+02   0.9061180543E+04   1102300
     429           428              0.2122195563E+02  0.2117248720E+02   0.9082997008E+04   1087200
     430           429              0.2122333998E+02  0.2117398337E+02   0.9104812851E+04   1072100
     431           430              0.2122465710E+02  0.2117541196E+02   0.9126602555E+04   1057000
     432           431              0.2122598098E+02  0.2117684677E+02   0.9148397803E+04   1041900
     433           432              0.2122727534E+02  0.2117825161E+02   0.9170182949E+04   1026800
     434           433              0.2122860318E+02  0.2117968935E+02   0.9191985178E+04   1011700
     435           434              0.2122996110E+02  0.2118115659E+02   0.9213803116E+04    996600
     436           435              0.2123129489E+02  0.2118259926E+02   0.9235613278E+04    981500
     437           436              0.2123262684E+02  0.2118403959E+02   0.9257425300E+04    966400
     438           437              0.2123392262E+02  0.2118544334E+02   0.9279224184E+04    951300
     439           438              0.2123515117E+02  0.2118677953E+02   0.9300996214E+04    936200
     440           439              0.2123633720E+02  0.2118807280E+02   0.9322752030E+04    921100
     441           440              0.2123746869E+02  0.2118931117E+02   0.9344486225E+04    906000
     442           441              0.2123858206E+02  0.2119053097E+02   0.9366214689E+04    890900
     443           442              0.2123953846E+02  0.2119159368E+02   0.9387875998E+04    875800
     444           443              0.2124037225E+02  0.2119253357E+02   0.9409484905E+04    860700
     445           444              0.2124113866E+02  0.2119340576E+02   0.9431065564E+04    845600
     446           445              0.2124178765E+02  0.2119416033E+02   0.9452595505E+04    830500
     447           446              0.2124228755E+02  0.2119476566E+02   0.9474060249E+04    815400
     448           447              0.2124272877E+02  0.2119531197E+02   0.9495499762E+04    800300
     449           448              0.2124307178E+02  0.2119575982E+02   0.9516896158E+04    785200
     450           449              0.2124324976E+02  0.2119604254E+02   0.9538219143E+04    770100
     451           450              0.2124335225E+02  0.2119624947E+02   0.9559508511E+04    755000
     452           451              0.2124330941E+02  0.2119631094E+02   0.9580732545E+04    739900
     453           452              0.2124324732E+02  0.2119635273E+02   0.9601947787E+04    724800
     454           453              0.2124315605E+02  0.2119636496E+02   0.9623149693E+04    709700
     455           454              0.2124305583E+02  0.2119636779E+02   0.9644347347E+04    694600
     456           455              0.2124295743E+02  0.2119637200E+02   0.9665545630E+04    679500
     457           456              0.2124279929E+02  0.2119631614E+02   0.9686716475E+04    664400
     458           457              0.2124248171E+02  0.2119610075E+02   0.9707814142E+04    649300
     459           458              0.2124224842E+02  0.2119596901E+02   0.9728949775E+04    634200
     460           459              0.2124195107E+02  0.2119577291E+02   0.9750055540E+04    619100
     461           460              0.2124177103E+02  0.2119569343E+02   0.9771214672E+04    604000
     462           461              0.2124151628E+02  0.2119553897E+02   0.9792339005E+04    588900
     463           462              0.2124120678E+02  0.2119532944E+02   0.9813437530E+04    573800
     464           463              0.2124086205E+02  0.2119508433E+02   0.9834519128E+04    558700
     465           464              0.2124045622E+02  0.2119477782E+02   0.9855571687E+04    543600
     466           465              0.2124005289E+02  0.2119447338E+02   0.9876624596E+04    528500
     467           466              0.2123963462E+02  0.2119415360E+02   0.9897669732E+04    513400
     468           467              0.2123909496E+02  0.2119371228E+02   0.9918657347E+04    498300
     469           468              0.2123864978E+02  0.2119336481E+02   0.9939688095E+04    483200
     470           469              0.2123794117E+02  0.2119275406E+02   0.9960594408E+04    468100
     471           470              0.2123715896E+02  0.2119206945E+02   0.9981464712E+04    453000
     472           471              0.2123624058E+02  0.2119124855E+02   0.1000226931E+05    437900
     473           472              0.2123526179E+02  0.2119036694E+02   0.1002304356E+05    422800
     474           473              0.2123434214E+02  0.2118954395E+02   0.1004384383E+05    407700
     475           474              0.2123359789E+02  0.2118889558E+02   0.1006472540E+05    392600
     476           475              0.2123268668E+02  0.2118808019E+02   0.1008552617E+05    377500
     477           476              0.2123185622E+02  0.2118734499E+02   0.1010636356E+05    362400
     478           477              0.2123096545E+02  0.2118654920E+02   0.1012717052E+05    347300
     479           478              0.2123015553E+02  0.2118583370E+02   0.1014801434E+05    332200
     480           479              0.2122935847E+02  0.2118513064E+02   0.1016886271E+05    317100
     481           480              0.2122886465E+02  0.2118472980E+02   0.1018985503E+05    302000
     482           481              0.2122832940E+02  0.2118428722E+02   0.1021082644E+05    286900
     483           482              0.2122775049E+02  0.2118380069E+02   0.1023177573E+05    271800
     484           483              0.2122702608E+02  0.2118316858E+02   0.1025265359E+05    256700
     485           484              0.2122623196E+02  0.2118246653E+02   0.1027349627E+05    241600
     486           485              0.2122539243E+02  0.2118171878E+02   0.1029431533E+05    226500
     487           486              0.2122390079E+02  0.2118031988E+02   0.1031481578E+05    211400
     488           487              0.2122253835E+02  0.2117904954E+02   0.1033537618E+05    196300
     489           488              0.2122098766E+02  0.2117759095E+02   0.1035584198E+05    181200
     490           489              0.2121890469E+02  0.2117560080E+02   0.1037604439E+05    166100
     491           490              0.2121679160E+02  0.2117358021E+02   0.1039622788E+05    151000
     492           491              0.2121405806E+02  0.2117094005E+02   0.1041610251E+05    135900
     493           492              0.2121199812E+02  0.2116897176E+02   0.1043630308E+05    120800
     494           493              0.2120956769E+02  0.2116663335E+02   0.1045631687E+05    105700
     495           494              0.2120662557E+02  0.2116378390E+02   0.1047607303E+05     90600
     496           495              0.2120349469E+02  0.2116074571E+02   0.1049572987E+05     75500
     497           496              0.2120061655E+02  0.2115795937E+02   0.1051550581E+05     60400
     498           497              0.2119879946E+02  0.2115623159E+02   0.1053580333E+05     45300
     499           498              0.2119702005E+02  0.2115454105E+02   0.1055611598E+05     30200
     500           499              0.2119282917E+02  0.2115044351E+02   0.1057522176E+05     15100
