# /home/jramos/Programacion/hmeyer/yasp_cJ/bin/rdf_all.x VERSION2.2 28JAN2003 HM
# weed=1 maxmean=99999 #frames=51 #particles=12060
# norm=9.27024e-06 norm2=nfr*nmol=0.0196078 ns*(ns-1)=145431540//-1172926052
10.7917 1.006663204 441.5811996 632325
10.8083 1.00340706 443.6371956 632228
10.825 1.004078996 445.7009182 634604
10.8417 1.005669543 447.7742797 637568
10.8583 1.00575643 449.8542005 639585
10.875 1.007584477 451.9443033 642716
10.8917 1.004107767 454.0335832 642463
10.9083 1.008056499 456.1375037 646965
10.925 1.006948185 458.2455379 648230
10.9417 1.005114075 460.3561574 649025
10.9583 1.008616154 462.4805881 653272
10.975 1.003504813 464.6006871 651940
10.9917 1.00279801 466.7257325 653461
11.0083 1.00701427 468.866189 658200
11.025 1.005149487 471.009156 658972
11.0417 1.005088867 473.1584774 660926
11.0583 1.006129318 475.3165238 663609
11.075 1.004330777 477.4772109 664421
11.0917 1.005068829 479.6459987 666912
11.1083 1.009554258 481.8310171 671903
11.125 1.003952033 484.0104356 670181
11.1417 1.003604727 486.1956329 671958
11.1583 1.00424973 488.3887813 674403
11.175 1.005210078 490.5905897 677066
11.1917 1.004968665 492.7984403 678924
11.2083 1.004905769 495.0127331 680905
11.225 1.005133107 497.2341185 683086
11.2417 1.004210343 499.4600599 684487
11.2583 1.004605117 501.6934842 686788
11.275 1.004847325 503.934066 688989
11.2917 1.002294696 506.1755682 689272
11.3083 1.003093199 508.4254832 691859
11.325 1.005670854 510.6878338 695683
11.3417 1.002518439 512.9497357 695545
11.3583 1.004254878 515.2222195 698799
11.375 1.003585321 517.4998577 700384
11.3917 1.003325423 519.7835837 702256
11.4083 1.006575688 522.0814167 706594
11.425 1.004055822 524.3801993 706886
11.4417 1.004588478 526.6869168 709326
11.4583 1.004368177 528.999852 711238
11.475 1.004333595 531.3194409 713284
11.4917 1.001964414 533.6402849 713670
11.5083 1.00238073 535.968833 716039
11.525 1.002999826 538.3055728 718558
11.5417 1.00268004 540.6483287 720408
11.5583 1.002738185 542.9979919 722532
11.575 1.004091244 545.3576159 725595
11.5917 1.00273755 547.7208496 726705
11.6083 1.003700342 550.0931596 729496
11.625 1.001100172 552.4661233 729697
11.6417 1.001933538 554.847877 732400
11.6583 1.002943568 557.2388632 735239
11.675 1.004553127 559.6405386 738526
11.6917 1.004934159 562.0499895 740917
11.7083 1.004946488 564.4663444 743040
11.725 1.000687597 566.879314 741999
11.7417 1.001185246 569.3003517 744480
11.7583 1.002484679 571.7314186 747564
11.775 1.000357518 574.164209 748094
11.7917 1.001983977 576.6078578 751433
11.8083 1.002448439 579.0595552 753908
11.825 1.000721182 581.5139421 754735
11.8417 1.00090363 583.9757012 757002
11.8583 0.9999498431 586.4420423 758411
11.875 1.002147681 588.9207573 762216
