# /home/jramos/Programacion/hmeyer/yasp_cJ/bin/rdf_all.x VERSION2.2 28JAN2003 HM
# weed=1 maxmean=99999 #frames=51 #particles=12060
# norm=9.27024e-06 norm2=nfr*nmol=0.0196078 ns*(ns-1)=145431540//-1172926052
11.8917 1.002323297 591.4068705 764491
11.9083 1.00304051 593.9017413 767184
11.925 1.003060101 596.4036494 769348
11.9417 1.001776833 598.909346 770513
11.9583 1.000232327 601.4181679 771474
11.975 1.000350049 603.9342839 773717
11.9917 0.9997193131 606.4558177 775383
12.0083 1.00257131 608.991579 779758
12.025 1.002114861 611.5332263 781568
12.0417 1.000208399 614.0770753 782245
12.0583 1.000347536 616.6283258 784521
12.075 1.001350589 619.1891989 787480
12.0917 1.000245633 621.7543125 788784
12.1083 0.9992276897 624.3238847 790155
12.125 0.9987538427 626.8993137 791956
12.1417 1.001304767 629.4884237 796163
12.1583 1.000667299 632.0829939 797842
12.175 1.001845708 634.687746 800973
12.1917 1.000128774 637.2951583 801791
12.2083 1.002283717 639.9153378 805717
12.225 0.999245038 642.5347109 805469
12.2417 0.9995410612 645.162009 807906
12.2583 1.001846638 647.8025427 811976
12.275 0.9988842877 650.4424325 811778
12.2917 0.9981493236 653.0875483 813385
12.3083 1.001237931 655.7480492 818116
12.325 0.9998671399 658.4121078 819210
12.3417 1.000261431 661.0844297 821751
12.3583 1.001298209 663.7667514 824826
12.375 0.999228849 666.4507544 825343
12.3917 0.998090675 669.1389264 826625
12.4083 0.9997487208 671.8388121 830227
12.425 1.00022335 674.5472408 832854
12.4417 0.9994162524 677.260749 834416
12.4583 1.000015865 679.9831645 837155
12.475 0.9997056644 682.7120221 839136
12.4917 0.9994090037 685.4473642 841130
12.5083 0.9998770747 688.1912948 843771
12.525 0.9988168831 690.9396253 845124
12.5417 0.9997449339 693.6978353 848162
12.5583 0.9999262706 696.4638826 850572
12.575 0.9993937847 699.2357998 852377
12.5917 0.9982560447 702.0119055 853665
12.6083 0.9997158131 704.7994355 857178
12.625 0.9980179157 707.589593 857986
12.6417 0.9976410955 710.3860659 859928
12.6583 1.000083788 713.1967825 864308
12.675 1.000896828 716.0171965 867290
12.6917 0.9985667679 718.8384495 867548
12.7083 0.9985380451 721.6670358 869803
12.725 0.9989663366 724.5042625 872460
12.7417 0.9967966177 727.3427478 872847
12.7583 0.9997422048 730.1970735 877718
12.775 0.9975533846 733.052596 878086
12.7917 0.9986506163 735.9187231 881347
12.8083 1.001949334 738.8018159 886564
12.825 0.9997312493 741.6860176 886905
12.8417 0.9980598315 744.5728859 887725
12.8583 0.9994730152 747.4713508 891291
12.875 0.9970246305 750.3702157 891414
12.8917 0.9979211579 753.279204 894527
12.9083 0.9995163024 756.2003808 898275
12.925 0.997530665 759.1232876 898807
12.9417 0.9973629565 762.0532447 900975
12.9583 0.9975240508 764.9912278 903443
12.975 0.9988241775 767.9406123 906949
12.9917 0.998887354 770.8977657 909338
13.0083 0.9981613363 773.8603565 911010
13.025 0.9988685037 776.832648 913993
13.0417 0.9984471153 779.8112938 915947
13.0583 0.998915113 782.7989574 918720
13.075 0.9978233643 785.7909787 920060
13.0917 0.99938641 788.7953315 923852
13.1083 0.998227809 791.8038468 925132
13.125 0.9984129019 794.8205766 927658
13.1417 0.9977779515 797.8430495 929424
13.1583 0.9976473718 800.872797 931661
13.175 0.9990341924 803.9144468 935321
13.1917 0.9974105961 806.9588413 936165
13.2083 0.9995764065 810.0175607 940570
13.225 0.9983370129 813.0802021 941776
13.2417 0.9985863225 816.1513344 944387
13.2583 1.000052606 819.2347234 948156
13.275 0.9995399274 822.3242847 950054
13.2917 0.9989563603 825.4198004 951885
13.3083 0.9999627047 828.5262102 955235
13.325 0.9978898798 831.6339501 955644
13.3417 0.9967929725 834.7460444 956983
13.3583 0.9959436339 837.8632605 958558
13.375 0.9983342247 840.995761 963258
13.3917 0.9980973332 844.1353281 965431
13.4083 0.9978729715 847.2820073 967618
13.425 0.9962743495 850.4314604 968471
13.4417 0.9960556361 853.5880451 970664
13.4583 0.9972321897 856.7562003 974222
13.475 0.9984601226 859.936118 977839
13.4917 0.9979799778 863.1223738 979788
13.5083 0.9973091589 866.3143596 981550
13.525 0.9975122962 869.5148786 984174
13.5417 0.9963555819 872.71957 985457
13.5583 0.9993740128 875.941887 990877
13.575 0.9983109869 879.1686951 992258
13.5917 0.9959825763 882.3958869 992376
13.6083 0.9994483749 885.6422556 998273
13.625 0.9981992176 888.8925138 999469
13.6417 0.9994508781 892.154814 1003172
13.6583 0.9980388584 895.4204703 1004204
13.675 0.9987117808 898.6963085 1007335
13.6917 0.9999323261 901.9841498 1011026
13.7083 0.997589181 905.2722773 1011114
13.725 0.9998921491 908.5760143 1015914
13.7417 0.9992178137 911.8855464 1017696
13.7583 0.9981363516 915.1995207 1019062
13.775 0.9990358162 918.5245224 1022453
13.7917 0.9997788855 921.8600541 1025691
13.8083 0.9996967101 925.2033775 1028087
13.825 0.9974963626 928.5474001 1028302
13.8417 0.9978429724 931.9006551 1031141
13.8583 0.9983481797 935.2636921 1034149
13.875 0.9994894818 938.6386768 1037823
13.8917 0.9987403189 942.0192387 1039538
13.9083 0.9973660045 945.4032543 1040600
13.925 0.9981372025 948.7980078 1043902
13.9417 0.9980300223 952.2005271 1046290
13.9583 0.999086216 955.6147959 1049903
13.975 0.9985567483 959.0354092 1051854
13.9917 0.9988187171 962.4650859 1054641
14.0083 0.9993477756 965.9047591 1057715
14.025 0.9970334111 969.3446372 1057778
14.0417 0.998887264 972.799107 1062265
14.0583 1.000358037 976.2668806 1066356
14.075 0.9986856921 979.7370705 1067099
14.0917 0.998010953 983.2131335 1068905
14.1083 0.9998981591 986.7040125 1073461
14.125 0.9988697016 990.199545 1074892
14.1417 0.9975141966 993.6985768 1075968
14.1583 0.9993707942 997.2123888 1080513
14.175 0.9993972055 1000.734571 1083087
14.1917 0.9965531785 1004.254995 1082546
14.2083 0.999429467 1007.793876 1088222
14.225 0.9989617092 1011.339405 1090266
14.2417 0.9994056856 1014.894826 1093308
14.2583 0.998994896 1018.457109 1095418
14.275 0.997938217 1022.023948 1096819
14.2917 0.9989842268 1025.602868 1100534
14.3083 1.000119559 1029.194217 1104356
14.325 0.9988968825 1032.789536 1105577
14.3417 0.9986714391 1036.392414 1107901
14.3583 0.9989497662 1040.004676 1110787
14.375 1.000019067 1043.629205 1114559
14.3917 0.9979906588 1047.254775 1114879
14.4083 0.9965583916 1050.883532 1115859
14.425 0.9990265222 1054.529696 1121212
14.4417 0.9996573372 1058.186599 1124514
14.4583 0.9993114128 1061.850679 1126721
14.475 1.000599686 1065.527945 1130776
14.4917 1.00143179 1069.21675 1134324
14.5083 0.9986363923 1072.903723 1133761
14.525 0.9970463442 1076.593289 1134558
14.5417 1.000730429 1080.304991 1141365
14.5583 1.00111025 1084.026617 1144417
14.575 1.000008977 1087.752667 1145777
14.5917 0.9989597554 1091.483325 1147194
14.6083 1.000743265 1095.229185 1151869
14.625 1.001068464 1098.984818 1154874
14.6417 1.000401068 1102.746506 1156736
14.6583 0.9994286577 1106.513098 1158244
14.675 1.000518272 1110.292376 1162145
14.6917 1.000732811 1114.081056 1165036
14.7083 1.000308752 1117.876727 1167186
14.725 1.000991386 1121.683601 1170631
14.7417 0.9979998123 1125.487695 1169776
14.7583 0.9998116094 1129.307317 1174551
14.775 0.9993076704 1133.133642 1176612
14.7917 1.00080925 1136.974366 1181040
14.8083 1.00081348 1140.823767 1183708
14.825 0.9997741701 1144.677831 1185142
14.8417 0.9999069602 1148.541078 1187966
14.8583 0.9997788176 1152.412511 1190483
14.875 0.9997224761 1156.292415 1193088
14.8917 0.9995117202 1160.180199 1195511
14.9083 1.001388208 1164.084005 1200438
14.925 1.000789316 1167.994205 1202404
14.9417 0.9997911474 1171.909234 1203889
14.9583 1.00045632 1175.835612 1207379
14.975 1.00023058 1179.769857 1209798
14.9917 0.9985671539 1183.706307 1210476
15.0083 1.001153406 1187.661732 1216311
15.025 1.000760084 1191.624389 1218535
15.0417 1.000211987 1195.593668 1220571
15.0583 0.9998208526 1199.570192 1222799
15.075 1.002100886 1203.564611 1228302
15.0917 1.000746743 1207.562458 1229356
15.1083 1.001221251 1211.57104 1232657
15.125 0.9996569905 1215.582195 1233448
15.1417 1.000951807 1219.607401 1237769
15.1583 0.9994821555 1223.63555 1238674
15.175 1.000100207 1227.675058 1242167
15.1917 1.000829628 1231.726397 1245805
15.2083 1.0011767 1235.788039 1248973
15.225 1.001479862 1239.85982 1252091
15.2417 0.9999317079 1243.934212 1252894
15.2583 1.001876756 1248.025463 1258078
15.275 1.002858192 1252.129673 1262063
15.2917 0.9993158943 1256.228315 1260351
15.3083 0.9997464 1260.337667 1263644
15.325 1.002633359 1264.467863 1270054
15.3417 0.9995053023 1268.594134 1268847
15.3583 1.001327795 1272.736916 1273924
15.375 0.9998835627 1276.882706 1274849
15.3917 1.00040917 1281.039673 1278286
15.4083 1.000350718 1285.205403 1280981
15.425 1.003150769 1289.391837 1287347
15.4417 1.001344151 1293.579765 1287807
15.4583 1.001423726 1297.777073 1290691
15.475 1.000728746 1301.980517 1292578
15.4917 1.00070269 1306.192911 1295330
15.5083 0.9998727124 1310.410872 1297042
15.525 1.001050918 1314.642885 1301363
15.5417 1.000441746 1318.881408 1303365
15.5583 1.00164127 1323.13412 1307728
15.575 1.001333046 1327.394637 1310128
15.5917 1.000073566 1331.658906 1311282
15.6083 1.001146725 1335.936882 1315497
15.625 1.000901516 1340.22295 1317985
15.6417 0.9994736681 1344.512038 1318914
15.6583 1.000570759 1348.81499 1323177
15.675 1.001491901 1353.131076 1327216
15.6917 0.9999032188 1357.449484 1327930
15.7083 1.00248919 1361.788263 1334194
15.725 1.00102059 1366.129884 1335068
15.7417 1.000288449 1370.477531 1336921
15.7583 1.001817933 1374.841051 1341802
15.775 1.000772046 1379.209241 1343238
15.7917 1.003227122 1383.597404 1349380
15.8083 1.000695148 1387.983737 1348817
15.825 1.00127513 1392.381871 1352446
15.8417 1.001961275 1396.792294 1356225
15.8583 1.002216204 1401.213127 1359426
15.875 1.001267212 1405.639062 1360995
15.8917 1.001455717 1410.075131 1364111
15.9083 1.002398018 1414.524692 1368260
15.925 1.001015212 1418.97743 1369237
15.9417 1.00038524 1423.436685 1371241
15.9583 0.9997564426 1427.90246 1373246
15.975 1.00223245 1432.388651 1379524
15.9917 1.00218097 1436.883977 1382333
16.0083 1.002048672 1441.388084 1385033
16.025 1.000576207 1445.894941 1385879
16.0417 1.000679061 1450.411643 1388906
16.0583 1.001658651 1454.942165 1393156
16.075 0.9995884153 1459.472713 1393164
16.0917 1.001088899 1464.019476 1398150
16.1083 1.001180559 1468.576079 1401176
16.125 1.000612268 1473.139525 1403280
16.1417 1.000440537 1477.711624 1405941
16.1583 1.00235086 1482.301918 1411536
16.175 1.000708642 1486.89415 1412132
16.1917 1.000805802 1491.496297 1415181
16.2083 1.000468534 1496.106369 1417618
16.225 1.001155282 1500.729098 1421510
16.2417 0.9983235807 1505.348227 1420403
16.2583 1.002074248 1509.994231 1428667
16.275 1.002024131 1514.649532 1431526
16.2917 1.000031585 1519.305096 1431607
16.3083 1.00047382 1523.972254 1435172
16.325 1.000731286 1528.65016 1438477
16.3417 1.001390381 1533.340709 1442365
16.3583 1.00113915 1538.039651 1444946
16.375 1.001279609 1542.748835 1448095
16.3917 0.9997150965 1547.460236 1448777
16.4083 1.000683556 1552.185796 1453131
16.425 0.9994420397 1556.915086 1454278
16.4417 1.001346064 1561.663007 1460007
16.4583 1.000789957 1566.417916 1462156
16.475 0.9993125777 1571.175427 1462956
16.4917 1.000735657 1575.949357 1468005
16.5083 0.9999256219 1580.729069 1469783
16.525 1.000509344 1585.521233 1473612
16.5417 0.9996217182 1590.318808 1475276
16.5583 0.9998513991 1595.127161 1478590
16.575 1.001179507 1599.951597 1483536
16.5917 1.001395715 1604.786785 1486842
16.6083 1.000567873 1609.627687 1488599
16.625 1.001449881 1614.482585 1492903
16.6417 1.000326661 1619.341766 1494220
16.6583 1.000229497 1624.210212 1497069
16.675 1.001008219 1629.092202 1501234
16.6917 1.000546745 1633.981701 1503543
16.7083 0.9999476434 1638.878036 1505645
16.725 1.001587249 1643.792188 1511124
16.7417 0.999705172 1648.706887 1511292
16.7583 1.002274217 1653.644031 1518194
16.775 0.9997163218 1658.578375 1517333
16.7917 1.000420851 1663.526013 1521421
16.8083 1.001534061 1668.488994 1526139
16.825 1.00069634 1673.457663 1527888
16.8417 1.000370479 1678.434559 1530418
16.8583 1.000595853 1683.422434 1533794
16.875 1.001668042 1688.425532 1538475
16.8917 0.9996676737 1693.428506 1538437
16.9083 1.000796486 1698.447018 1543215
16.925 1.000149368 1703.472177 1545259
16.9417 0.9995719759 1708.504331 1547410
16.9583 1.000685957 1713.55201 1552184
16.975 1.000840718 1718.610398 1555477
16.9917 1.000850385 1723.678772 1558548
17.0083 1.001516949 1728.760477 1562647
17.025 1.000458949 1733.846766 1564057
17.0417 1.001350308 1738.94756 1568517
17.0583 1.000117084 1744.052042 1569651
17.075 0.999815838 1749.164962 1572246
17.0917 0.998983275 1754.283602 1574005
17.1083 1.000490084 1759.419966 1579455
17.125 1.000670353 1764.56727 1582819
17.1417 1.000569767 1769.724079 1585742
17.1583 1.001891557 1774.897746 1590926
17.175 1.00013407 1780.072376 1591222
17.1917 1.000578992 1785.25936 1595021
17.2083 1.000540723 1790.456208 1598054
17.225 1.001173733 1795.666421 1602164
17.2417 1.000258193 1800.881948 1603798
17.2583 0.9991905686 1806.101985 1605185
17.275 1.001618637 1811.344819 1612195
17.2917 0.9988156651 1816.583074 1610787
17.3083 1.000246759 1821.838952 1616206
17.325 1.00155808 1827.11186 1621443
17.3417 1.001054294 1832.392261 1623747
17.3583 0.9997285199 1837.67581 1624715
17.375 1.000605858 1842.974155 1629265
17.3917 0.9996409298 1848.27755 1630818
17.4083 0.999867804 1853.592321 1634316
17.425 0.9996962959 1858.916361 1637166
17.4417 0.9989232992 1864.246465 1639031
17.4583 1.000364414 1869.594464 1644534
17.475 1.000217231 1874.951892 1647433
17.4917 0.9984605215 1880.310116 1647678
17.5083 1.000355188 1885.688743 1653952
17.525 1.000246294 1891.077028 1656922
17.5417 0.9995732446 1896.471935 1658958
17.5583 0.9997224419 1901.877904 1662360
17.575 1.000661602 1907.29923 1667082
17.5917 0.9992049592 1912.722936 1667814
17.6083 0.9998341914 1918.160346 1672028
17.625 1.00011249 1923.60957 1675661
17.6417 0.9986591746 1929.061171 1676392
17.6583 1.000494107 1934.533114 1682647
17.675 0.9996408073 1940.010715 1684387
17.6917 1.001057673 1945.50643 1689957
17.7083 1.000524022 1951.009569 1692240
17.725 0.9994258524 1956.51702 1693566
17.7417 1.000714405 1962.041947 1698940
17.7583 1.000393111 1967.575483 1701587
17.775 1.000480859 1973.119896 1704932
17.7917 0.9986975005 1978.66481 1705086
17.8083 0.9993838241 1984.223935 1709456
17.825 1.000271821 1989.798419 1714179
17.8417 0.9997114751 1995.380204 1716424
17.8583 1.000811237 2000.978574 1721524
17.875 1.000958743 2006.588226 1724993
17.8917 1.000989863 2012.208517 1728265
17.9083 0.9997241667 2017.832165 1729297
17.925 1.000178126 2023.468844 1733304
17.9417 0.9997428403 2029.113551 1735773
17.9583 1.001270715 2034.777394 1741657
17.975 0.9992546939 2040.440329 1741378
17.9917 1.000954234 2046.123419 1747576
18.0083 1.001103878 2051.817895 1751077
18.025 1.000181858 2057.517662 1752704
18.0417 0.9990627457 2063.221585 1753982
18.0583 1.000540334 2068.944503 1759823
18.075 0.9983016097 2074.665161 1759128
18.0917 0.9976594659 2080.392687 1761240
18.1083 0.9992915099 2086.140157 1767373
18.125 0.9992921704 2091.898216 1770629
18.1417 0.9997570195 2097.669553 1774712
18.1583 1.000226351 2103.454213 1778809
18.175 1.000613703 2109.251741 1782766
18.1917 0.9998584239 2115.055523 1784689
18.2083 0.997786157 2120.857893 1784255
18.225 1.000377373 2126.685987 1792165
18.2417 0.9998239031 2132.521514 1794451
18.2583 1.000285219 2138.370408 1798561
18.275 0.9984437812 2144.219197 1798529
18.2917 0.9998374344 2150.086838 1804326
18.3083 0.9991307822 2155.961022 1806338
18.325 1.001244167 2161.858353 1813456
18.3417 0.9990539244 2167.753493 1812782
18.3583 0.9997547909 2173.663494 1817352
18.375 0.9999374968 2179.585313 1820986
18.3917 0.9993620358 2185.514466 1823241
18.4083 1.00136401 2191.466268 1830206
18.425 0.999268139 2197.416373 1829684
18.4417 0.9988436565 2203.374715 1832217
18.4583 0.9991134402 2209.345444 1836026
18.475 0.9994018095 2215.328686 1839874
18.4917 0.9982707174 2221.315945 1841109
18.5083 0.9988096235 2227.317239 1845425
18.525 0.999138595 2233.331327 1849359
18.5417 1.000153984 2239.362364 1854571
18.5583 0.9989133874 2245.396754 1855602
18.575 0.999755204 2251.447081 1860503
18.5917 0.9987429096 2257.502134 1861956
18.6083 0.9993464346 2263.571714 1866423
18.625 1.000549624 2269.659491 1872019
18.6417 0.9983723956 2275.744898 1871290
18.6583 0.9999229327 2281.850659 1877549
18.675 0.9994754372 2287.964596 1880063
18.6917 0.9988756445 2294.085774 1882290
18.7083 1.000209899 2300.226065 1888167
18.725 0.9991916141 2306.371038 1889607
18.7417 1.000400752 2312.534405 1895263
18.7583 0.9995448721 2318.703456 1897011
18.775 1.00015791 2324.887265 1901549
18.7917 1.000015347 2331.081174 1904655
18.8083 0.9999513832 2337.285679 1907913
18.825 0.998995626 2343.495243 1909469
18.8417 0.9998539078 2349.721152 1914495
18.8583 1.001092339 2355.965805 1920259
18.875 0.9990462457 2362.208716 1919723
18.8917 0.9995253562 2368.465655 1924037
18.9083 0.9991528315 2374.731303 1926715
18.925 0.9999411917 2381.012954 1931636
18.9417 0.9984928503 2387.29656 1932237
18.9583 0.9991165993 2393.59516 1936848
18.975 1.000283999 2399.912213 1942522
18.9917 0.9975102932 2406.22282 1940540
19.0083 1.000513966 2412.563543 1949801
19.025 1.000179627 2418.913268 1952569
19.0417 0.9998387891 2425.271955 1955325
19.0583 0.9997028129 2431.640913 1958483
19.075 1.000692413 2438.02733 1963852
19.0917 1.000610362 2444.424387 1967124
19.1083 1.000249319 2450.830307 1969849
19.125 1.000509467 2457.249074 1973800
19.1417 1.000022342 2463.675904 1976279
19.1583 1.00072448 2470.11845 1981112
19.175 0.9999961286 2476.567514 1983116
19.1917 0.9997767072 2483.026375 1986129
19.2083 0.999923371 2489.497409 1989872
19.225 0.999208722 2495.975044 1991902
19.2417 0.9999217323 2502.468546 1996781
19.2583 0.9992925452 2508.969209 1998983
19.275 1.001187166 2515.493474 2006241
19.2917 0.999948702 2522.020943 2007226
19.3083 0.9998478928 2528.559036 2010493
19.325 0.9994669347 2535.105925 2013198
19.3417 1.000532962 2541.671107 2018823
19.3583 1.000123939 2548.24492 2021477
19.375 0.9994204788 2554.825425 2023535
19.3917 0.999371742 2561.416935 2026919
19.4083 1.000063449 2568.024351 2031810
19.425 0.9997194574 2574.640843 2034601
19.4417 0.9988066661 2581.262642 2036233
19.4583 1.000466828 2587.906824 2043116
19.475 0.9998413661 2594.558232 2045338
19.4917 1.000193075 2601.223374 2049561
19.5083 0.9997300105 2607.896828 2052117
19.525 1.000412396 2614.586252 2057028
19.5417 0.9998616911 2621.283412 2059407
19.5583 1.000395644 2627.995584 2064023
19.575 1.000042321 2634.716825 2066812
19.5917 0.9977962234 2641.434395 2065683
19.6083 1.000272847 2648.180101 2074335
19.625 1.000257067 2654.937173 2077830
19.6417 1.000545547 2661.707679 2081961
19.6583 1.000234786 2668.487573 2084848
19.675 1.00130398 2675.286228 2090617
19.6917 1.000316897 2682.089693 2092096
19.7083 1.000008577 2688.902579 2094993
19.725 1.000526644 2695.730528 2099625
19.7417 0.9998979007 2702.565722 2101853
19.7583 1.002481262 2709.430151 2110843
19.775 0.9995760449 2716.28624 2108278
19.7917 0.9998423952 2723.15572 2112396
19.8083 0.9997903147 2730.036416 2115845
19.825 1.000279959 2736.932071 2120445
19.8417 1.000773611 2743.842734 2125060
19.8583 1.001014079 2750.766675 2129143
19.875 0.9998428428 2757.694128 2130223
19.8917 0.9997912064 2764.632846 2133687
19.9083 1.001011666 2771.591681 2139873
19.925 0.999912154 2778.554515 2141103
19.9417 0.9989505897 2785.522296 2142624
19.9583 1.000487046 2792.512464 2149508
19.975 1.000756793 2799.516199 2153680
19.9917 0.9996371932 2806.523778 2154862
20.0083 1.001836379 2813.558488 2163205
20.025 0.9998836944 2820.591188 2162587
20.0417 1.000185429 2827.637726 2166842
20.0583 0.9995299618 2834.691362 2169025
20.075 0.9990772557 2841.753526 2171647
20.0917 1.00004251 2848.834254 2177356
20.1083 0.99937174 2855.921978 2179507
20.125 1.000665203 2863.030645 2185947
20.1417 0.9996382381 2870.143783 2187322
20.1583 0.9999414711 2877.270859 2191608
20.175 0.9996592907 2884.407711 2194614
20.1917 0.9994144237 2891.554608 2197703
20.2083 1.000649058 2898.722152 2204052
20.225 1.000576062 2905.901 2207528
20.2417 1.000146276 2913.088595 2210218
20.2583 1.000498105 2920.290565 2214638
20.275 1.000475331 2927.504225 2218233
20.2917 1.000076196 2934.726867 2220995
20.3083 1.000080264 2941.961409 2224654
20.325 0.9997544476 2949.205469 2227581
20.3417 1.000862634 2956.469457 2233709
20.3583 1.001274268 2963.748345 2238291
20.375 0.9990870877 2971.023231 2237060
20.3917 0.9983329714 2978.304522 2239030
20.4083 1.000762359 2985.615469 2248149
20.425 1.00054306 2992.936757 2251329
20.4417 1.000340006 3000.26851 2254547
20.4583 1.000043261 3007.610045 2257555
20.475 1.001075133 3014.971134 2263568
20.4917 1.000694268 3022.341406 2266392
20.5083 1.000898725 3029.725181 2270544
20.525 1.000037029 3037.114595 2272278
20.5417 1.00114132 3044.524187 2278483
20.5583 1.000740003 3051.942833 2281267
20.575 1.000093848 3059.368715 2283492
20.5917 1.000309434 3066.808235 2287686
20.6083 0.9987903434 3074.248487 2287911
20.625 1.000251682 3081.711682 2294966
20.6417 1.000773621 3089.190844 2299876
20.6583 1.00038242 3096.679161 2302691
20.675 0.999964722 3104.176433 2305445
20.6917 1.000159392 3111.68726 2309613
20.7083 1.001069401 3119.217036 2315440
20.725 1.000115642 3126.751752 2316959
20.7417 0.9997588051 3134.295898 2319859
20.7583 1.000285159 3141.856152 2324812
20.775 1.000857079 3149.43288 2329878
20.7917 0.9999239198 3157.014694 2331442
20.8083 1.001064952 3164.617334 2337846
20.825 1.000196436 3172.225551 2339561
20.8417 0.9998898456 3179.843615 2342589
20.8583 0.9998122261 3187.473276 2346155
20.875 1.001015943 3195.124335 2352735
20.8917 1.00004132 3202.780154 2354199
20.9083 1.000731905 3210.453489 2359585
20.925 1.000700023 3218.138817 2363273
20.9417 1.000256893 3225.832985 2365991
20.9583 0.9998535838 3233.536296 2368803
20.975 1.00132857 3241.263247 2376072
20.9917 1.000903383 3248.999195 2378839
21.0083 1.00011281 3256.741313 2380736
21.025 1.000028529 3264.495066 2384314
21.0417 1.000623739 3272.265739 2389517
21.0583 1.001445345 3280.055118 2395269
21.075 1.000885576 3287.85247 2397721
21.0917 1.000867296 3295.662018 2401471
21.1083 0.9999856354 3303.477022 2403149
21.125 0.9998321471 3311.303171 2406576
21.1417 1.00113386 3319.151879 2413513
21.1583 1.001260258 3327.013959 2417625
21.175 1.000798263 3334.884797 2420318
21.1917 1.000234096 3342.763586 2422763
21.2083 0.9999763177 3350.652738 2425950
21.225 1.000826427 3358.561013 2431830
21.2417 1.001512795 3366.487144 2437321
21.2583 1.000254005 3374.41574 2438079
21.275 1.000582752 3382.359383 2442706
21.2917 1.001953777 3390.326379 2449887
21.3083 1.001010128 3398.298337 2451413
21.325 1.001522884 3406.286861 2456507
21.3417 0.9998485046 3414.2745 2456235
21.3583 1.000338714 3422.278542 2461279
21.375 1.000030412 3430.29261 2464362
21.3917 1.001692172 3438.332519 2472308
21.4083 1.001224956 3446.381204 2475007
21.425 0.9996904598 3454.430072 2475063
21.4417 1.000641292 3462.499134 2481273
21.4583 1.001922569 3470.591094 2488314
21.475 1.000446391 3478.683688 2488509
21.4917 1.000194653 3486.786808 2491746
21.5083 0.9985878536 3494.889463 2491603
21.525 1.000458226 3503.019881 2500140
21.5417 1.000362263 3511.162113 2503773
21.5583 1.0014893 3519.326137 2510474
21.575 1.00083242 3527.497425 2512708
21.5917 0.9991837297 3535.667862 2512446
21.6083 1.000845422 3543.864526 2520511
21.625 0.9998654798 3552.065801 2521929
21.6417 1.001371774 3560.292097 2529623
21.6583 1.000220522 3568.521596 2530608
21.675 0.9994938929 3576.757778 2532663
21.6917 0.9984905199 3584.99835 2534013
21.7083 1.000207653 3593.265783 2542273
21.725 1.001247789 3601.554527 2548826
21.7417 0.9995658328 3609.842048 2548450
21.7583 1.000945265 3618.153734 2555881
21.775 1.000095545 3626.471092 2557625
21.7917 0.9996279185 3634.797292 2560344
21.8083 1.000559265 3643.144003 2566651
21.825 0.9996688729 3651.496037 2568288
21.8417 0.9998942675 3659.862717 2572792
21.8583 1.00072705 3668.249151 2578866
21.875 0.9998745661 3676.641223 2580600
21.8917 1.000013513 3685.047256 2584893
21.9083 1.001896094 3693.481943 2593704
21.925 0.9998774548 3701.912447 2592418
21.9417 1.001490346 3710.369393 2600549
21.9583 0.9998721958 3718.825507 2600293
21.975 1.000806394 3727.302374 2606675
21.9917 1.000134175 3735.786403 2608877
22.0083 0.9993617911 3744.276734 2610815
22.025 1.000966345 3752.793582 2618969
22.0417 1.0010098 3761.323694 2623048
22.0583 1.001075987 3769.867277 2627190
22.075 0.9998837623 3778.413584 2628028
22.0917 1.000099228 3786.974646 2632565
22.1083 1.000972928 3795.55612 2638842
22.125 0.9991575144 3804.134951 2638029
22.1417 0.9998991555 3812.733088 2643966
22.1583 1.000562668 3821.349889 2649705
22.175 0.9994520748 3829.970078 2650747
22.1917 1.000746379 3838.614411 2658171
22.2083 1.000631632 3847.270739 2661860
22.225 0.9996118844 3855.93123 2663140
22.2417 0.9997566622 3864.605972 2667522
22.2583 0.9999264557 3873.295194 2671975
22.275 1.000527703 3882.002667 2677587
22.2917 0.9982344385 3890.703186 2675449
22.3083 1.00046857 3899.436223 2685448
22.325 1.000205151 3908.18001 2688754
22.3417 0.9993991014 3916.929801 2690600
22.3583 1.000820409 3925.705113 2698448
22.375 1.000327667 3934.489186 2701142
22.3917 0.9991722595 3943.276189 2702043
22.4083 0.999798521 3952.081794 2707763
22.425 0.9988091872 3960.891776 2709109
22.4417 1.000202069 3969.727162 2716921
22.4583 1.000925847 3978.582079 2722927
22.475 1.000318403 3987.444763 2725315
22.4917 1.000843421 3996.325254 2730791
22.5083 1.001265515 4005.222662 2735993
22.525 1.001585139 4014.136096 2740921
22.5417 0.9988297119 4023.038167 2737427
22.5583 1.000153925 4031.965227 2745111
22.575 1.000674594 4040.910136 2750600
22.5917 1.000402172 4049.86582 2753913
22.6083 1.000964834 4058.839767 2759529
22.625 1.000819557 4067.825645 2763198
22.6417 1.000229862 4076.819464 2765640
22.6583 1.00089286 4085.8325 2771549
22.675 1.000259355 4094.853087 2773871
22.6917 0.9993623386 4103.878838 2775459
22.7083 1.000187288 4112.925313 2781832
22.725 1.00011695 4121.984436 2785721
22.7417 1.000654816 4131.061731 2791309
22.7583 1.000595814 4140.151799 2795237
22.775 1.000528406 4149.254574 2799144
22.7917 1.000265961 4158.368284 2802507
22.8083 1.00049433 4167.497412 2807248
22.825 1.000278967 4176.637919 2810747
22.8417 0.9996239448 4185.785785 2813010
22.8583 0.999616641 4194.946939 2817096
22.875 1.00037824 4204.128447 2823355
22.8917 0.9999675847 4213.319564 2826310
22.9083 0.999279024 4222.517732 2828478
22.925 1.000180323 4231.737597 2835150
