#iter       timestep(ps) Backbone Total C # of Branches Rg^2(A^2)     Rg_x^2(A^2)   Rg_y^2(A^2)   Rg_z^2(A^2)     Ree^2(A^2)
#----------------------- -------- ------- ------------- ---------     -----------   -----------   -----------
        1           0.00  500      500         0          0.186310E+04  0.123822E+03 0.975080E+03  0.764198E+03    0.108398E+05   0.104114E+03
        1           0.00  500      500         0          0.124524E+04  0.656269E+03 0.298499E+03  0.290473E+03    0.168108E+05   0.129657E+03
        1           0.00  500      500         0          0.125846E+04  0.231815E+03 0.449033E+03  0.577613E+03    0.984316E+04   0.992127E+02
        1           0.00  500      500         0          0.134014E+04  0.553382E+03 0.229709E+03  0.557050E+03    0.296955E+04   0.544935E+02
        1           0.00  500      500         0          0.176992E+04  0.435546E+03 0.148047E+03  0.118633E+04    0.114029E+05   0.106784E+03
        1           0.00  500      500         0          0.246405E+04  0.133998E+04 0.453222E+03  0.670852E+03    0.188735E+05   0.137381E+03
        1           0.00  500      500         0          0.305295E+04  0.242576E+04 0.228142E+03  0.399044E+03    0.174612E+05   0.132141E+03
        1           0.00  500      500         0          0.925868E+03  0.224582E+03 0.245267E+03  0.456019E+03    0.106359E+04   0.326127E+02
        1           0.00  500      500         0          0.974802E+03  0.641506E+03 0.121195E+03  0.212101E+03    0.880023E+04   0.938096E+02
        1           0.00  500      500         0          0.239841E+04  0.884946E+03 0.126094E+04  0.252526E+03    0.196647E+05   0.140231E+03
        1           0.00  500      500         0          0.887738E+03  0.497535E+03 0.212758E+03  0.177444E+03    0.600601E+04   0.774984E+02
        1           0.00  500      500         0          0.896362E+03  0.875628E+02 0.515759E+03  0.293040E+03    0.119713E+04   0.345996E+02
        1           0.00  500      500         0          0.146047E+04  0.110859E+04 0.239654E+03  0.112227E+03    0.790057E+04   0.888852E+02
        1           0.00  500      500         0          0.679593E+03  0.436468E+03 0.110393E+03  0.132732E+03    0.926958E+04   0.962786E+02
        1           0.00  500      500         0          0.175327E+04  0.210950E+03 0.589790E+03  0.952535E+03    0.863264E+04   0.929120E+02
        1           0.00  500      500         0          0.127521E+04  0.174554E+03 0.618435E+03  0.482226E+03    0.981743E+04   0.990830E+02
        1           0.00  500      500         0          0.256256E+04  0.216266E+04 0.275497E+03  0.124403E+03    0.244143E+05   0.156251E+03
        1           0.00  500      500         0          0.828042E+03  0.326820E+03 0.205477E+03  0.295746E+03    0.856237E+04   0.925331E+02
        1           0.00  500      500         0          0.101181E+04  0.272735E+03 0.494693E+03  0.244378E+03    0.722716E+04   0.850127E+02
        1           0.00  500      500         0          0.973218E+03  0.220446E+03 0.522712E+03  0.230060E+03    0.211972E+04   0.460404E+02
        1           0.00  500      500         0          0.677093E+03  0.201042E+03 0.138479E+03  0.337572E+03    0.329412E+04   0.573944E+02
        1           0.00  500      500         0          0.621129E+03  0.203974E+03 0.207375E+03  0.209780E+03    0.163027E+04   0.403767E+02
        1           0.00  500      500         0          0.132851E+04  0.601070E+03 0.354887E+03  0.372548E+03    0.305417E+04   0.552645E+02
        1           0.00  500      500         0          0.109421E+04  0.590892E+03 0.264729E+03  0.238592E+03    0.840276E+04   0.916666E+02
        1           0.00  500      500         0          0.116519E+04  0.501262E+03 0.449328E+03  0.214597E+03    0.143205E+04   0.378424E+02
        1           0.00  500      500         0          0.105331E+04  0.441414E+03 0.346143E+03  0.265752E+03    0.445148E+04   0.667194E+02
        1           0.00  500      500         0          0.987423E+03  0.174294E+03 0.210470E+03  0.602659E+03    0.441319E+04   0.664318E+02
        1           0.00  500      500         0          0.204888E+04  0.399779E+03 0.105128E+04  0.597822E+03    0.661862E+04   0.813549E+02
