# # of beads(n)  # of segments(m)      <Ree2>/m          <Ree2>/n       Ree(ilength)         Count
# -------------  ----------------      --------          --------       ------------         -----
     350           349              0.2108360964E+02  0.2102337076E+02   0.7358179765E+04   2265000
     351           350              0.2108585801E+02  0.2102578434E+02   0.7380050303E+04   2250000
     352           351              0.2108817013E+02  0.2102826056E+02   0.7401947716E+04   2235000
     353           352              0.2109054950E+02  0.2103080290E+02   0.7423873425E+04   2220000
     354           353              0.2109297689E+02  0.2103339221E+02   0.7445820844E+04   2205000
     355           354              0.2109549155E+02  0.2103606763E+02   0.7467804009E+04   2190000
     356           355              0.2109804282E+02  0.2103877865E+02   0.7489805200E+04   2175000
     357           356              0.2110072090E+02  0.2104161524E+02   0.7511856640E+04   2160000
     358           357              0.2110343021E+02  0.2104448208E+02   0.7533924586E+04   2145000
     359           358              0.2110617691E+02  0.2104738533E+02   0.7556011332E+04   2130000
     360           359              0.2110897412E+02  0.2105033808E+02   0.7578121709E+04   2115000
     361           360              0.2111178820E+02  0.2105330680E+02   0.7600243753E+04   2100000
     362           361              0.2111465326E+02  0.2105632549E+02   0.7622389827E+04   2085000
     363           362              0.2111752942E+02  0.2105935441E+02   0.7644545650E+04   2070000
     364           363              0.2112046532E+02  0.2106244206E+02   0.7666728910E+04   2055000
     365           364              0.2112340561E+02  0.2106553327E+02   0.7688919643E+04   2040000
     366           365              0.2112639528E+02  0.2106867289E+02   0.7711134276E+04   2025000
     367           366              0.2112942128E+02  0.2107184792E+02   0.7733368188E+04   2010000
     368           367              0.2113243301E+02  0.2107500792E+02   0.7755602916E+04   1995000
     369           368              0.2113545838E+02  0.2107818072E+02   0.7777848686E+04   1980000
     370           369              0.2113847322E+02  0.2108134221E+02   0.7800096619E+04   1965000
     371           370              0.2114147710E+02  0.2108449198E+02   0.7822346526E+04   1950000
     372           371              0.2114447763E+02  0.2108763764E+02   0.7844601200E+04   1935000
     373           372              0.2114745458E+02  0.2109075899E+02   0.7866853102E+04   1920000
     374           373              0.2115046273E+02  0.2109391069E+02   0.7889122598E+04   1905000
     375           374              0.2115348836E+02  0.2109707906E+02   0.7911404647E+04   1890000
     376           375              0.2115651607E+02  0.2110024874E+02   0.7933693527E+04   1875000
     377           376              0.2115954010E+02  0.2110341400E+02   0.7955987078E+04   1860000
     378           377              0.2116255039E+02  0.2110656481E+02   0.7978281497E+04   1845000
     379           378              0.2116553738E+02  0.2110969163E+02   0.8000573128E+04   1830000
     380           379              0.2116852474E+02  0.2111281810E+02   0.8022870878E+04   1815000
     381           380              0.2117141595E+02  0.2111584793E+02   0.8045138061E+04   1800000
     382           381              0.2117432013E+02  0.2111888997E+02   0.8067415970E+04   1785000
     383           382              0.2117712212E+02  0.2112182938E+02   0.8089660651E+04   1770000
     384           383              0.2117992249E+02  0.2112476644E+02   0.8111910314E+04   1755000
     385           384              0.2118265022E+02  0.2112763035E+02   0.8134137684E+04   1740000
     386           385              0.2118533549E+02  0.2113045120E+02   0.8156354162E+04   1725000
     387           386              0.2118793499E+02  0.2113318581E+02   0.8178542908E+04   1710000
     388           387              0.2119050975E+02  0.2113589504E+02   0.8200727274E+04   1695000
     389           388              0.2119297440E+02  0.2113849374E+02   0.8222874067E+04   1680000
     390           389              0.2119533500E+02  0.2114098799E+02   0.8244985315E+04   1665000
     391           390              0.2119766585E+02  0.2114345188E+02   0.8267089683E+04   1650000
     392           391              0.2119989900E+02  0.2114581762E+02   0.8289160508E+04   1635000
     393           392              0.2120210796E+02  0.2114815857E+02   0.8311226320E+04   1620000
     394           393              0.2120420555E+02  0.2115038777E+02   0.8333252781E+04   1605000
     395           394              0.2120631863E+02  0.2115263175E+02   0.8355289540E+04   1590000
     396           395              0.2120826085E+02  0.2115470463E+02   0.8377263035E+04   1575000
     397           396              0.2121016287E+02  0.2115673677E+02   0.8399224497E+04   1560000
     398           397              0.2121194738E+02  0.2115865103E+02   0.8421143108E+04   1545000
     399           398              0.2121366270E+02  0.2116049563E+02   0.8443037756E+04   1530000
     400           399              0.2121530350E+02  0.2116226524E+02   0.8464906095E+04   1515000
     401           400              0.2121698732E+02  0.2116407713E+02   0.8486794928E+04   1500000
     402           401              0.2121864074E+02  0.2116585806E+02   0.8508674939E+04   1485000
     403           402              0.2122026595E+02  0.2116761020E+02   0.8530546912E+04   1470000
     404           403              0.2122191228E+02  0.2116938280E+02   0.8552430650E+04   1455000
     405           404              0.2122354504E+02  0.2117114123E+02   0.8574312198E+04   1440000
     406           405              0.2122524400E+02  0.2117296507E+02   0.8596223818E+04   1425000
     407           406              0.2122694251E+02  0.2117478786E+02   0.8618138658E+04   1410000
     408           407              0.2122866011E+02  0.2117662908E+02   0.8640064667E+04   1395000
     409           408              0.2123035220E+02  0.2117844425E+02   0.8661983699E+04   1380000
     410           409              0.2123205524E+02  0.2118026974E+02   0.8683910593E+04   1365000
     411           410              0.2123375635E+02  0.2118209271E+02   0.8705840103E+04   1350000
     412           411              0.2123553721E+02  0.2118399465E+02   0.8727805794E+04   1335000
     413           412              0.2123733237E+02  0.2118591026E+02   0.8749780937E+04   1320000
     414           413              0.2123921389E+02  0.2118791145E+02   0.8771795338E+04   1305000
     415           414              0.2124106010E+02  0.2118987682E+02   0.8793798880E+04   1290000
     416           415              0.2124280626E+02  0.2119174182E+02   0.8815764596E+04   1275000
     417           416              0.2124448892E+02  0.2119354290E+02   0.8837707389E+04   1260000
     418           417              0.2124610615E+02  0.2119527815E+02   0.8859626266E+04   1245000
     419           418              0.2124775821E+02  0.2119704757E+02   0.8881562931E+04   1230000
     420           419              0.2124932334E+02  0.2119872971E+02   0.8903466478E+04   1215000
     421           420              0.2125086113E+02  0.2120038402E+02   0.8925361673E+04   1200000
     422           421              0.2125237754E+02  0.2120201645E+02   0.8947250943E+04   1185000
     423           422              0.2125388340E+02  0.2120363782E+02   0.8969138796E+04   1170000
     424           423              0.2125531501E+02  0.2120518455E+02   0.8990998251E+04   1155000
     425           424              0.2125671087E+02  0.2120669508E+02   0.9012845409E+04   1140000
     426           425              0.2125811901E+02  0.2120821732E+02   0.9034700579E+04   1125000
     427           426              0.2125950662E+02  0.2120971855E+02   0.9056549822E+04   1110000
     428           427              0.2126096327E+02  0.2121128812E+02   0.9078431315E+04   1095000
     429           428              0.2126231625E+02  0.2121275374E+02   0.9100271354E+04   1080000
     430           429              0.2126365999E+02  0.2121420962E+02   0.9122110138E+04   1065000
     431           430              0.2126492601E+02  0.2121558744E+02   0.9143918185E+04   1050000
     432           431              0.2126619199E+02  0.2121696469E+02   0.9165728746E+04   1035000
     433           432              0.2126742203E+02  0.2121830558E+02   0.9187526318E+04   1020000
     434           433              0.2126868100E+02  0.2121967482E+02   0.9209338872E+04   1005000
     435           434              0.2126996000E+02  0.2122106354E+02   0.9231162640E+04    990000
     436           435              0.2127120403E+02  0.2122241686E+02   0.9252973751E+04    975000
     437           436              0.2127244109E+02  0.2122376274E+02   0.9274784317E+04    960000
     438           437              0.2127363691E+02  0.2122506697E+02   0.9296579331E+04    945000
     439           438              0.2127476696E+02  0.2122630507E+02   0.9318347927E+04    930000
     440           439              0.2127585426E+02  0.2122750004E+02   0.9340100019E+04    915000
     441           440              0.2127688672E+02  0.2122863981E+02   0.9361830155E+04    900000
     442           441              0.2127790049E+02  0.2122976044E+02   0.9383554114E+04    885000
     443           442              0.2127875840E+02  0.2123072509E+02   0.9405211213E+04    870000
     444           443              0.2127950424E+02  0.2123157743E+02   0.9426820381E+04    855000
     445           444              0.2128019109E+02  0.2123237043E+02   0.9448404843E+04    840000
     446           445              0.2128076245E+02  0.2123304774E+02   0.9469939290E+04    825000
     447           446              0.2128119132E+02  0.2123358239E+02   0.9491411330E+04    810000
     448           447              0.2128156653E+02  0.2123406304E+02   0.9512860241E+04    795000
     449           448              0.2128184860E+02  0.2123445027E+02   0.9534268171E+04    780000
     450           449              0.2128197105E+02  0.2123467778E+02   0.9555605003E+04    765000
     451           450              0.2128201684E+02  0.2123482833E+02   0.9576907576E+04    750000
     452           451              0.2128192441E+02  0.2123484051E+02   0.9598147909E+04    735000
     453           452              0.2128182294E+02  0.2123484320E+02   0.9619383969E+04    720000
     454           453              0.2128169890E+02  0.2123482291E+02   0.9640609603E+04    705000
     455           454              0.2128157803E+02  0.2123480534E+02   0.9661836428E+04    690000
     456           455              0.2128146279E+02  0.2123479291E+02   0.9683065569E+04    675000
     457           456              0.2128128650E+02  0.2123471914E+02   0.9704266646E+04    660000
     458           457              0.2128094601E+02  0.2123448107E+02   0.9725392328E+04    645000
     459           458              0.2128069127E+02  0.2123432811E+02   0.9746556601E+04    630000
     460           459              0.2128036722E+02  0.2123410555E+02   0.9767688554E+04    615000
     461           460              0.2128016682E+02  0.2123400594E+02   0.9788876739E+04    600000
     462           461              0.2127989385E+02  0.2123383348E+02   0.9810031066E+04    585000
     463           462              0.2127957520E+02  0.2123361499E+02   0.9831163741E+04    570000
     464           463              0.2127921717E+02  0.2123335678E+02   0.9852277548E+04    555000
     465           464              0.2127880070E+02  0.2123303984E+02   0.9873363526E+04    540000
     466           465              0.2127838904E+02  0.2123272726E+02   0.9894450903E+04    525000
     467           466              0.2127795715E+02  0.2123239408E+02   0.9915528033E+04    510000
     468           467              0.2127740478E+02  0.2123194024E+02   0.9936548032E+04    495000
     469           468              0.2127694701E+02  0.2123158039E+02   0.9957611201E+04    480000
     470           469              0.2127621249E+02  0.2123094395E+02   0.9978543658E+04    465000
     471           470              0.2127540415E+02  0.2123023344E+02   0.9999439950E+04    450000
     472           471              0.2127445775E+02  0.2122938474E+02   0.1002026960E+05    435000
     473           472              0.2127344472E+02  0.2122846915E+02   0.1004106591E+05    420000
     474           473              0.2127246956E+02  0.2122759093E+02   0.1006187810E+05    405000
     475           474              0.2127165193E+02  0.2122686951E+02   0.1008276302E+05    390000
     476           475              0.2127066039E+02  0.2122597413E+02   0.1010356368E+05    375000
     477           476              0.2126973065E+02  0.2122514002E+02   0.1012439179E+05    360000
     478           477              0.2126873130E+02  0.2122423604E+02   0.1014518483E+05    345000
     479           478              0.2126782745E+02  0.2122342697E+02   0.1016602152E+05    330000
     480           479              0.2126694881E+02  0.2122264266E+02   0.1018686848E+05    315000
     481           480              0.2126638781E+02  0.2122217494E+02   0.1020786615E+05    300000
     482           481              0.2126576623E+02  0.2122164638E+02   0.1022883356E+05    285000
     483           482              0.2126511124E+02  0.2122108410E+02   0.1024978362E+05    270000
     484           483              0.2126430497E+02  0.2122037046E+02   0.1027065930E+05    255000
     485           484              0.2126343675E+02  0.2121959462E+02   0.1029150339E+05    240000
     486           485              0.2126252805E+02  0.2121877799E+02   0.1031232610E+05    225000
     487           486              0.2126097234E+02  0.2121731531E+02   0.1033283256E+05    210000
     488           487              0.2125955907E+02  0.2121599440E+02   0.1035340527E+05    195000
     489           488              0.2125795576E+02  0.2121448345E+02   0.1037388241E+05    180000
     490           489              0.2125583709E+02  0.2121245783E+02   0.1039410433E+05    165000
     491           490              0.2125369991E+02  0.2121041335E+02   0.1041431295E+05    150000
     492           491              0.2125098763E+02  0.2120779456E+02   0.1043423492E+05    135000
     493           492              0.2124896451E+02  0.2120586316E+02   0.1045449054E+05    120000
     494           493              0.2124658574E+02  0.2120357645E+02   0.1047456677E+05    105000
     495           494              0.2124374549E+02  0.2120082883E+02   0.1049441027E+05     90000
     496           495              0.2124070538E+02  0.2119788138E+02   0.1051414916E+05     75000
     497           496              0.2123785562E+02  0.2119512352E+02   0.1053397639E+05     60000
     498           497              0.2123604485E+02  0.2119340219E+02   0.1055431429E+05     45000
     499           498              0.2123423708E+02  0.2119168350E+02   0.1057465007E+05     30000
     500           499              0.2123004448E+02  0.2118758439E+02   0.1059379219E+05     15000
